ID,objectType,imageIndex,height,width,length,distance,k_u0,k_u1,k_v0,k_v1,k_area,y_u0,y_u1,y_v0,y_v1,y_area,overlap,diff_u0,diff_u1,diff_v0,diff_v1
110926_0091_0,Car,0,1.271084,1.5319248,3.9513624,6.836756051084755,870.4398931741524,1242.0,206.64668490961017,375.0,62553.37573947082,871.0,1239.0,217.0,373.0,57408.0,0.9177442355645066,0.5601068258475834,3.0,10.353315090389827,2.0
110926_0091_0,Car,1,1.271084,1.5319248,3.9513624,6.218356239239677,893.3935063184043,1242.0,210.24661835901452,375.0,57434.098696049725,900.0,1240.0,218.0,370.0,51680.0,0.8998138940683771,6.60649368159568,2.0,7.753381640985481,5.0
110926_0091_0,Car,2,1.271084,1.5319248,3.9513624,5.659266008546499,922.7650242165537,1242.0,214.52372841783975,375.0,51229.63867234868,935.0,1239.0,226.0,371.0,44080.0,0.8604394085604256,12.234975783446316,3.0,11.476271582160251,4.0
110926_0091_0,Car,3,1.271084,1.5319248,3.9513624,5.135539412686502,959.9529155028822,1242.0,219.92586254290597,375.0,43738.20835067866,977.0,1239.0,246.0,371.0,32750.0,0.7487732404908131,17.047084497117794,3.0,26.074137457094025,4.0
110926_0091_0,Car,4,1.271084,1.5319248,3.9513624,4.659117174463618,1008.552543338169,1242.0,226.96417023128419,375.0,34558.587954330476,,,,,,,,,,
110926_0091_67,Car,83,1.4366066,1.6155871,3.9141159,45.80680454136425,430.13752208646497,500.14500274573584,176.39273905596718,200.55464929438068,1691.5144637067717,415.0,476.0,176.0,203.0,1647.0,0.7808120069345208,10.283392469833075,5.00832568585912,0.40980740689639106,0.3774683368347098
110926_0091_67,Car,84,1.4366066,1.6155871,3.9141159,45.11304548501176,427.15292882630797,498.337231550826,177.14097048757353,201.68589160066657,1747.2130948638292,,,,,,,,,,
110926_0091_67,Car,85,1.4366066,1.6155871,3.9141159,44.46489038969756,422.30398074347136,494.70096972531235,178.6680005609665,203.58217447336014,1803.7111742272323,,,,,,,,,,
110926_0091_67,Car,86,1.4366066,1.6155871,3.9141159,43.871328797704415,415.0437293992575,488.6862335438639,178.07890611349438,203.39718273984795,1864.501291390535,,,,,,,,,,
110926_0091_67,Car,87,1.4366066,1.6155871,3.9141159,43.21913746222054,409.9665617106625,484.909553317704,177.25840235485435,203.01635248836277,1930.377840670115,,,,,,,,,,
110926_0091_67,Car,88,1.4366066,1.6155871,3.9141159,42.56845004527998,404.7166075301669,481.0083256858591,176.4098074068964,202.6225316631653,1999.8137710521432,,,,,,,,,,
110926_0091_67,Car,89,1.4366066,1.6155871,3.9141159,41.93506262000517,399.41241784689487,477.07191580869693,176.0119598762305,202.67594826962187,2070.7119522900916,,,,,,,,,,
110926_0091_67,Car,90,1.4366066,1.6155871,3.9141159,41.32163583730533,393.3064025412362,472.3830147249523,176.7863501372976,203.8895959369495,2143.232857019005,,,,,,,,,,
110926_0091_67,Car,91,1.4366066,1.6155871,3.9141159,40.7103900992761,386.9889172949114,467.5372839489167,177.58769809510426,205.1453506866563,2219.723905068032,,,,,,,,,,
110926_0091_67,Car,92,1.4366066,1.6155871,3.9141159,40.08769087989556,380.9220734934097,463.0058107055746,178.58857634543673,206.61885783410526,2300.830259698878,,,,,,,,,,
110926_0091_67,Car,93,1.4366066,1.6155871,3.9141159,39.4670517505488,374.6350445535385,458.31568188408136,179.59782500566956,208.1459399834065,2388.924455922643,,,,,,,,,,
110926_0091_67,Car,94,1.4366066,1.6155871,3.9141159,38.84479807704643,368.8666224844975,454.1739598400084,180.03281929294047,209.11298389509486,2480.751412069771,,,,,,,,,,
110926_0091_67,Car,95,1.4366066,1.6155871,3.9141159,38.22419826195375,362.88357398855,449.8835982371368,180.48339344225636,210.11606514846667,2578.043156990711,,,,,,,,,,
110926_0091_67,Car,96,1.4366066,1.6155871,3.9141159,37.60533424135262,356.6736796028418,445.4364633480036,180.9503996467708,211.15723634063286,2681.2429130826977,,,,,,,,,,
110926_0091_67,Car,97,1.4366066,1.6155871,3.9141159,37.03771730398572,347.9866974899719,438.5923149216788,180.67543706937155,211.44202323984598,2787.6255362416496,,,,,,,,,,
110926_0091_67,Car,98,1.4366066,1.6155871,3.9141159,36.47375376003092,338.9676167079899,431.4967361223388,180.39039169425783,211.7377064030802,2900.5394260118014,,,,,,,,,,
110926_0091_67,Car,99,1.4366066,1.6155871,3.9141159,36.08423828609932,323.0262910192449,417.5573573658593,182.2678220597906,214.2158312982129,3020.0793809595457,,,,,,,,,,
110926_0091_67,Car,100,1.4366066,1.6155871,3.9141159,35.237080594222306,326.17427646022617,422.7441484367965,182.0280752029149,214.70410440395645,3155.5199566472565,,,,,,,,,,
110926_0091_67,Car,101,1.4366066,1.6155871,3.9141159,34.69852441434286,315.38703783483834,414.1506379929068,180.3444865298644,213.6261841358025,3287.0202749346145,,,,,,,,,,
110926_0091_67,Car,102,1.4366066,1.6155871,3.9141159,34.165151763848066,304.1584503117198,405.22096953801287,178.5674761977165,212.50409597197373,3429.720288411269,,,,,,,,,,
110926_0091_67,Car,103,1.4366066,1.6155871,3.9141159,33.690095761950836,291.12151171400956,394.5314709116295,175.86001737055892,210.52417643994627,3584.6192749851543,,,,,,,,,,
110926_0091_67,Car,104,1.4366066,1.6155871,3.9141159,33.11364295494745,282.46094096218854,388.3263263745678,177.72035127277604,213.09718774673306,3745.182427986176,,,,,,,,,,
110926_0091_67,Car,105,1.4366066,1.6155871,3.9141159,32.54021851344699,273.41739941559746,381.8596865329799,179.63896202346737,215.78416967483167,3919.6689860466554,,,,,,,,,,
110926_0091_67,Car,106,1.4366066,1.6155871,3.9141159,31.9699854420552,263.96488202833154,375.1146933486736,181.5623814791778,218.59286527975465,4115.931287535101,,,,,,,,,,
110926_0091_67,Car,107,1.4366066,1.6155871,3.9141159,31.387630751004608,253.8677050150749,367.91313334177073,180.68961215498965,218.56007658691948,4318.9533370703375,,,,,,,,,,
110926_0091_67,Car,108,1.4366066,1.6155871,3.9141159,30.808591092500894,243.28426546100076,360.3822692371125,179.77701859227645,218.52569529142582,4537.392690436326,,,,,,,,,,
110926_0091_67,Car,109,1.4366066,1.6155871,3.9141159,30.25175174280463,232.62264566561217,352.84354674673165,179.7777359953997,219.453228531387,4769.823463513624,,,,,,,,,,
110926_0091_67,Car,110,1.4366066,1.6155871,3.9141159,29.698338337710037,221.43876500209296,344.9557863590248,179.77849235107152,220.4262664968506,5020.6919872759345,,,,,,,,,,
110926_0091_67,Car,111,1.4366066,1.6155871,3.9141159,29.148546061496532,209.6932432503227,336.69421351461705,179.77929041592606,221.44824235517402,5291.997326180741,,,,,,,,,,
110926_0091_67,Car,112,1.4366066,1.6155871,3.9141159,28.59816226382835,196.5242525941871,327.35873499215097,181.47812713180156,224.32867215305458,5606.328878326288,,,,,,,,,,
110926_0091_67,Car,113,1.4366066,1.6155871,3.9141159,28.052680381186658,182.6369817986753,317.54642960093605,183.26349145593073,227.36654581825135,5949.918710413763,,,,,,,,,,
110926_0091_67,Car,114,1.4366066,1.6155871,3.9141159,27.512392030613896,167.97093180447072,307.21988671350266,185.14216790770914,230.57513295948488,6326.492901878344,,,,,,,,,,
110926_0091_67,Car,115,1.4366066,1.6155871,3.9141159,26.97142032362579,152.445434136821,296.31846850147355,183.93645453680418,230.62251801558284,6716.865615232673,,,,,,,,,,
110926_0091_67,Car,116,1.4366066,1.6155871,3.9141159,26.43597708664522,135.9989991681762,284.81540877433486,182.66438981364072,230.672685485858,7144.422193250261,,,,,,,,,,
110926_0091_67,Car,117,1.4366066,1.6155871,3.9141159,25.906405115376348,118.54707786154827,272.6595789627385,181.32033887755006,230.72589066935336,7614.013154919198,,,,,,,,,,
110926_0091_67,Car,118,1.4366066,1.6155871,3.9141159,25.383071892558515,99.99444503509895,259.7938880554327,179.89801019147328,230.78242112577016,8131.300525718423,,,,,,,,,,
110926_0091_67,Car,119,1.4366066,1.6155871,3.9141159,24.8568442860566,81.89737349486738,247.68968116370087,179.89589325255494,232.41704288151314,8707.602598405078,,,,,,,,,,
110926_0091_67,Car,120,1.4366066,1.6155871,3.9141159,24.336402293313462,62.598451276514986,234.8484789651934,179.89366648454978,234.16045388094562,9347.45563160481,,,,,,,,,,
110926_0091_67,Car,121,1.4366066,1.6155871,3.9141159,23.82212507419997,41.97364586416063,221.20102426413877,179.89131953760176,236.02388989208114,10060.493427485671,,,,,,,,,,
