ID,objectType,imageIndex,u0,u1,v0,v1,area
110926_0056_0,car,0,605,682,175,235,4620
110926_0056_1,car,0,348,390,177,207,1260
110926_0056_2,car,0,424,462,178,204,988
110926_0056_4,car,0,0,31,188,237,1519
110926_0056_5,truck,0,0,31,185,240,1705
110926_0056_0,car,1,600,678,174,233,4602
110926_0056_1,car,1,337,383,177,209,1472
110926_0056_3,car,1,414,456,176,205,1218
110926_0056_0,car,2,597,672,175,233,4350
110926_0056_1,car,2,326,376,178,210,1600
110926_0056_2,car,2,406,451,179,209,1350
110926_0056_0,car,3,311,367,181,215,1904
110926_0056_1,car,3,596,667,177,235,4118
110926_0056_2,car,3,392,444,181,214,1716
110926_0056_0,car,4,297,355,182,217,2030
110926_0056_1,car,4,594,663,177,237,4140
110926_0056_2,car,4,377,434,182,218,2052
110926_0056_0,car,5,276,341,181,220,2535
110926_0056_1,car,5,589,661,178,236,4176
110926_0056_2,car,5,358,427,182,221,2691
110926_0056_0,car,6,255,329,182,224,3108
110926_0056_1,car,6,335,410,184,227,3225
110926_0056_2,car,6,588,657,178,236,4002
110926_0056_0,car,7,225,309,184,230,3864
110926_0056_1,car,7,301,393,186,235,4508
110926_0056_2,car,7,583,655,180,238,4176
110926_0056_0,car,8,191,282,185,238,4823
110926_0056_1,car,8,582,654,182,240,4176
110926_0056_2,car,8,250,371,187,245,7018
110926_0056_4,person,8,763,785,206,262,1232
110926_0056_0,car,9,581,650,182,238,3864
110926_0056_1,car,9,188,334,188,259,10366
110926_0056_2,car,9,150,257,186,247,6527
110926_0056_4,person,9,786,806,207,268,1220
110926_0056_0,car,10,97,296,186,270,16716
110926_0056_1,car,10,580,648,181,236,3740
110926_0056_0,car,11,1,227,185,297,25312
110926_0056_1,car,11,575,645,178,236,4060
110926_0056_0,car,12,1,127,189,309,15120
110926_0056_1,car,12,572,642,177,236,4130
110926_0056_0,car,13,571,637,178,235,3762
110926_0056_1,car,13,0,35,193,271,2730
110926_0056_0,car,14,569,635,178,234,3696
110926_0056_1,person,14,753,776,208,267,1357
110926_0056_0,car,15,567,633,176,233,3762
110926_0056_0,car,16,566,628,174,230,3472
110926_0056_2,person,16,798,826,216,294,2184
110926_0056_0,car,17,565,626,176,232,3416
110926_0056_0,car,18,563,625,175,232,3534
110926_0056_0,car,19,562,623,176,231,3355
110926_0056_0,car,20,561,621,177,231,3240
110926_0056_0,car,21,561,622,178,232,3294
110926_0056_0,car,22,561,622,178,233,3355
110926_0056_0,car,23,561,621,176,233,3420
110926_0056_0,car,24,562,622,177,231,3240
110926_0056_0,car,25,563,622,175,230,3245
110926_0056_0,car,26,563,621,173,228,3190
110926_0056_1,car,27,563,623,174,228,3240
110926_0056_1,car,28,564,622,173,226,3074
110926_0056_1,car,29,566,624,171,226,3190
110926_0056_1,car,30,566,625,171,226,3245
110926_0056_1,car,31,569,626,171,227,3192
110926_0056_0,car,32,568,627,174,229,3245
110926_0056_0,car,33,568,629,176,229,3233
110926_0056_0,car,34,570,630,177,230,3180
110926_0056_0,car,35,573,630,177,228,2907
110926_0056_0,car,36,572,632,176,227,3060
110926_0056_0,car,37,575,632,174,225,2907
110926_0056_0,car,38,575,632,175,226,2907
110926_0056_0,car,39,576,633,175,227,2964
110926_0056_0,car,40,576,634,176,228,3016
110926_0056_0,car,41,576,635,175,229,3186
110926_0056_0,car,42,577,633,176,227,2856
110926_0056_0,car,43,578,632,172,228,3024
110926_0056_0,car,44,578,633,174,227,2915
110926_0056_0,car,45,577,632,176,229,2915
110926_0056_0,car,46,576,632,178,229,2856
110926_0056_0,car,47,576,632,178,228,2800
110926_0056_0,car,48,576,630,175,227,2808
110926_0056_0,car,49,576,630,176,227,2754
110926_0056_0,car,50,576,631,176,228,2860
110926_0056_0,car,51,576,630,177,228,2754
110926_0056_0,car,52,575,629,176,228,2808
110926_0056_0,car,53,574,628,176,227,2754
110926_0056_0,car,54,573,628,175,227,2860
110926_0056_0,car,55,572,626,174,225,2754
110926_0056_0,car,56,569,625,173,224,2856
110926_0056_0,car,57,569,622,173,224,2703
110926_0056_1,truck,57,569,621,173,225,2704
110926_0056_0,car,58,568,621,176,227,2703
110926_0056_0,car,59,566,620,179,229,2700
110926_0056_0,car,60,564,620,184,233,2744
110926_0056_0,car,61,564,616,181,229,2496
110926_0056_0,truck,62,563,617,172,222,2700
110926_0056_1,car,62,564,619,173,223,2750
110926_0056_0,car,63,564,618,168,218,2700
110926_0056_0,car,64,562,617,170,221,2805
110926_0056_1,truck,64,564,617,171,220,2597
110926_0056_0,car,65,894,944,173,194,1050
110926_0056_1,truck,65,563,616,174,225,2703
110926_0056_0,car,66,561,615,177,226,2646
110926_0056_1,car,66,1090,1181,170,201,2821
110926_0056_2,car,66,921,954,176,194,594
110926_0056_0,truck,67,560,615,178,225,2585
110926_0056_1,car,67,560,616,178,225,2632
110926_0056_0,car,68,561,614,175,223,2544
110926_0056_1,car,68,549,572,173,188,345
110926_0056_2,car,68,924,974,175,196,1050
110926_0056_0,truck,69,562,615,173,223,2650
110926_0056_0,car,70,564,615,173,221,2448
110926_0056_1,truck,70,563,615,173,221,2496
110926_0056_2,car,70,548,572,171,186,360
110926_0056_3,car,70,942,995,174,199,1325
110926_0056_4,car,70,544,566,176,189,286
110926_0056_5,car,70,1169,1221,169,202,1716
110926_0056_6,car,70,496,521,179,196,425
110926_0056_7,car,70,524,548,177,189,288
110926_0056_0,truck,71,563,614,172,222,2550
110926_0056_1,car,71,564,614,172,221,2450
110926_0056_2,car,71,547,570,171,186,345
110926_0056_3,car,71,1192,1241,167,197,1470
110926_0056_0,car,72,543,566,177,192,345
110926_0056_1,truck,72,563,614,172,223,2601
110926_0056_2,car,72,482,509,180,201,567
110926_0056_3,person,72,332,351,180,210,570
110926_0056_0,truck,73,566,616,173,222,2450
110926_0056_1,car,73,541,564,179,195,368
110926_0056_2,car,73,472,507,181,204,805
110926_0056_3,truck,73,472,506,181,205,816
110926_0056_0,car,74,538,563,179,195,400
110926_0056_1,truck,74,566,615,173,221,2352
110926_0056_2,car,74,465,503,183,207,912
110926_0056_0,car,75,529,557,179,199,560
110926_0056_1,car,75,452,490,184,209,950
110926_0056_2,truck,75,566,616,174,221,2350
110926_0056_3,car,75,489,528,185,202,663
110926_0056_4,car,75,566,617,174,221,2397
110926_0056_0,car,76,525,554,177,201,696
110926_0056_1,truck,76,566,615,175,223,2352
110926_0056_2,car,76,439,479,184,211,1080
110926_0056_3,car,76,482,526,186,203,748
110926_0056_4,car,76,566,617,175,223,2448
110926_0056_0,car,77,520,552,176,202,832
110926_0056_1,car,77,423,472,183,218,1715
110926_0056_2,truck,77,564,615,174,223,2499
110926_0056_3,person,77,226,248,185,233,1056
110926_0056_4,car,77,566,617,173,223,2550
110926_0056_0,car,78,513,548,180,209,1015
110926_0056_1,car,78,403,463,187,225,2280
110926_0056_2,car,78,567,617,176,221,2250
110926_0056_3,person,78,192,215,190,238,1104
110926_0056_0,car,79,504,545,186,219,1353
110926_0056_1,car,79,378,445,195,235,2680
110926_0056_2,car,79,566,617,183,228,2295
110926_0056_3,person,79,146,176,200,252,1560
110926_0056_0,car,80,493,539,188,222,1564
110926_0056_1,car,80,566,616,182,228,2300
110926_0056_2,person,80,97,130,199,258,1947
