ID,objectType,imageIndex,u0,u1,v0,v1,area,distance
110926_0039_0,Car,0,1154.8239162360817,1242.0,152.12990580517572,261.64885784552797,9547.4333368063,18.109864237695476
110926_0039_0,Car,1,1118.8486513413673,1242.0,154.70268894371858,264.9937869572658,13582.49746540979,17.64930018287867
110926_0039_0,Car,2,1082.9319947864342,1242.0,157.3269820579389,268.323452107825,17655.987076582685,17.203516860502393
110926_0039_0,Car,3,1047.043627856502,1218.4397690185624,159.99866636578219,271.630314696435,19133.23375543404,16.773692802852878
110926_0039_0,Car,4,1014.0447554065573,1185.8549331498898,157.8786355776903,269.91406002181986,19248.8261872956,16.387345886925054
110926_0039_0,Car,5,981.0113996864239,1152.8045416026785,155.75347038096896,268.1481517531525,19308.63544760373,16.017388809643613
110926_0039_0,Car,6,950.2650806227974,1122.5416626169233,155.54770707327884,269.15915710295104,19572.592286508356,15.592446002889421
110926_0039_0,Car,7,919.0947164192694,1091.4342519247778,155.34612009860615,270.16206212773756,19787.32611792788,15.18366552548199
110926_0039_0,Car,8,893.2227282662543,1070.9346437320921,154.13740105817908,271.3795175339939,20835.321092185917,14.725429253554934
110926_0039_0,Car,9,870.2198633390246,1052.1707362800364,158.98961032961697,278.90168934781093,21818.10745353197,14.29854039615569
110926_0039_0,Car,10,846.9538176362605,1036.8151401883804,157.68387578949597,281.20216992356774,23451.346683676617,13.803558899891584
110926_0039_0,Car,11,827.3238713337571,1027.015874750691,165.19907294929456,293.1429333288566,25549.365804091212,13.315367975371995
110926_0039_0,Car,12,811.073818210751,1022.1701906015268,175.40886087421947,308.7739728183994,28152.891334906097,12.832722577953596
110926_0039_0,Car,13,796.2776468986334,1020.3885302096656,182.64660429749725,324.174212575226,31717.877304019552,12.324177717642296
110926_0039_0,Car,14,783.1515165665023,1021.5361142686223,185.10812831996623,336.32746817316644,36048.3614956853,11.77809793655009
110926_0039_0,Car,15,773.0036534062095,1028.325956750942,182.2442025402433,341.5539917668724,40675.34233070678,11.227572172264377
110926_0039_0,Car,16,765.8124207079283,1039.2390679356536,177.19292306794875,346.9493827072641,46415.93960442666,10.661240021914857
110926_0039_0,Car,17,761.0067068563393,1057.6099522364746,173.63120760042477,356.88013884752576,54352.22772033143,10.102105508267483
110926_0039_0,Car,18,758.932763200001,1084.1574375354403,171.75807844718494,371.47076192952295,64951.49244620005,9.53927274717747
110926_0039_0,Car,19,761.1245852756905,1125.0783525539798,170.98852063064595,375.0,74250.7464844934,8.962345488699418
110926_0039_0,Car,20,766.0299485880571,1178.6983903172616,166.65418083055667,375.0,85977.7445374488,8.395521296867157
110926_0039_0,Car,21,773.2065199000388,1242.0,168.27937211164695,375.0,96909.28255623013,7.794366655005952
110926_0039_0,Car,22,784.3144556042492,1242.0,164.55621726900972,375.0,96317.07726393438,7.175560254491685
110926_0039_0,Car,23,800.2040331543494,1242.0,163.82484523233106,375.0,93296.3316743622,6.593131033472131
110926_0039_0,Car,24,819.7956278371128,1242.0,162.01422748732665,375.0,89923.52436334078,5.995967520878083
110926_0039_0,Car,25,846.0792286848343,1242.0,159.14140056058488,375.0,85462.90318506461,5.419497939999593
110926_0039_0,Car,26,880.742876186862,1242.0,143.1211523262864,375.0,83767.88558371054,4.87450442356848
110926_0039_0,Car,27,926.6654590612013,1242.0,0.0,375.0,118250.45285204951,4.3866006820806325
110926_0039_1,Car,0,0.0,70.70327658464572,215.7644273945251,347.7973946676181,9335.163403400973,14.092568280356973
110926_0039_1,Car,1,0.0,0.0,218.43890391105907,366.2104168673736,0.0,13.694114271261274
110926_0039_1,Car,2,0.0,0.0,221.59590822324978,375.0,0.0,13.355410308138548
110926_0039_1,Car,3,0.0,0.0,225.3787387314431,375.0,0.0,13.081098453130172
110926_0039_1,Car,4,0.0,0.0,229.99369140654247,375.0,0.0,12.87529509592218
110926_0039_1,Car,5,0.0,0.0,235.7489580973139,375.0,0.0,12.741320358408784
110926_0039_2,Car,0,895.7440364209261,972.6083315742065,173.31761740765702,228.0881352329826,4209.897247823831,23.30031211644292
110926_0039_2,Car,1,863.41922810657,938.2568983064325,174.10207310158015,228.7793901011616,4091.923017028011,22.974888349359624
110926_0039_2,Car,2,832.3249851860229,904.3246371205986,175.40248670060325,230.78397769534791,3987.4480752394543,22.400818548212435
110926_0039_2,Car,3,797.512364687123,872.0695063694333,176.1265298759483,232.448125992166,4199.177221410702,21.776000593503976
110926_0039_2,Car,4,764.3539043111109,838.9524291089681,176.13701395091687,232.8538870834489,4230.995066834112,21.387515924918628
110926_0039_2,Car,5,732.2930092380842,806.3867140306768,174.16027893000864,231.37099256636483,4238.953727145726,21.00673645854961
110926_0039_2,Car,6,701.2128507456326,774.6241895229389,173.56514328667797,231.68148445560104,4266.398410049322,20.541818141447738
110926_0039_2,Car,7,671.0455453782034,741.9682887224437,174.4027914507272,233.34499940091342,4180.343086593898,20.14235985463646
110926_0039_2,Car,8,639.0240080575728,714.6830912547766,175.6857046699906,235.9686937136884,4560.955683433258,19.65817280491554
110926_0039_2,Car,9,609.0876240853872,687.7767664637609,177.02015030272128,239.12707121883113,4887.140342650159,19.08920058882452
110926_0039_2,Car,10,581.8632481119741,661.2869393877751,181.45679597419067,245.93897359244545,5121.412567943628,18.562108602170223
110926_0039_2,Car,11,556.4823082645935,637.0213687344898,189.50346967486124,258.21688797590167,5534.114151640774,18.011661629580733
110926_0039_2,Car,12,529.1435721234569,616.693192833925,196.93035997060576,270.2486577968853,6418.989165827908,17.443737791319773
110926_0039_2,Car,13,507.1934827160833,593.7589016225819,201.87465246931248,279.92021584666696,6756.046887554378,16.86762118910606
110926_0039_2,Car,14,481.7777882960906,577.007265735678,201.5686502363143,283.22618583239455,7776.204443819224,16.251657851005437
110926_0039_2,Car,15,459.15207329488294,559.983608474892,197.91727767393553,282.5627947940883,8534.93743733074,15.647852173958292
110926_0039_2,Car,16,436.11105245465654,545.4298140504268,194.93419030462601,283.1439897632775,9642.986037431023,15.027745264500757
110926_0039_2,Car,17,414.78248505602164,528.5258539524198,192.77201016094077,284.6712741739289,10452.931887936795,14.499969105082732
110926_0039_2,Car,18,391.6837110684256,512.8657163794364,195.68622901666126,293.12940003923353,11808.358868379088,14.014422147827347
110926_0039_2,Car,19,371.11825115773496,501.2319840196628,193.4351259674844,296.26911741418445,13380.1144922217,13.377432728711407
110926_0039_2,Car,20,352.9334616449912,490.1821119654299,193.8474605028702,303.5382076945521,15054.907004698793,12.77567151993082
110926_0039_2,Car,21,330.6845284756226,479.63033567989686,192.66085984522095,309.869609517384,17457.75183132404,12.134906804542481
110926_0039_2,Car,22,303.8452181053077,471.6808441421244,196.33656358757298,324.08566382421543,21440.85021385693,11.52266713810409
110926_0039_2,Car,23,276.9404225519008,465.5211097127784,195.6398448809808,333.6397837871974,26024.12330709346,10.880414527665108
110926_0039_2,Car,24,249.1089370224429,455.95146868451695,198.79856140923187,352.00700407584037,31690.022153165028,10.216798487860231
110926_0039_2,Car,25,212.86957208424275,449.02892182288497,201.2897003879831,372.2651674539015,40377.45512354793,9.551015822972847
110926_0039_2,Car,26,167.3286950545081,438.6046229250898,200.57420093009122,375.0,47317.52048725715,8.862064107010237
110926_0039_2,Car,27,103.95456568222897,426.1418303254481,200.947614756024,375.0,56077.46190638442,8.221108266306691
110926_0039_2,Car,28,21.284366394437896,411.41860486227426,200.88068001094098,375.0,67929.90830646906,7.561660776769694
110926_0039_2,Car,29,0.0,395.88473896578665,201.2226828229659,375.0,68795.78784880486,6.92542491554604
110926_0039_2,Car,30,0.0,371.94937341241706,202.79514779694819,375.0,64051.48687550301,6.265944894517527
110926_0039_2,Car,31,0.0,346.1848167607686,204.20809806736733,375.0,59125.56327477161,5.665479759666612
110926_0039_2,Car,32,0.0,313.5347551212996,209.1658616246843,375.0,51994.76596625632,5.105844623000185
110926_0039_2,Car,33,0.0,270.77682239896257,215.76765815086122,375.0,43116.427549055144,4.5934503083383245
110926_0039_2,Car,34,0.0,212.35816309161655,224.86820150458675,375.0,31881.71295012668,4.145753527794839
110926_0039_2,Car,40,953.1105148773277,1242.0,0.0,139.9937266760617,40442.71561985158,3.9413464734934975
110926_0039_3,Car,0,982.2040465423926,1022.4394979818375,166.6557383521268,199.75069908126994,1331.5906853077743,40.05778092609926
110926_0039_3,Car,1,945.9985280747171,984.5296879408316,167.8786601003238,200.6479400385505,1262.638363997273,39.62029700242378
110926_0039_3,Car,2,910.4012131409496,947.4361897873617,169.07913388200555,201.5246022441842,1201.6171630751899,39.24846875566258
110926_0039_3,Car,3,874.7084411906399,910.6432028529629,170.94037914617067,203.28296862874294,1162.2232445985894,38.69004260642324
110926_0039_3,Car,4,840.7054288468859,875.977177524384,169.19449823684724,201.45378806571273,1137.841563358317,38.19333667552963
110926_0039_3,Car,5,806.7846154530025,841.5076370115901,167.45934582988298,199.70055734722106,1119.512282591512,37.76526710519927
110926_0039_3,Car,6,774.4031199380958,808.8554239067904,168.67622090675775,201.04112431371743,1115.045490094016,37.22959367717604
110926_0039_3,Car,7,741.7410465105653,775.9749578701818,169.90190532196755,202.39214453306343,1112.2679692053932,36.760502924510085
110926_0039_3,Car,8,713.5107539041874,747.7951309202913,171.01732801042732,203.7988793616084,1123.8950656966633,36.22624502513261
110926_0039_3,Car,9,684.7608686574114,719.1378825291829,172.15166085247856,205.230233946786,1137.1425661214148,35.7453024932533
110926_0039_3,Car,10,657.5759176401803,692.2316849223897,175.77713319310337,209.26948776898672,1160.7032459150569,35.210398757430696
110926_0039_3,Car,11,634.0328857400259,669.0546056261843,181.9152443247778,216.11808700570728,1197.842375681855,34.72196755138742
110926_0039_3,Car,12,611.74403249269,647.4084548807455,191.89794778054892,228.10006438865406,1291.1275780530977,34.0842035981134
110926_0039_3,Car,13,590.9720104670735,627.283401525008,195.95393996509335,233.40050589461248,1359.736899243497,33.50471194691401
