ID,objectType,imageIndex,u0,u1,v0,v1,area,distance
110926_0023_0,Car,0,0.0,182.64424979463652,208.02190037723747,317.70173676241484,20032.3914341692,14.29374355414168
110926_0023_0,Car,1,0.0,186.0066703558887,208.6063794383983,321.553826769142,21008.978603188745,13.901199234747002
110926_0023_0,Car,2,0.0,189.51340359920897,209.2287148494876,325.6354825406734,22060.642747139056,13.508843402889957
110926_0023_0,Car,3,0.0,193.17866315185987,209.8925836354639,329.96817938498884,23196.043064056375,13.116693008151797
110926_0023_0,Car,4,0.0,190.47561020417476,206.08414989550997,330.07233019423495,23616.72430050488,12.701351090208798
110926_0023_0,Car,5,0.0,187.51440052740762,201.97191132950178,330.1802470558133,24040.909216335924,12.286771870531227
110926_0023_0,Car,6,0.0,184.26244549478594,197.51752040719728,330.2925586421689,24465.453245839577,11.8730352813726
110926_0023_0,Car,7,0.0,170.74764026408533,199.20267568514836,339.9493271452789,24032.15861188897,11.485115299681866
110926_0023_0,Car,8,0.0,155.8071664507334,201.06322203799817,350.7764057552627,23326.386935305065,11.10185848142213
110926_0023_0,Car,9,0.0,139.20580097964023,203.1280471071246,363.00029929099077,22255.14491967413,10.72376478092321
110926_0023_0,Car,10,0.0,120.65358319329674,205.43274900112857,375.0,20458.896425250965,10.351400062378543
110926_0023_0,Car,11,0.0,99.78889377159469,208.02170678688103,375.0,16662.57916360612,9.985405199902987
110926_0023_1,Car,0,0.0,208.67567784708206,198.69167131634407,296.28741402443717,20365.857764600743,16.60068437072783
110926_0023_1,Car,1,0.0,215.53047311329848,199.2267852826896,299.4878161104194,21609.307409127603,16.13804953976884
110926_0023_1,Car,2,0.0,222.9024055586378,198.6077472003964,300.9812424637717,22819.29835965217,15.73480667376414
110926_0023_1,Car,3,0.0,230.5864137567514,197.9601750268598,302.54035255109176,24114.768085357067,15.331982329869891
110926_0023_1,Car,4,0.0,231.8396325773868,193.1957458561032,300.10294554239675,24785.325895147616,14.894551583304887
110926_0023_1,Car,5,0.0,233.13317511840816,188.12773987591632,297.50072496094754,25498.471285051626,14.457323251337346
110926_0023_1,Car,6,0.0,234.47106636100568,182.72567224634324,294.7172403065889,26258.782386526946,14.020316310145246
110926_0023_1,Car,7,0.0,226.86163180543653,184.26096714029802,301.62124796890237,26624.54481792147,13.602053995315652
110926_0023_1,Car,8,0.0,218.637063156655,185.91959963579293,309.1763790306506,26948.500261039386,13.186375521807724
110926_0023_1,Car,9,0.0,209.71998410811037,187.71706095303398,317.47929708630306,27213.73409970206,12.77353311286798
110926_0023_1,Car,10,0.0,200.0194769524588,189.67154920330253,326.6467930000465,27397.716619660256,12.363810965494974
110926_0023_1,Car,11,0.0,189.42797730572335,191.80458913512715,336.82131839286797,27470.225698785554,11.957529761152683
110926_0023_1,Car,12,0.0,169.21505802081296,186.38555056446643,339.7957165910839,25959.31014517662,11.536910626399807
110926_0023_1,Car,13,0.0,146.65729056092448,180.1780828327734,343.2018630772165,23908.62590764959,11.124354365430603
110926_0023_1,Car,14,0.0,121.32175295407525,171.74709322926995,347.1411595517356,21279.11558398487,10.720791812655166
110926_0023_1,Car,15,0.0,92.66197202960977,161.92387586346652,351.74945708052906,17589.612697239867,10.327277465058815
110926_0023_1,Car,16,0.0,59.9780582263327,150.3325657888634,357.2130473672886,12408.289570002535,9.945004119875218
110926_0023_2,Car,0,539.4938488908006,629.2958112127761,178.52713286489043,217.68478446132366,3516.433953279943,30.829619223255992
110926_0023_2,Car,1,554.8887057669547,645.9710324668805,179.48295351336344,219.22828494705257,3620.0972624401047,30.377378332321648
110926_0023_2,Car,2,567.9993951694124,660.7042758956815,175.9515800055885,216.29238732363112,3739.789730820541,29.84777532987174
110926_0023_2,Car,3,581.5563785902433,675.991196543641,172.28396543415872,213.25257267635126,3868.8629667207024,29.32973816192042
110926_0023_2,Car,4,595.5821612982186,691.8643478225907,168.4721139472685,210.10339503041314,4008.3507704958984,28.823890480513054
110926_0023_2,Car,5,606.4583749928872,704.6852423087917,166.69265700193108,209.11674107245875,4167.184876994496,28.298246314736666
110926_0023_2,Car,6,617.7494881682039,718.0424763047478,164.8367073571877,208.0908324702538,4338.085456821321,27.78020339188549
110926_0023_2,Car,7,627.6408192724151,730.2030409369202,163.95135651128763,208.07815651964137,4525.742643802059,27.27814302123803
110926_0023_2,Car,8,637.9171203216601,742.8782443909905,163.0283475492567,208.0648471659466,4727.0816239157375,26.782331266495387
110926_0023_2,Car,9,645.4277889784111,752.8611698403596,168.35060887810528,214.48346824387494,4956.209050493441,26.272751760911586
110926_0023_2,Car,10,653.2543649957651,763.2998713377668,173.9178828334402,221.18705712170575,5201.7602189205145,25.7687800913554
110926_0023_2,Car,11,661.4169974178683,774.2265262522826,179.7474541232269,228.19497238007216,5465.3417077514,25.270751813574208
110926_0023_2,Car,12,664.4640447557259,780.002457222054,179.68780409024237,229.27178655378594,5728.854617596075,24.738605656235087
110926_0023_2,Car,13,667.5974068370232,785.9946338845558,174.92614446436778,225.62093525777541,6002.12265569425,24.19753808731804
110926_0023_2,Car,14,670.8664382165605,792.2713961805167,169.1718737494002,221.01969286182234,6294.582299866417,23.656588395871555
110926_0023_2,Car,15,674.2891886104613,798.8646228624965,163.14215068530856,216.20202177237047,6609.956482027742,23.11749453173253
110926_0023_2,Car,16,677.8049747833629,805.7107253847038,150.24585358195955,204.4702710404091,6935.6148159434415,22.572690802842185
110926_0023_2,Car,17,681.2770187991498,812.5143493730219,145.1332901560046,200.62546040088893,7282.6442906894745,22.075618677492624
110926_0023_2,Car,18,684.9129876673566,819.6611302789704,139.76303318592724,196.5847470846541,7656.6204078619685,21.580117297312416
110926_0023_2,Car,19,688.4050903575312,826.8609041809361,141.99347212476522,200.35459146745637,8080.436274237162,21.088333194528435
110926_0023_2,Car,20,688.7722932951325,831.0175394314571,155.91432272836485,216.13721064314774,8566.419514478577,20.583199247400415
110926_0023_2,Car,21,689.158792643366,835.4082067254107,170.61846307489463,232.81850436341844,9096.71959432559,20.086969667991852
110926_0023_2,Car,22,694.4994134765155,845.1628122383522,182.503339946704,246.7947200161577,9686.357832352904,19.63806755480129
110926_0023_2,Car,23,700.1235015635191,855.4776202266671,194.16604703641772,261.5801695668602,10473.061591166363,19.19726228162957
110926_0023_2,Car,24,702.7590288795991,862.8789495198029,188.96172617324268,257.8134307048881,11024.529465549824,18.6885745028782
110926_0023_2,Car,25,705.5429797388181,870.7331185873126,183.46659676858604,253.81418640982534,11620.728100493232,18.181103694451014
110926_0023_2,Car,26,708.4882439535141,879.0830108700204,177.33030185512303,249.56022623902984,12322.047114669456,17.674954724225465
110926_0023_2,Car,27,714.4216887076072,891.2193509120991,175.83872704059192,250.5010877346165,13200.130825372089,17.180538650121257
110926_0023_2,Car,28,720.7332488360572,904.2018824469403,174.24325299038637,251.5083009525555,14175.712775498516,16.688347615849988
110926_0023_2,Car,29,723.6362901011225,914.0575947648327,177.44171707819274,257.64165321811527,15271.77647371029,16.178610648397388
110926_0023_2,Car,30,726.740152949153,924.6638520471204,180.88351461728774,264.24794409683005,16499.796255782658,15.670707415408712
110926_0023_2,Car,31,730.0664107137046,936.1097950438302,184.22104492635748,271.3840677171058,17959.36420424965,15.164822210532227
110926_0023_2,Car,32,736.1331988838485,951.6742555575564,187.31163300702192,278.74397368852675,19707.423324641997,14.648093548728605
110926_0023_2,Car,33,742.6379143908265,968.5752456199253,186.40010422818145,281.8769159482246,21571.7760342897,14.124075392702135
110926_0023_2,Car,34,749.7053319165304,987.0994308025024,186.49156138249964,286.56220035343796,23756.17916344933,13.605532371677928
110926_0023_2,Car,35,757.3721538540512,1007.4358620171681,184.78274376913566,289.6084408512543,26213.1025231382,13.085934715267177
110926_0023_2,Car,36,765.7148004514956,1029.859194875911,180.54264936836893,290.23962034765725,28975.839969516783,12.564411497407669
