ID,objectType,imageIndex,u0,u1,v0,v1,area
110926_0029_0,truck,0,403,451,179,211,1536
110926_0029_1,truck,1,388,443,178,215,2035
110926_0029_2,car,1,389,441,178,216,1976
110926_0029_0,car,2,373,426,179,219,2120
110926_0029_1,car,2,425,449,178,194,384
110926_0029_0,car,3,349,420,178,226,3408
110926_0029_1,car,3,417,446,179,195,464
110926_0029_0,car,4,319,398,180,236,4424
110926_0029_1,car,4,413,447,177,198,714
110926_0029_0,car,5,409,444,177,200,805
110926_0029_1,car,5,280,375,182,249,6365
110926_0029_0,car,6,220,344,183,264,10044
110926_0029_1,car,6,404,438,177,200,782
110926_0029_0,car,7,128,292,187,291,17056
110926_0029_1,car,7,396,435,177,201,936
110926_0029_0,car,8,0,216,189,327,29808
110926_0029_1,car,8,382,428,176,204,1288
110926_0029_0,car,9,370,420,177,207,1500
110926_0029_1,car,9,0,78,204,349,11310
110926_0029_2,truck,9,0,77,202,350,11396
110926_0029_0,car,10,354,410,176,212,2016
110926_0029_1,truck,10,354,411,176,211,1995
110926_0029_0,car,11,333,397,179,217,2432
110926_0029_0,car,12,301,381,181,222,3280
110926_0029_0,car,13,266,359,183,231,4464
110926_0029_0,car,14,206,326,185,244,7080
110926_0029_0,car,15,129,285,190,259,10764
110926_0029_0,car,16,4,222,192,285,20274
110926_0029_0,car,17,0,128,197,289,11776
110926_0029_0,person,36,956,971,181,222,615
110926_0029_0,person,37,1015,1034,187,232,855
110926_0029_1,car,37,820,871,207,231,1224
110926_0029_1,car,47,813,850,210,230,740
110926_0029_0,person,53,988,1004,185,225,640
110926_0029_0,person,54,1060,1083,188,232,1012
110926_0029_0,person,65,953,963,176,205,290
110926_0029_1,person,66,1001,1017,176,212,576
110926_0029_1,person,67,1060,1079,179,216,703
110926_0029_0,car,73,789,817,172,187,420
110926_0029_0,car,82,830,858,181,197,448
110926_0029_0,car,84,711,731,177,195,360
110926_0029_0,car,85,708,729,177,195,378
110926_0029_0,car,86,706,728,179,197,396
110926_0029_0,car,94,691,717,175,193,468
110926_0029_0,car,96,687,714,177,194,459
110926_0029_0,car,97,688,713,177,193,400
110926_0029_0,car,99,685,710,177,192,375
110926_0029_0,car,100,688,714,177,193,416
110926_0029_0,car,101,685,715,177,193,480
110926_0029_0,car,102,688,715,178,193,405
110926_0029_0,person,104,822,832,183,209,260
110926_0029_1,car,104,690,714,179,193,336
110926_0029_0,car,105,688,714,178,193,390
110926_0029_0,person,107,960,970,157,186,290
110926_0029_1,car,107,681,706,178,195,425
110926_0029_1,umbrella,109,1088,1161,180,224,3212
110926_0029_0,car,111,207,279,154,185,2232
110926_0029_0,car,112,1207,1241,257,343,2924
110926_0029_1,car,112,701,735,182,198,544
110926_0029_0,car,113,1149,1241,231,339,9936
110926_0029_0,car,114,1097,1241,200,334,19296
110926_0029_1,car,114,684,700,164,182,288
110926_0029_0,car,115,1056,1241,185,336,27935
110926_0029_1,car,115,685,703,175,189,252
110926_0029_0,car,116,1018,1240,189,344,34410
110926_0029_1,car,116,686,703,174,189,255
110926_0029_0,car,117,990,1240,189,329,35000
110926_0029_1,car,117,688,704,166,183,272
110926_0029_0,car,118,966,1236,185,316,35370
110926_0029_0,car,119,938,1220,186,305,33558
110926_0029_0,car,120,925,1167,184,291,25894
110926_0029_0,car,121,901,1119,184,280,20928
110926_0029_2,car,121,696,716,164,180,320
110926_0029_0,car,122,885,1081,184,272,17248
110926_0029_2,car,122,697,716,160,177,323
110926_0029_0,car,123,869,1046,184,265,14337
110926_0029_2,car,123,697,717,158,177,380
110926_0029_0,car,124,855,1019,180,259,12956
110926_0029_2,car,124,698,721,159,179,460
110926_0029_0,car,125,841,991,177,250,10950
110926_0029_0,car,126,830,965,178,246,9180
110926_0029_0,car,127,820,946,174,243,8694
110926_0029_0,car,128,812,925,174,235,6893
110926_0029_2,car,128,711,731,159,172,260
110926_0029_0,car,129,803,908,175,231,5880
110926_0029_2,truck,129,98,282,140,207,12328
110926_0029_0,car,130,794,894,174,228,5400
110926_0029_1,truck,130,103,289,138,207,12834
110926_0029_4,car,130,716,735,161,177,304
110926_0029_0,car,131,787,878,176,227,4641
110926_0029_2,truck,131,78,292,134,209,16050
110926_0029_0,truck,132,96,297,131,209,15678
110926_0029_1,car,132,780,867,173,226,4611
110926_0029_0,car,133,775,852,177,223,3542
110926_0029_2,truck,133,95,300,134,210,15580
110926_0029_0,truck,134,97,301,137,213,15504
110926_0029_1,car,134,768,840,175,220,3240
110926_0029_3,car,134,0,74,148,192,3256
110926_0029_0,car,135,761,829,176,218,2856
110926_0029_2,truck,135,75,302,131,214,18841
110926_0029_0,car,136,760,823,175,216,2583
110926_0029_2,truck,136,72,302,133,217,19320
110926_0029_0,car,137,753,814,174,213,2379
110926_0029_2,truck,137,91,302,133,217,17724
110926_0029_0,car,138,750,806,175,212,2072
110926_0029_1,truck,138,90,303,134,219,18105
110926_0029_3,car,138,715,757,169,184,630
110926_0029_0,truck,139,84,304,133,219,18920
110926_0029_1,car,139,743,799,173,209,2016
110926_0029_0,truck,140,84,303,133,220,19053
110926_0029_1,car,140,739,795,172,207,1960
110926_0029_0,car,141,739,786,173,206,1551
110926_0029_1,truck,141,74,303,133,221,20152
110926_0029_1,truck,142,71,302,130,222,21252
110926_0029_2,car,142,735,781,171,202,1426
110926_0029_4,car,142,717,738,169,185,336
110926_0029_0,truck,143,64,299,130,222,21620
110926_0029_1,car,143,730,775,171,201,1350
110926_0029_0,truck,144,40,301,129,224,24795
110926_0029_2,car,144,731,770,167,200,1287
110926_0029_0,truck,145,38,294,128,223,24320
110926_0029_2,car,145,731,763,162,198,1152
110926_0029_0,truck,146,19,291,127,226,26928
110926_0029_2,car,146,722,760,166,196,1140
110926_0029_0,truck,147,20,290,126,228,27540
110926_0029_2,car,147,721,758,170,196,962
110926_0029_0,truck,148,8,291,127,228,28583
110926_0029_2,car,148,723,753,167,194,810
110926_0029_0,truck,149,2,285,122,230,30564
110926_0029_2,car,149,721,747,169,194,650
110926_0029_0,truck,150,1,270,122,230,29052
110926_0029_2,car,150,720,747,169,193,648
110926_0029_1,truck,151,0,267,122,231,29103
110926_0029_3,car,151,718,744,169,192,598
110926_0029_1,truck,152,0,266,124,232,28728
110926_0029_2,car,152,711,739,170,193,644
110926_0029_1,truck,153,0,255,115,234,30345
110926_0029_2,car,153,711,736,170,191,525
110926_0029_0,truck,154,0,247,120,234,28158
110926_0029_4,car,154,711,735,169,190,504
110926_0029_1,truck,155,0,239,120,235,27485
110926_0029_2,car,155,709,734,168,190,550
110926_0029_1,truck,156,0,233,119,235,27028
110926_0029_3,car,156,709,733,166,189,552
110926_0029_2,truck,157,1,230,103,234,29999
110926_0029_4,car,157,708,733,164,187,575
110926_0029_2,truck,158,0,218,116,232,25288
110926_0029_3,car,158,708,732,165,187,528
110926_0029_1,truck,159,0,207,119,235,24012
110926_0029_3,car,159,709,732,165,186,483
110926_0029_1,truck,160,0,199,109,236,25273
110926_0029_5,car,160,710,732,163,184,462
110926_0029_1,truck,161,0,195,115,237,23790
110926_0029_4,car,161,708,732,162,184,528
110926_0029_1,truck,162,2,173,111,238,21717
110926_0029_4,car,162,708,732,161,183,528
110926_0029_1,truck,163,1,163,98,240,23004
110926_0029_5,car,163,705,729,158,182,576
110926_0029_1,truck,164,0,159,82,242,25440
110926_0029_3,car,164,706,730,157,181,576
110926_0029_1,truck,165,0,158,78,244,26228
110926_0029_4,car,165,708,733,157,182,625
110926_0029_2,truck,166,2,157,76,245,26195
110926_0029_3,car,166,709,732,157,180,529
110926_0029_2,truck,167,1,156,81,245,25420
110926_0029_4,car,167,709,731,158,180,484
110926_0029_2,truck,168,0,162,97,245,23976
110926_0029_4,car,168,711,732,159,180,441
110926_0029_1,truck,169,0,152,117,246,19608
110926_0029_5,car,169,713,733,160,179,380
110926_0029_2,truck,170,0,136,106,248,19312
110926_0029_5,car,170,712,737,160,178,450
110926_0029_3,truck,171,0,105,117,249,13860
110926_0029_4,car,171,714,742,156,178,616
110926_0029_3,car,172,712,741,159,178,551
110926_0029_6,truck,172,0,110,114,249,14850
110926_0029_3,car,173,727,751,157,175,432
110926_0029_4,car,173,710,730,163,178,300
110926_0029_5,car,173,0,72,130,251,8712
110926_0029_6,person,173,219,240,171,221,1050
110926_0029_5,car,174,727,748,158,175,357
110926_0029_6,car,175,723,749,158,175,442
110926_0029_4,person,176,206,229,172,225,1219
110926_0029_5,person,177,203,225,175,225,1100
110926_0029_6,car,178,723,743,161,178,340
110926_0029_5,car,179,724,742,162,178,288
110926_0029_4,car,180,724,743,162,178,304
110926_0029_2,car,181,725,743,162,177,270
110926_0029_3,car,182,725,745,160,176,320
110926_0029_3,car,183,725,745,160,176,320
110926_0029_2,car,184,729,746,161,177,272
110926_0029_3,truck,186,0,65,90,256,10790
110926_0029_2,bus,187,0,75,60,257,14775
110926_0029_2,truck,188,0,141,61,256,27495
110926_0029_2,bus,189,1,148,61,262,29547
110926_0029_3,truck,189,0,144,61,263,29088
110926_0029_2,truck,190,2,159,62,265,31871
110926_0029_1,truck,191,0,182,63,265,36764
110926_0029_1,truck,192,0,185,68,266,36630
110926_0029_2,truck,193,0,197,61,267,40582
110926_0029_3,bus,193,0,197,57,267,41370
110926_0029_2,truck,194,0,198,63,264,39798
110926_0029_2,truck,195,0,226,63,264,45426
110926_0029_1,truck,196,0,216,59,262,43848
110926_0029_1,truck,197,1,253,67,261,48888
110926_0029_1,truck,198,0,274,65,260,53430
110926_0029_1,truck,199,2,294,70,259,55188
110926_0029_0,truck,200,0,322,62,261,64078
110926_0029_1,truck,201,5,332,64,257,63111
110926_0029_1,truck,202,0,338,58,262,68952
110926_0029_0,truck,203,0,336,60,266,69216
110926_0029_1,truck,204,4,386,63,267,77928
110926_0029_1,truck,205,4,412,59,265,84048
110926_0029_0,truck,206,0,438,60,266,90228
110926_0029_1,truck,207,0,467,55,265,98070
110926_0029_1,truck,208,13,494,70,264,93314
110926_0029_1,truck,209,0,523,63,262,104077
110926_0029_1,truck,210,48,549,77,259,91182
110926_0029_1,truck,211,29,563,75,258,97722
110926_0029_0,truck,212,86,593,77,257,91260
110926_0029_0,truck,213,123,609,74,254,87480
110926_0029_0,truck,214,158,631,80,252,81356
110926_0029_0,truck,215,214,659,83,249,73870
110926_0029_4,person,215,776,787,163,182,209
110926_0029_0,truck,216,242,674,83,248,71280
110926_0029_4,person,216,776,787,163,182,209
110926_0029_5,person,216,257,275,198,236,684
110926_0029_6,person,216,805,818,156,184,364
110926_0029_0,truck,217,271,690,84,245,67459
110926_0029_4,person,217,288,303,198,232,510
110926_0029_5,person,217,776,787,163,182,209
110926_0029_6,person,217,805,818,156,184,364
110926_0029_7,car,217,298,389,212,247,3185
110926_0029_0,truck,218,292,715,81,245,69372
110926_0029_4,person,218,775,787,162,182,240
110926_0029_5,person,218,805,818,157,184,351
110926_0029_0,truck,219,343,723,82,244,61560
110926_0029_4,person,219,805,818,157,184,351
110926_0029_5,person,219,776,787,162,182,220
110926_0029_0,truck,220,357,741,81,243,62208
110926_0029_4,person,220,775,787,163,182,228
110926_0029_5,person,220,805,818,157,183,338
110926_0029_0,truck,221,388,747,79,239,57440
110926_0029_4,person,221,774,786,163,182,228
110926_0029_0,truck,222,413,760,82,239,54479
110926_0029_0,truck,223,442,769,81,236,50685
110926_0029_1,truck,224,481,779,85,231,43508
110926_0029_0,truck,225,495,783,84,231,42336
110926_0029_0,truck,226,520,790,80,229,40230
110926_0029_0,truck,227,540,789,86,226,34860
110926_0029_1,truck,228,565,805,91,225,32160
110926_0029_0,truck,229,588,804,93,224,28296
110926_0029_0,truck,230,611,807,91,223,25872
110926_0029_0,truck,231,629,809,94,223,23220
110926_0029_0,truck,232,647,807,98,221,19680
110926_0029_0,truck,233,660,805,98,221,17835
110926_0029_0,truck,234,674,805,99,220,15851
110926_0029_1,truck,235,688,804,101,220,13804
110926_0029_1,truck,236,700,794,103,215,10528
110926_0029_1,truck,237,708,807,107,214,10593
110926_0029_1,truck,238,714,811,110,213,9991
110926_0029_0,truck,239,719,807,113,212,8712
110926_0029_1,truck,240,726,802,117,211,7144
110926_0029_1,truck,241,731,804,117,210,6789
110926_0029_0,truck,242,735,802,116,208,6164
