ID,objectType,imageIndex,height,width,length,distance,k_u0,k_u1,k_v0,k_v1,k_area,y_u0,y_u1,y_v0,y_v1,y_area,overlap,diff_u0,diff_u1,diff_v0,diff_v1
110926_0091_0,Car,0,1.271084,1.5319248,3.9513624,6.836756051084755,870.4398931741524,1242.0,206.64668490961017,375.0,62553.37573947082,871.0,1239.0,217.0,373.0,57408.0,0.9177442355645066,0.5601068258475834,3.0,10.353315090389827,2.0
110926_0091_0,Car,1,1.271084,1.5319248,3.9513624,6.218356239239677,893.3935063184043,1242.0,210.24661835901452,375.0,57434.098696049725,900.0,1240.0,218.0,370.0,51680.0,0.8998138940683771,6.60649368159568,2.0,7.753381640985481,5.0
110926_0091_0,Car,2,1.271084,1.5319248,3.9513624,5.659266008546499,922.7650242165537,1242.0,214.52372841783975,375.0,51229.63867234868,935.0,1239.0,226.0,371.0,44080.0,0.8604394085604256,12.234975783446316,3.0,11.476271582160251,4.0
110926_0091_0,Car,3,1.271084,1.5319248,3.9513624,5.135539412686502,959.9529155028822,1242.0,219.92586254290597,375.0,43738.20835067866,,,,,,,,,,
110926_0091_0,Car,4,1.271084,1.5319248,3.9513624,4.659117174463618,1008.552543338169,1242.0,226.96417023128419,375.0,34558.587954330476,,,,,,,,,,
110926_0091_1,Pedestrian,5,1.7609196,0.58895308,0.8288703,27.680844633744567,750.2216947711241,771.3443920352946,165.8250122583414,214.14296904855863,1020.6055737030293,754.0,769.0,169.0,212.0,645.0,0.6319777361785004,3.7783052288758654,2.344392035294618,3.1749877416586116,2.1429690485586264
110926_0091_1,Pedestrian,6,1.7609196,0.58895308,0.8288703,26.860911288365728,752.9918366880829,774.8886913226202,165.1758671636341,215.0541188718115,1092.1768270788198,755.0,772.0,165.0,214.0,833.0,0.75788494811502,2.0081633119170874,2.8886913226201614,0.17586716363410915,1.0541188718115109
110926_0091_1,Pedestrian,7,1.7609196,0.58895308,0.8288703,26.04147862359172,755.940788218711,778.6696102246088,164.48341696518884,216.02609713666754,1171.5044033244617,756.0,773.0,164.0,217.0,901.0,0.7324593007223341,0.05921178128903648,5.669610224608846,0.48341696518883737,0.9739028633324551
110926_0091_1,Pedestrian,8,1.7609196,0.58895308,0.8288703,25.222595376873084,759.0864399521172,782.7116626316102,163.74317868731373,217.0652056429939,1259.7447605498749,758.0,777.0,165.0,216.0,969.0,0.6946655064645197,1.086439952117189,5.711662631610238,1.2568213126862702,1.0652056429939023
110926_0091_1,Pedestrian,9,1.7609196,0.58895308,0.8288703,24.40431704430175,762.4491504826534,787.0428684158628,162.95002870950347,218.1786474677322,1358.277071580635,763.0,781.0,169.0,216.0,846.0,0.622847884059108,0.5508495173465917,6.042868415862813,6.049971290496529,2.1786474677321905
110926_0091_1,Pedestrian,10,1.7609196,0.58895308,0.8288703,23.586706448876523,766.0521896898988,791.695406691416,162.0980834938705,219.37469489590367,1468.7565752939113,768.0,789.0,165.0,217.0,1092.0,0.7434860332669361,1.9478103101012039,2.6954066914159966,2.90191650612951,2.374694895903673
110926_0091_1,Pedestrian,11,1.7609196,0.58895308,0.8288703,22.769206152607936,770.8289082763874,797.6549643469513,160.0961042740382,219.5909764247093,1596.0127762249294,773.0,796.0,154.0,219.0,1495.0,0.7803084428161586,2.1710917236125624,1.6549643469512603,6.096104274038197,0.5909764247093108
110926_0091_1,Pedestrian,12,1.7609196,0.58895308,0.8288703,21.96808762708856,777.6507936789912,805.8401536338163,160.11476968320116,222.01059979011376,1744.803834586455,779.0,800.0,157.0,220.0,1323.0,0.6947188774853622,1.3492063210087508,5.840153633816271,3.1147696832011604,2.0105997901137584
110926_0091_1,Pedestrian,13,1.7609196,0.58895308,0.8288703,21.16501645692509,784.1784175864137,813.8335461506942,161.1515762188923,225.65215006615702,1912.7728099105047,789.0,809.0,159.0,221.0,1240.0,0.612008294816306,4.82158241358627,4.8335461506942465,2.151576218892302,4.65215006615702
110926_0091_1,Pedestrian,14,1.7609196,0.58895308,0.8288703,20.364309985399597,791.2547995934474,822.5289998583452,162.27935722984986,229.61353506881008,2105.822562407884,795.0,818.0,164.0,229.0,1495.0,0.7099363577387809,3.7452004065526125,4.528999858345173,1.7206427701501354,0.61353506881008
110926_0091_1,Pedestrian,15,1.7609196,0.58895308,0.8288703,19.570918891520726,800.4122080077402,833.5627699051788,163.81833498385177,234.27047132794792,2335.5279066817425,807.0,830.0,168.0,232.0,1472.0,0.6302643594147327,6.587791992259781,3.5627699051788113,4.18166501614823,2.2704713279479165
110926_0091_1,Pedestrian,16,1.7609196,0.58895308,0.8288703,18.781537082500556,810.4168177313553,845.6674629774332,165.50652473378838,239.37939845636296,2604.066464902783,811.0,840.0,165.0,240.0,2175.0,0.8124815767012132,0.5831822686446912,5.667462977433161,0.5065247337883818,0.6206015436370365
110926_0091_1,Pedestrian,17,1.7609196,0.58895308,0.8288703,17.991973700438663,821.3610636795489,858.9732212784248,164.99103406423623,242.6284685197201,2920.1114203120574,825.0,854.0,164.0,241.0,2233.0,0.7474978244161177,3.63893632045108,4.97322127842483,0.9910340642362314,1.6284685197200872
110926_0091_1,Pedestrian,18,1.7609196,0.58895308,0.8288703,17.206931764427306,833.4202129368177,873.7081676652508,164.4202392167329,246.22652083539944,3295.8077703542845,837.0,868.0,166.0,244.0,2418.0,0.733659293405961,3.579787063182266,5.708167665250812,1.5797607832670906,2.226520835399441
110926_0091_1,Pedestrian,19,1.7609196,0.58895308,0.8288703,16.415298150589397,845.9454729640776,889.2408504665834,161.0721990465992,247.51931539230816,3742.7605361905144,851.0,882.0,165.0,244.0,2449.0,0.6543298659691064,5.054527035922433,7.240850466583424,3.927800953400805,3.519315392308158
110926_0091_1,Pedestrian,20,1.7609196,0.58895308,0.8288703,15.628647990284385,859.8921421241878,906.6436374614959,157.32159417821867,248.9677576436632,4284.595183936909,866.0,897.0,161.0,246.0,2635.0,0.6149939228514991,6.107857875812215,9.643637461495928,3.6784058217813254,2.967757643663191
110926_0091_1,Pedestrian,21,1.7609196,0.58895308,0.8288703,14.84777345950648,875.5167335290756,926.2758956859504,153.09117486696124,250.60175704985272,4949.555453032658,883.0,919.0,152.0,248.0,3456.0,0.684872484777148,7.483266470924377,7.275895685950445,1.0911748669612393,2.601757049852722
110926_0091_1,Pedestrian,22,1.7609196,0.58895308,0.8288703,14.091040083601444,894.6071929785655,950.1664040964092,152.85560932032288,257.046262157809,5788.750477503851,901.0,941.0,152.0,255.0,4120.0,0.7016646528989939,6.392807021434464,9.166404096409224,0.8556093203228841,2.0462621578089966
110926_0091_1,Pedestrian,23,1.7609196,0.58895308,0.8288703,13.321688329395514,912.2937149364117,973.2572715043827,155.73558288534397,267.5987157523447,6819.574428407861,920.0,965.0,156.0,264.0,4860.0,0.7126544406869455,7.706285063588325,8.257271504382743,0.2644171146560268,3.598715752344674
110926_0091_1,Pedestrian,24,1.7609196,0.58895308,0.8288703,12.568224808313547,935.4010379601272,1003.1103066900373,156.7121856049121,277.5483094419428,8181.725581162215,,,,,,,,,,
110926_0091_1,Pedestrian,25,1.7609196,0.58895308,0.8288703,11.827386102942263,962.2142844645692,1038.1693167271164,157.85877249495425,289.2329455536929,9978.529553141954,,,,,,,,,,
110926_0091_1,Pedestrian,26,1.7609196,0.58895308,0.8288703,11.111057856487232,989.7908671739518,1075.2419189042423,153.1680315110149,296.41411541501077,12240.528525841883,,,,,,,,,,
110926_0091_1,Pedestrian,27,1.7609196,0.58895308,0.8288703,10.36058609458645,1029.3953468574239,1128.4811104225892,147.19629525645234,306.2627439409749,15761.220525505094,,,,,,,,,,
110926_0091_1,Pedestrian,28,1.7609196,0.58895308,0.8288703,9.61307367203012,1074.2875542935299,1190.9543482709637,137.46134997047156,316.1612362079113,20848.342811454248,,,,,,,,,,
110926_0091_1,Pedestrian,29,1.7609196,0.58895308,0.8288703,8.920253479020923,1132.0613924620059,1242.0,139.3922616938115,343.33960420923694,22421.686847220222,,,,,,,,,,
110926_0091_1,Pedestrian,30,1.7609196,0.58895308,0.8288703,8.264125350027525,1206.2495119507464,1242.0,141.9562443791869,375.0,8331.428000275053,,,,,,,,,,
110926_0091_2,Pedestrian,5,1.663583,0.50887835,0.59896398,27.388186538522366,771.7308403417062,789.753476565405,168.31060809323859,214.5080076055528,832.5989258913185,773.0,787.0,167.0,213.0,644.0,0.7352410476554336,1.2691596582938018,2.7534765654049806,1.310608093238585,1.5080076055527911
