ID,objectType,imageIndex,u0,u1,v0,v1,area
110926_0022_0,car,0,423,557,187,283,12864
110926_0022_0,car,1,404,553,188,293,15645
110926_0022_0,car,2,380,543,190,307,19071
110926_0022_0,car,3,351,534,191,321,23790
110926_0022_0,car,4,316,526,194,341,30870
110926_0022_0,car,5,269,520,191,360,42419
110926_0022_0,car,6,207,504,197,372,51975
110926_0022_0,car,7,124,487,198,372,63162
110926_0022_1,person,7,1031,1066,147,212,2275
110926_0022_0,car,8,13,477,198,370,79808
110926_0022_0,car,9,6,450,200,370,75480
110926_0022_0,car,10,3,426,210,371,68103
110926_0022_0,car,11,6,379,220,371,56323
110926_0022_1,person,11,1003,1035,147,213,2112
110926_0022_2,person,11,903,918,165,209,660
110926_0022_0,car,12,1,307,230,371,43146
110926_0022_1,person,12,996,1024,145,213,1904
110926_0022_2,person,12,908,923,169,208,585
110926_0022_0,person,17,948,969,167,213,966
110926_0022_0,person,18,966,990,168,212,1056
110926_0022_0,person,20,1015,1039,165,215,1200
110926_0022_0,person,22,1080,1105,157,219,1550
110926_0022_1,person,22,1096,1123,162,221,1593
110926_0022_0,person,32,1128,1143,138,176,570
110926_0022_0,person,33,1187,1204,131,167,612
110926_0022_0,car,34,0,20,226,271,900
110926_0022_0,car,35,0,74,206,271,4810
110926_0022_0,car,36,5,127,200,264,7808
110926_0022_0,car,37,66,174,197,259,6696
110926_0022_1,car,37,0,81,199,246,3807
110926_0022_0,car,38,115,219,192,253,6344
110926_0022_1,car,38,49,105,196,238,2352
110926_0022_2,car,38,0,43,196,227,1333
110926_0022_0,car,39,163,266,190,251,6283
110926_0022_1,car,39,63,102,193,219,1014
110926_0022_0,car,40,218,309,188,248,5460
110926_0022_0,car,41,262,354,188,247,5428
110926_0022_1,car,41,0,46,171,337,7636
110926_0022_2,car,41,15,77,160,233,4526
110926_0022_3,truck,41,14,76,161,235,4588
110926_0022_5,car,41,106,171,170,206,2340
110926_0022_6,car,41,173,212,191,217,1014
110926_0022_0,car,42,306,396,188,246,5220
110926_0022_1,car,42,0,93,163,343,16740
110926_0022_2,truck,42,66,129,162,237,4725
110926_0022_3,car,42,71,127,159,239,4480
110926_0022_0,car,43,349,432,188,245,4731
110926_0022_1,car,43,1,134,161,346,24605
110926_0022_2,car,43,116,178,157,231,4588
110926_0022_3,car,43,227,270,177,208,1333
110926_0022_6,car,43,298,324,190,224,884
110926_0022_0,car,44,383,468,187,245,4930
110926_0022_1,car,44,0,170,159,349,32300
110926_0022_2,car,44,159,226,161,234,4891
110926_0022_0,car,45,422,504,189,246,4674
110926_0022_1,car,45,199,265,159,232,4818
110926_0022_2,car,45,307,351,175,205,1320
110926_0022_3,car,45,0,207,157,358,41607
110926_0022_4,truck,45,0,207,154,358,42228
110926_0022_5,car,45,375,409,187,226,1326
110926_0022_6,truck,45,199,267,159,231,4896
110926_0022_7,car,45,301,382,181,214,2673
110926_0022_0,car,46,456,540,188,248,5040
110926_0022_1,truck,46,2,238,152,362,49560
110926_0022_2,car,46,234,298,186,236,3200
110926_0022_3,truck,46,239,307,157,229,4896
110926_0022_5,car,46,241,308,157,226,4623
110926_0022_0,car,47,487,573,185,247,5332
110926_0022_1,truck,47,1,269,151,367,57888
110926_0022_2,car,47,270,335,181,236,3575
110926_0022_3,truck,47,271,344,159,234,5475
110926_0022_4,car,47,2,269,152,366,57138
110926_0022_5,car,47,445,477,190,223,1056
110926_0022_0,car,48,520,607,184,245,5307
