ID,objectType,imageIndex,u0,u1,v0,v1,area,distance
110926_0027_0,Van,28,567.5422833027509,592.4588755506675,164.58062543239436,193.9274603614767,731.2231196948609,77.99980381834114
110926_0027_0,Van,29,565.7560632496152,591.4699708044792,164.3750867981532,194.5607834409799,776.1922129528147,75.93481283480764
110926_0027_0,Van,30,563.8647594467891,590.4276348268801,164.1574554726546,195.23138170173266,825.4128299931414,73.87016157247345
110926_0027_0,Van,31,561.8588175497352,589.3274169068166,163.92663189807058,195.94264580823804,879.4350591091319,71.80587918180758
110926_0027_0,Van,32,559.7274894113306,588.1643582593198,163.68137911856374,196.6983902852644,938.9004163000619,69.7419988923529
110926_0027_0,Van,33,557.4586390442814,586.9329165462823,163.42030044638497,197.50292244380722,1004.5606587478222,67.67855715497893
110926_0027_0,Van,34,555.6728846373782,586.3128242357312,162.3681198061746,197.72637614496415,1083.374838523596,65.3655493185923
110926_0027_0,Van,35,553.7482810683167,585.649098962816,161.23412170479662,197.9672133867237,1171.8156684471012,63.05272631889448
110926_0027_0,Van,36,551.6679790630848,584.9369673673779,160.00837682312056,198.22754481112634,1271.513052792777,60.740109097873386
110926_0027_0,Van,37,549.4122889243702,584.1709337138011,158.6792818306377,198.5098370725845,1384.4561214206356,58.42772262754327
110926_0027_0,Van,38,546.9580539358193,583.3446372911952,157.23319006692293,198.81699142051954,1513.0924541860377,56.11559504670088
110926_0027_0,Van,39,543.7572677975787,582.0423492946632,156.53455008648066,200.10353920351457,1668.042299091228,53.72734679431941
110926_0027_0,Van,40,540.2357008856999,580.6246412537736,155.76588598708477,201.5191087623443,1847.9241863171483,51.33977521041433
110926_0027_0,Van,41,536.3425866323664,579.0754573806448,154.91611465179503,203.0841331363545,2058.3577081013646,48.95297930403977
110926_0027_0,Van,42,532.01584950548,577.3756191141383,153.97168377526364,204.82360043666634,2306.63122391992,46.56707834741927
110926_0027_0,Van,43,527.1787702550837,575.5020271122966,152.91584367288567,206.7683980715191,2602.330818622192,44.182217326371116
110926_0027_0,Van,44,521.7353971961762,573.4266053524404,151.7276452356182,208.9571628548242,2958.262907936967,41.79857424508348
110926_0027_0,Van,45,515.5641166320228,571.114884569951,150.38053584094732,211.43887397552592,3391.837572389527,39.41637006315889
110926_0027_0,Van,46,508.50845910098514,568.5240726380774,148.8403515392563,214.2765617736456,3927.194304759032,37.03588243821234
110926_0027_0,Van,47,500.1658132328168,565.5903653989244,146.61673707384588,217.3076704816959,4624.922660412723,34.56851177233363
110926_0027_0,Van,48,490.36732627214735,562.2369019976028,144.00502487156098,220.86830987738614,5524.131682233415,32.10365261152225
110926_0027_0,Van,49,478.6954891099219,558.3666522298921,140.8938953988938,225.11052366115067,6709.636727696163,29.641931307756508
110926_0027_0,Van,50,464.5562775688068,553.8501848360326,137.12495591674025,230.25072281559804,8315.563593655887,27.184200939282714
110926_0027_0,Van,51,447.07483021103496,548.5109071974181,132.46491353995629,236.60778424668828,10563.84425059101,24.73165086671167
110926_0027_0,Van,52,425.39638483340065,542.7104101268765,127.47575714423174,245.92254950184517,13895.46999457214,22.233717554975236
110926_0027_0,Van,53,397.00363939741635,535.7079293790033,116.83405403331717,254.12478594644045,19042.813491062167,19.736704684144495
110926_0027_0,Van,54,357.92022948569945,526.9370239470056,107.88182237525265,271.1716595900655,27598.724854156164,17.261026437401107
110926_0027_0,Van,55,300.59161426703486,515.5485341643143,91.18588377532056,292.60303875392333,43296.011248673436,14.79927501685419
110926_0027_0,Van,56,208.4207762462353,500.2063119893385,64.84147068104788,327.618418870489,76674.51260839374,12.367878269405216
110926_0027_0,Van,57,36.69219638723307,478.87702050829614,20.98197967494038,375.0,156541.39605312343,9.993250208419644
