ID,objectType,imageIndex,u0,u1,v0,v1,area
110926_0005_0,car,0,299,452,166,287,18513
110926_0005_1,person,0,1113,1200,171,314,12441
110926_0005_2,person,0,773,880,166,357,20437
110926_0005_3,bicycle,0,774,883,263,372,11881
110926_0005_4,bicycle,0,889,958,201,237,2484
110926_0005_6,bicycle,0,743,787,195,233,1672
110926_0005_9,bicycle,0,679,776,192,232,3880
110926_0005_0,car,1,300,450,165,280,17250
110926_0005_1,person,1,1141,1220,163,315,12008
110926_0005_2,person,1,773,884,161,352,21201
110926_0005_3,bicycle,1,774,886,258,373,12880
110926_0005_5,bicycle,1,907,980,200,237,2701
110926_0005_7,bicycle,1,759,793,190,230,1360
110926_0005_8,bicycle,1,905,943,200,234,1292
110926_0005_0,car,2,298,447,158,271,16837
110926_0005_1,person,2,783,884,153,349,19796
110926_0005_2,person,2,1168,1238,155,310,10850
110926_0005_3,bicycle,2,926,1002,190,230,3040
110926_0005_4,bicycle,2,783,891,248,367,12852
110926_0005_6,bicycle,2,924,961,193,228,1295
110926_0005_0,car,3,294,443,152,264,16688
110926_0005_1,person,3,791,894,144,336,19776
110926_0005_2,person,3,1196,1241,161,307,6570
110926_0005_3,bicycle,3,794,895,242,368,12726
110926_0005_4,bicycle,3,944,1025,178,226,3888
110926_0005_6,bicycle,3,582,621,179,211,1248
110926_0005_0,car,4,293,442,151,263,16688
110926_0005_1,person,4,794,898,153,342,19656
110926_0005_2,bicycle,4,806,899,245,372,11811
110926_0005_3,bicycle,4,962,1052,176,229,4770
110926_0005_4,person,4,1204,1241,190,310,4440
110926_0005_6,car,4,0,53,184,209,1325
110926_0005_0,car,5,292,439,154,262,15876
110926_0005_1,bicycle,5,813,904,241,368,11557
110926_0005_2,bicycle,5,985,1077,183,233,4600
110926_0005_3,person,5,803,901,156,347,18718
110926_0005_5,bicycle,5,606,645,180,213,1287
110926_0005_7,backpack,5,871,903,194,254,1920
110926_0005_0,car,6,291,436,155,261,15370
110926_0005_1,person,6,752,908,156,340,28704
110926_0005_2,bicycle,6,792,910,234,370,16048
110926_0005_3,bicycle,6,1001,1098,187,235,4656
110926_0005_5,bicycle,6,613,656,179,214,1505
110926_0005_8,car,6,420,453,161,206,1485
110926_0005_9,backpack,6,875,913,189,235,1748
110926_0005_0,car,7,289,435,154,263,15914
110926_0005_1,bicycle,7,1024,1123,190,237,4653
110926_0005_2,bicycle,7,798,919,233,368,16335
110926_0005_3,person,7,758,909,162,345,27633
110926_0005_4,car,7,421,460,163,211,1872
110926_0005_0,car,8,287,427,157,264,14980
110926_0005_1,bicycle,8,1046,1152,193,244,5406
110926_0005_2,person,8,798,902,156,351,20280
110926_0005_3,bicycle,8,802,922,239,370,15720
110926_0005_4,car,8,422,467,166,206,1800
110926_0005_8,bicycle,8,628,675,185,221,1692
110926_0005_9,car,8,4,73,195,217,1518
110926_0005_10,bicycle,8,871,934,198,247,3087
110926_0005_0,car,9,287,424,155,264,14933
110926_0005_1,person,9,801,907,165,350,19610
110926_0005_2,bicycle,9,803,924,246,373,15367
110926_0005_3,bicycle,9,1070,1180,196,251,6050
110926_0005_4,bicycle,9,882,967,187,244,4845
110926_0005_5,car,9,421,474,167,208,2173
110926_0005_9,car,9,17,87,193,216,1610
110926_0005_10,bicycle,9,638,688,186,224,1900
110926_0005_11,car,9,44,91,190,212,1034
110926_0005_0,person,10,800,901,169,355,18786
110926_0005_1,bicycle,10,802,923,253,371,14278
110926_0005_2,car,10,286,424,158,267,15042
110926_0005_3,bicycle,10,894,987,192,247,5115
110926_0005_4,bicycle,10,1094,1214,198,258,7200
110926_0005_7,car,10,431,482,169,209,2040
110926_0005_8,car,10,56,106,196,217,1050
110926_0005_9,car,10,17,89,200,220,1440
110926_0005_10,bicycle,10,647,696,193,228,1715
110926_0005_0,person,11,800,899,170,355,18315
110926_0005_1,bicycle,11,801,921,251,371,14400
110926_0005_2,bicycle,11,904,1006,190,248,5916
110926_0005_3,bicycle,11,1120,1242,198,259,7442
110926_0005_4,car,11,284,425,161,268,15087
110926_0005_6,truck,11,283,424,162,266,14664
110926_0005_7,bicycle,11,656,706,190,229,1950
110926_0005_8,car,11,431,488,172,213,2337
110926_0005_0,person,12,797,895,163,347,18032
110926_0005_1,bicycle,12,799,915,251,372,14036
110926_0005_2,bicycle,12,922,1030,190,246,6048
110926_0005_3,bicycle,12,1143,1242,193,257,6336
110926_0005_5,truck,12,280,420,157,262,14700
110926_0005_6,car,12,281,420,159,263,14456
110926_0005_8,bicycle,12,668,719,189,227,1938
110926_0005_9,car,12,78,127,192,217,1225
110926_0005_0,bicycle,13,795,913,251,370,14042
110926_0005_1,person,13,790,898,159,337,19224
110926_0005_2,bicycle,13,1170,1241,193,252,4189
110926_0005_3,bicycle,13,942,1047,184,245,6405
110926_0005_4,truck,13,281,420,154,258,14456
110926_0005_5,bicycle,13,677,732,185,226,2255
110926_0005_7,bicycle,13,453,508,197,235,2090
110926_0005_0,bicycle,14,793,907,249,370,13794
110926_0005_1,bicycle,14,961,1075,180,248,7752
110926_0005_2,person,14,790,889,163,327,16236
110926_0005_3,bicycle,14,1203,1242,208,253,1755
110926_0005_4,bicycle,14,686,740,185,227,2268
110926_0005_5,truck,14,280,416,159,259,13600
110926_0005_7,car,14,454,513,165,207,2478
110926_0005_8,car,14,91,141,194,217,1150
110926_0005_9,car,14,112,146,192,213,714
110926_0005_0,bicycle,15,981,1097,184,251,7772
110926_0005_2,bicycle,15,795,903,248,371,13284
110926_0005_3,bus,15,276,414,159,259,13800
110926_0005_4,person,15,786,886,167,336,16900
110926_0005_5,bicycle,15,700,754,186,229,2322
110926_0005_7,car,15,96,139,197,217,860
110926_0005_9,car,15,458,519,166,205,2379
110926_0005_0,bicycle,16,1002,1124,183,253,8540
