ID,objectType,imageIndex,u0,u1,v0,v1,area
110926_0060_0,car,0,457,563,180,216,3816
110926_0060_1,bicycle,0,553,658,201,272,7455
110926_0060_2,bicycle,0,0,91,206,281,6825
110926_0060_3,person,0,575,617,175,260,3570
110926_0060_6,person,0,555,657,195,270,7650
110926_0060_0,car,1,472,576,179,216,3848
110926_0060_1,bicycle,1,575,675,197,269,7200
110926_0060_2,bicycle,1,0,91,206,281,6825
110926_0060_5,person,1,591,658,175,262,5829
110926_0060_0,car,2,483,593,179,215,3960
110926_0060_1,bicycle,2,588,693,203,269,6930
110926_0060_2,bicycle,2,0,91,206,281,6825
110926_0060_4,person,2,615,668,173,254,4293
110926_0060_6,person,2,590,692,190,267,7854
110926_0060_0,car,3,498,602,178,215,3848
110926_0060_1,bicycle,3,608,714,199,268,7314
110926_0060_2,bicycle,3,0,91,207,281,6734
110926_0060_5,person,3,626,697,178,261,5893
110926_0060_6,person,3,614,639,177,236,1475
110926_0060_0,car,4,510,614,178,214,3744
110926_0060_1,bicycle,4,0,91,206,281,6825
110926_0060_2,bicycle,4,627,726,207,266,5841
110926_0060_3,person,4,647,701,168,254,4644
110926_0060_6,person,4,627,727,192,264,7200
110926_0060_0,car,5,524,633,178,215,4033
110926_0060_1,bicycle,5,643,748,201,267,6930
110926_0060_2,bicycle,5,0,92,206,281,6900
110926_0060_3,person,5,658,723,169,257,5720
110926_0060_0,car,6,534,639,179,214,3675
110926_0060_1,bicycle,6,0,91,206,281,6825
110926_0060_2,bicycle,6,664,764,193,263,7000
110926_0060_3,person,6,681,730,170,254,4116
110926_0060_6,person,6,662,761,187,262,7425
110926_0060_0,car,7,547,649,180,214,3468
110926_0060_1,bicycle,7,0,91,206,281,6825
110926_0060_2,bicycle,7,679,783,198,266,7072
110926_0060_3,person,7,698,746,171,254,3984
110926_0060_5,person,7,682,780,187,262,7350
110926_0060_7,person,7,685,708,165,232,1541
110926_0060_0,car,8,562,658,179,213,3264
110926_0060_1,bicycle,8,0,91,206,281,6825
110926_0060_2,bicycle,8,701,797,196,266,6720
110926_0060_3,person,8,715,784,174,256,5658
110926_0060_0,car,9,571,677,179,213,3604
110926_0060_1,bicycle,9,0,91,206,281,6825
110926_0060_2,bicycle,9,718,813,201,266,6175
110926_0060_3,person,9,735,800,173,255,5330
110926_0060_0,car,10,582,683,178,213,3535
110926_0060_1,bicycle,10,0,91,206,281,6825
110926_0060_2,bicycle,10,737,832,194,264,6650
110926_0060_3,person,10,752,819,171,255,5628
110926_0060_0,car,11,594,689,178,211,3135
110926_0060_1,bicycle,11,0,91,206,281,6825
110926_0060_2,bicycle,11,757,843,191,263,6192
110926_0060_3,person,11,768,831,170,254,5292
110926_0060_0,car,12,617,704,178,211,2871
110926_0060_1,bicycle,12,770,866,196,263,6432
110926_0060_2,bicycle,12,0,91,206,281,6825
110926_0060_5,person,12,776,855,172,256,6636
110926_0060_6,person,12,796,833,168,245,2849
110926_0060_7,car,12,705,736,180,196,496
110926_0060_0,bicycle,13,0,91,207,281,6734
110926_0060_1,car,13,628,707,179,209,2370
110926_0060_2,bicycle,13,790,883,190,260,6510
110926_0060_3,person,13,793,867,169,254,6290
110926_0060_6,car,13,707,735,180,197,476
110926_0060_0,car,14,634,709,180,210,2250
110926_0060_1,bicycle,14,807,898,199,262,5733
110926_0060_2,bicycle,14,0,91,206,281,6825
110926_0060_4,person,14,826,873,166,246,3760
110926_0060_6,car,14,706,737,180,199,589
