ID,objectType,imageIndex,u0,u1,v0,v1,area
110926_0079_0,car,0,320,469,178,273,14155
110926_0079_0,car,1,304,463,178,284,16854
110926_0079_1,truck,1,309,462,180,281,15453
110926_0079_0,car,2,289,455,179,289,18260
110926_0079_0,car,3,268,448,180,293,20340
110926_0079_0,car,4,247,439,178,300,23424
110926_0079_1,car,4,798,836,196,222,988
110926_0079_0,car,5,221,427,178,307,26574
110926_0079_0,car,6,192,419,175,319,32688
110926_0079_1,car,6,816,866,189,226,1850
110926_0079_0,car,7,158,408,173,327,38500
110926_0079_0,car,8,122,394,174,340,45152
110926_0079_0,car,9,77,380,172,355,55449
110926_0079_1,car,9,838,873,196,222,910
110926_0079_0,car,10,24,365,172,363,65131
110926_0079_0,car,11,0,348,170,371,69948
110926_0079_0,car,12,2,326,172,370,64152
110926_0079_0,car,13,1,303,170,371,60702
110926_0079_0,car,14,1,276,174,370,53900
110926_0079_0,car,15,0,245,180,367,45815
110926_0079_0,car,16,2,208,188,367,36874
110926_0079_0,car,17,0,162,194,368,28188
110926_0079_0,car,18,0,110,205,365,17600
110926_0079_0,car,19,0,49,225,368,7007
110926_0079_0,bench,73,1205,1241,252,370,4248
110926_0079_0,bench,83,383,540,169,224,8635
110926_0079_0,bench,84,381,538,167,226,9263
110926_0079_0,bench,85,387,545,169,229,9480
110926_0079_0,bench,86,383,540,173,229,8792
110926_0079_0,bench,87,385,539,171,228,8778
110926_0079_0,bench,88,385,538,171,228,8721
110926_0079_0,bench,89,386,537,171,227,8456
110926_0079_0,bench,90,383,538,173,228,8525
110926_0079_0,bench,91,382,540,171,225,8532
110926_0079_0,bench,92,380,541,166,231,10465
110926_0079_0,bench,93,380,544,165,232,10988
110926_0079_0,bench,94,383,538,171,229,8990
110926_0079_0,bench,95,380,542,167,231,10368
110926_0079_0,bench,96,380,543,167,235,11084
110926_0079_0,bench,97,380,542,166,236,11340
110926_0079_0,bench,98,380,543,167,235,11084
110926_0079_0,bench,99,380,542,166,235,11178
