ID,objectType,imageIndex,u0,u1,v0,v1,area
110926_0017_0,car,0,712,971,174,267,24087
110926_0017_1,car,0,0,75,181,250,5175
110926_0017_0,car,1,774,1046,172,270,26656
110926_0017_1,car,1,0,116,181,253,8352
110926_0017_7,person,1,906,931,183,210,675
110926_0017_0,car,2,836,1121,169,271,29070
110926_0017_1,car,2,1,159,180,255,11850
110926_0017_0,car,3,13,202,182,255,13797
110926_0017_1,car,3,899,1200,171,274,31003
110926_0017_0,car,4,967,1240,170,275,28665
110926_0017_1,car,4,56,243,184,255,13277
110926_0017_0,car,5,1032,1239,166,274,22356
110926_0017_1,car,5,100,288,183,255,13536
110926_0017_0,car,6,148,335,178,257,14773
110926_0017_1,car,6,1098,1240,168,276,15336
110926_0017_0,car,7,196,367,179,258,13509
110926_0017_1,car,7,1171,1241,169,268,6930
110926_0017_0,car,8,245,430,179,256,14245
110926_0017_0,car,9,294,479,181,260,14615
110926_0017_0,car,10,349,531,180,259,14378
110926_0017_0,car,11,402,585,179,263,15372
110926_0017_3,car,11,524,605,176,211,2835
110926_0017_0,car,12,453,638,179,259,14800
110926_0017_7,person,12,522,550,185,210,700
110926_0017_0,car,13,511,695,179,262,15272
110926_0017_4,person,13,580,608,184,211,756
110926_0017_0,car,14,566,756,179,261,15580
110926_0017_6,person,14,641,667,181,209,728
110926_0017_0,car,15,626,821,178,263,16575
110926_0017_0,car,16,688,891,178,264,17458
110926_0017_0,car,17,751,966,177,266,19135
110926_0017_0,car,18,816,1045,176,267,20839
110926_0017_1,car,18,0,42,198,244,1932
110926_0017_0,car,19,885,1123,176,269,22134
110926_0017_1,car,19,0,81,182,245,5103
110926_0017_0,car,20,956,1202,175,270,23370
110926_0017_1,car,20,0,119,183,255,8568
110926_0017_0,car,21,1022,1239,177,272,20615
110926_0017_1,car,21,0,162,180,255,12150
110926_0017_0,car,22,3,202,182,255,14527
110926_0017_1,car,22,1099,1241,175,276,14342
110926_0017_0,car,23,15,244,183,256,16717
110926_0017_1,car,23,1180,1242,177,270,5766
110926_0017_0,car,24,53,284,185,257,16632
110926_0017_0,car,25,97,328,183,256,16863
110926_0017_0,car,26,147,359,179,258,16748
110926_0017_0,car,27,190,423,180,259,18407
110926_0017_0,car,28,242,475,180,262,19106
110926_0017_4,car,28,409,479,201,258,3990
110926_0017_0,car,29,289,529,179,259,19200
110926_0017_0,car,30,375,582,180,259,16353
110926_0017_3,car,30,508,605,177,217,3880
110926_0017_0,car,31,407,636,181,260,18091
110926_0017_4,car,31,539,623,175,207,2688
110926_0017_0,car,32,449,697,178,261,20584
110926_0017_0,car,33,506,757,180,263,20833
110926_0017_0,car,34,564,823,182,263,20979
110926_0017_1,car,34,0,30,203,242,1170
110926_0017_0,car,35,625,890,180,265,22525
110926_0017_1,car,35,0,72,183,246,4536
110926_0017_0,car,36,688,962,181,266,23290
110926_0017_1,car,36,0,116,178,253,8700
110926_0017_0,car,37,750,1040,181,268,25230
110926_0017_1,car,37,1,159,180,255,11850
110926_0017_0,car,38,816,1118,179,270,27482
110926_0017_1,car,38,0,203,180,255,15225
110926_0017_0,car,39,31,243,184,255,15052
110926_0017_1,car,39,883,1199,178,274,30336
110926_0017_5,person,39,1128,1149,182,214,672
110926_0017_0,car,40,952,1241,177,276,28611
110926_0017_1,car,40,77,291,185,255,14980
110926_0017_0,car,41,121,341,177,257,17600
110926_0017_1,car,41,1022,1239,176,274,21266
110926_0017_0,car,42,1098,1242,177,277,14400
110926_0017_1,car,42,174,364,180,258,14820
110926_0017_0,car,43,1173,1241,183,266,5644
110926_0017_1,car,43,219,438,178,259,17739
110926_0017_0,car,44,276,490,179,260,17334
110926_0017_4,car,44,401,491,195,255,5400
110926_0017_0,car,45,330,544,180,259,16906
110926_0017_0,car,46,400,599,180,261,16119
110926_0017_4,car,46,527,608,176,208,2592
110926_0017_0,car,47,431,654,178,260,18286
110926_0017_0,car,48,487,711,179,262,18592
110926_0017_0,car,49,545,773,181,262,18468
110926_0017_0,car,50,603,840,180,263,19671
110926_0017_0,car,51,665,907,181,263,19844
110926_0017_0,car,52,731,979,179,264,21080
110926_0017_0,car,53,794,1048,178,265,22098
110926_0017_0,car,54,865,1130,178,268,23850
110926_0017_0,car,55,925,1214,177,270,26877
110926_0017_0,car,56,992,1240,177,272,23560
110926_0017_0,car,57,1061,1241,175,271,17280
110926_0017_0,car,58,1130,1241,168,270,11322
110926_0017_6,car,59,1211,1240,192,261,2001
