ID,objectType,imageIndex,height,width,length,distance,k_u0,k_u1,k_v0,k_v1,k_area,y_u0,y_u1,y_v0,y_v1,y_area,overlap,diff_u0,diff_u1,diff_v0,diff_v1
110926_0060_1,Car,0,1.4847821,1.8011233,4.3111515,31.501923495137127,459.6630019982813,566.8835921860949,180.3021310736661,217.04802363968957,3939.9162879070313,457.0,563.0,180.0,216.0,3816.0,0.907033552930637,2.6630019982812883,3.8835921860949156,0.3021310736660894,1.0480236396895748
110926_0060_1,Car,1,1.4847821,1.8011233,4.3111515,31.492778607189443,473.4238366926622,578.4178706072652,180.0366738339569,216.82211920170192,3862.2522985047954,472.0,576.0,179.0,216.0,3848.0,0.9173663856735315,1.423836692662178,2.417870607265172,1.036673833956911,0.8221192017019234
110926_0060_1,Car,2,1.4847821,1.8011233,4.3111515,31.49302805399737,487.3286622678982,591.3481201631093,179.769650636917,216.59231567251092,3830.2736552594256,483.0,593.0,179.0,215.0,3960.0,0.888261970109071,4.32866226789821,1.6518798368906573,0.7696506369169924,1.5923156725109209
110926_0060_1,Car,3,1.4847821,1.8011233,4.3111515,31.538561703114564,499.9302529141957,603.5060400417669,179.74565399258924,216.55404201555547,3812.4577623757923,498.0,602.0,178.0,215.0,3848.0,0.8858574453884465,1.9302529141957052,1.506040041766937,1.74565399258924,1.554042015555467
110926_0060_1,Car,4,1.4847821,1.8011233,4.3111515,31.5915619637241,512.1363577312976,615.4373908727788,179.72285823806013,216.5127627878023,3800.435149164846,510.0,614.0,178.0,214.0,3744.0,0.861517837542537,2.1363577312976076,1.437390872778792,1.7228582380601267,2.512762787802302
110926_0060_1,Car,5,1.4847821,1.8011233,4.3111515,31.651991322298585,522.5292951087486,627.144000845155,179.7012515744635,216.46834889142548,3846.3790665957968,524.0,633.0,178.0,215.0,4033.0,0.8589908513664363,1.4707048912514438,5.855999154844994,1.7012515744634982,1.468348891425478
110926_0060_1,Car,6,1.4847821,1.8011233,4.3111515,31.816025104517184,533.5344388848259,638.9045752314229,179.61023384522923,216.23510474503476,3859.1676403890197,534.0,639.0,179.0,214.0,3675.0,0.9187882125060428,0.4655611151740686,0.0954247685771179,0.6102338452292315,2.2351047450347608
110926_0060_1,Car,7,1.4847821,1.8011233,4.3111515,31.987943951256685,544.5751254662974,650.352250123127,179.5219276749658,215.9995631021407,3858.499389766661,547.0,649.0,180.0,214.0,3468.0,0.8987950106193289,2.424874533702564,1.3522501231269644,0.4780723250341907,1.999563102140712
110926_0060_1,Car,8,1.4847821,1.8011233,4.3111515,32.16762142191592,555.6527398674511,661.4943850600127,179.4362667651187,215.76166089086024,3844.739476536699,562.0,658.0,179.0,213.0,3264.0,0.8290281762132335,6.347260132548854,3.494385060012746,0.4362667651186882,2.7616608908602416
110926_0060_1,Car,9,1.4847821,1.8011233,4.3111515,32.43552654434505,566.8888161472458,672.1999320833141,179.4096861645057,215.48868874578932,3799.520023695266,571.0,677.0,179.0,213.0,3604.0,0.8489466803032528,4.111183852754152,4.800067916685862,0.4096861645057004,2.488688745789318
110926_0060_1,Car,10,1.4847821,1.8011233,4.3111515,32.710917213636435,578.1209947093611,682.5517376895632,179.3848553189951,215.2144213865347,3741.708205091398,582.0,683.0,178.0,213.0,3535.0,0.8674281285762411,3.879005290638929,0.4482623104368031,1.3848553189951076,2.2144213865346956
110926_0060_1,Car,11,1.4847821,1.8011233,4.3111515,32.99360598948067,589.3497095927461,692.5621905024998,179.3617087443503,214.9388344057872,3672.0034031549644,594.0,689.0,178.0,211.0,3135.0,0.7906731105897057,4.6502904072539195,3.5621905024997886,1.3617087443502953,3.9388344057871905
110926_0060_1,Car,12,1.4847821,1.8011233,4.3111515,33.283406915519755,600.5748650377113,702.2436057449453,179.34018098904406,214.66191999528576,3591.1167243541786,617.0,704.0,178.0,211.0,2871.0,0.7171320590413682,16.425134962288666,1.7563942550547154,1.3401809890440575,3.661919995285757
110926_0060_1,Car,13,1.4847821,1.8011233,4.3111515,33.70439569241801,611.498553199833,710.8318509399392,179.46711145788595,214.40565335186253,3470.560584559546,657.0,744.0,175.0,209.0,2958.0,0.7248958141301817,6.510007917353164,2.4293078577819642,4.393661424470736,3.1050106032492693
110926_0060_1,Car,14,1.4847821,1.8011233,4.3111515,34.13145739073489,622.3698970042091,719.0422854865532,179.59155954375657,214.14856014455577,3340.707786865059,684.0,751.0,179.0,208.0,1943.0,0.820667561790805,1.4851946951847594,6.301940921259757,0.012902119809496071,2.6447449537130296
110926_0060_1,Car,15,1.4847821,1.8011233,4.3111515,34.564366908385075,633.1879540088296,726.8942712023886,179.71362648145944,213.89066201639932,3202.6041325726137,737.0,768.0,180.0,206.0,806.0,0.8005935425870202,0.4954662878764111,6.045233215300527,0.3618855212423,0.5074277129434677
110926_0060_1,Car,16,1.4847821,1.8011233,4.3111515,35.00290727177998,643.951124610863,734.4065484274809,179.8334081555673,213.63200105554935,3057.266045173209,738.0,770.0,181.0,203.0,704.0,0.7319446864411356,0.5966951098947675,4.767255499195585,0.014861092219092598,3.7168383336197337
110926_0060_1,Car,17,1.4847821,1.8011233,4.3111515,35.57850676142666,653.800379566667,740.5711962986687,179.60913623368086,212.85994337929486,2885.199693023208,747.0,775.0,182.0,202.0,560.0,0.7050264527146374,3.08594699536593,1.5910426925382808,0.334575147485765,3.972940491587991
110926_0060_1,Car,18,1.4847821,1.8011233,4.3111515,36.15831204483981,663.5100079173532,746.429307857782,179.39366142447074,212.10501060324927,2712.4021740112366,745.0,776.0,181.0,201.0,620.0,0.7213141022722425,1.9742891251854644,1.6392572525872993,0.6843212035456929,4.095891719785982
110926_0060_1,Car,19,1.4847821,1.8011233,4.3111515,36.74212401527981,673.0812356621112,752.0001496187571,179.18647505714856,211.36675132687714,2539.632454031802,748.0,777.0,182.0,200.0,522.0,0.744798619595619,0.42246888569093244,1.1359983003713978,0.3067011731452851,4.681011890722772
110926_0060_1,Car,20,1.4847821,1.8011233,4.3111515,37.329754687641135,682.5148053048152,757.3019409212598,178.9870978801905,210.64474495371303,2367.584744985067,748.0,778.0,182.0,200.0,540.0,0.7595709695284437,0.9926305981281303,0.19780930324441215,0.16732387571565255,4.733522748907291
110926_0060_1,Car,21,1.4847821,1.8011233,4.3111515,38.02359451596531,689.5947581144633,760.3990131669109,179.37695642415744,210.47664441175564,2201.9902403254446,748.0,779.0,182.0,200.0,558.0,0.7018942074867814,1.541062076424737,1.519733944368454,0.6239782233062385,4.7839623030224345
110926_0060_1,Car,22,1.4847821,1.8011233,4.3111515,38.71916878197078,696.5219662126478,763.3242305271713,179.75292544134237,210.31087039378792,2041.3399156219248,748.0,773.0,183.0,198.0,375.0,0.719117806826186,2.1947775366459155,0.2610339949188756,0.313363401325887,3.789131575372778
110926_0060_1,Car,23,1.4847821,1.8011233,4.3111515,39.416385663782584,703.3000977383706,766.0896535788812,180.11580607680202,210.14736094802979,1885.6679915643147,743.0,763.0,185.0,198.0,260.0,0.8150632557719723,1.1230024743514377,1.1722312703101352,0.0643024553923226,1.2000687875737128
110926_0060_1,Car,24,1.4847821,1.8011233,4.3111515,40.1151595136111,709.93244637356,768.7065574535573,180.46634194800367,209.98606340335132,1734.9953878671818,,,,,,,,,,
110926_0060_1,Car,25,1.4847821,1.8011233,4.3111515,40.85768924910094,716.7022561634279,770.2351743878127,180.16214463492173,209.06973137071094,1547.5074767913125,,,,,,,,,,
110926_0060_1,Car,26,1.4847821,1.8011233,4.3111515,41.60147032265434,723.3678133971956,771.6205885647709,179.8705196098987,208.17990737383664,1366.0065229050026,,,,,,,,,,
110926_0060_1,Car,27,1.4847821,1.8011233,4.3111515,42.40398476002997,726.4976098843171,773.6600853234681,180.25176450195116,208.04783823839205,1310.9316448997258,,,,,,,,,,
110926_0060_1,Car,28,1.4847821,1.8011233,4.3111515,43.20697846034047,729.5096892247394,775.6286214912503,180.6197493815751,207.92082467521374,1259.0964422702345,,,,,,,,,,
110926_0060_1,Car,29,1.4847821,1.8011233,4.3111515,44.03064442946975,733.0401761959967,774.8450473893892,180.4879596645517,207.20206173359028,1116.7795960432977,,,,,,,,,,
