ID,objectType,imageIndex,u0,u1,v0,v1,area
110926_0087_0,car,0,630,835,203,347,29520
110926_0087_0,car,1,632,835,205,348,29029
110926_0087_0,car,2,633,839,203,349,30076
110926_0087_0,car,3,635,844,201,347,30514
110926_0087_0,car,4,630,851,199,351,33592
110926_0087_0,car,5,630,853,200,352,33896
110926_0087_0,car,6,640,861,201,358,34697
110926_0087_0,car,7,642,866,202,360,35392
110926_0087_0,car,8,644,870,204,361,35482
110926_0087_0,car,9,645,875,205,363,36340
110926_0087_0,car,10,648,879,204,365,37191
110926_0087_0,car,11,651,892,203,367,39524
110926_0087_1,truck,11,652,892,197,366,40560
110926_0087_0,car,12,656,897,204,369,39765
110926_0087_0,car,13,657,903,196,368,42312
110926_0087_0,car,14,659,911,200,369,42588
110926_0087_0,car,15,664,921,197,370,44461
110926_0087_0,car,16,669,933,198,370,45408
110926_0087_0,car,17,671,941,196,372,47520
110926_0087_0,car,18,674,953,203,370,46593
110926_0087_0,car,19,684,963,197,372,48825
110926_0087_0,car,20,684,974,203,373,49300
110926_0087_0,car,21,689,983,203,373,49980
110926_0087_0,car,22,694,995,201,370,50869
110926_0087_0,car,23,696,1011,200,372,54180
110926_0087_0,car,24,694,1024,193,372,59070
110926_0087_0,car,25,703,1044,201,371,57970
110926_0087_0,car,26,709,1060,201,372,60021
110926_0087_0,car,27,715,1076,197,372,63175
110926_0087_0,car,28,720,1100,197,372,66500
110926_0087_0,car,29,726,1111,198,373,67375
110926_0087_0,car,30,731,1121,194,372,69420
110926_0087_0,car,31,734,1147,195,374,73927
110926_0087_0,car,32,740,1173,192,375,79239
110926_0087_0,car,33,744,1200,191,374,83448
110926_0087_0,car,34,751,1214,192,375,84729
110926_0087_0,car,35,757,1217,187,373,85560
110926_0087_0,car,36,762,1184,175,371,82712
110926_0087_0,car,37,768,1209,172,372,88200
110926_0087_0,car,38,779,1236,181,372,87287
110926_0087_0,car,39,784,1240,174,372,90288
110926_0087_0,car,40,792,1240,179,373,86912
110926_0087_0,car,41,796,1241,179,375,87220
110926_0087_0,car,42,802,1236,178,375,85498
110926_0087_0,car,43,809,1238,177,375,84942
110926_0087_0,car,44,814,1237,171,375,86292
110926_0087_0,car,45,821,1239,167,374,86526
110926_0087_0,car,46,827,1240,167,375,85904
110926_0087_0,car,47,834,1242,171,372,82008
110926_0087_0,car,48,841,1236,173,374,79395
110926_0087_0,car,49,851,1235,175,374,76416
110926_0087_0,car,50,859,1236,174,373,75023
110926_0087_0,car,51,871,1239,176,372,72128
110926_0087_0,car,52,888,1239,176,372,68796
110926_0087_0,car,53,901,1242,175,371,66836
110926_0087_0,car,54,919,1241,171,371,64400
110926_0087_0,car,55,940,1241,177,370,58093
110926_0087_0,car,56,964,1240,177,371,53544
110926_0087_0,car,57,998,1240,176,371,47190
110926_0087_0,car,58,1023,1241,184,371,40766
110926_0087_0,car,59,1063,1241,206,371,29370
110926_0087_0,person,71,593,611,127,166,702
110926_0087_0,bench,93,1,268,179,368,50463
110926_0087_0,bench,95,1,201,174,367,38600
