ID,objectType,imageIndex,u0,u1,v0,v1,area,distance
110926_0015_0,Car,0,254.72107500607723,306.5593639592724,175.39792772640087,203.34605977945105,1448.7833450680712,51.38165536710696
110926_0015_0,Car,1,241.0679389181979,295.6077761673107,174.22406715401894,203.31076870516006,1586.3839687127531,49.778215807996105
110926_0015_0,Car,2,226.25638888131218,283.80285927031144,172.95103409486657,203.27243264604982,1744.8894638787121,48.18490685746215
110926_0015_0,Car,3,210.1323660742039,271.0409139202062,171.5657115146339,203.23064643444,1928.6652036035582,46.60276748030365
110926_0015_0,Car,4,192.51323356036832,257.2007318919933,170.05256288886383,203.18492970976848,2143.249923450057,45.03297531528209
110926_0015_0,Car,5,173.18081384799777,242.13972737132502,168.39304621174654,203.13470859082943,2395.7472916558095,43.47686756000559
110926_0015_0,Car,6,151.49112533106248,225.36017785807456,168.29154276688078,204.81651232574703,2698.064894891408,41.93796451253084
110926_0015_0,Car,7,127.45218765105459,206.94886795939243,168.17914370807264,206.6806494215299,3060.741891092354,40.41673902395047
110926_0015_0,Car,8,100.66032726223446,186.65572357808347,168.05398982646798,208.75846803412202,3500.397735297048,38.91526436800671
110926_0015_0,Car,9,70.46330938074357,164.61432106091382,168.31625874371147,211.5306002648129,4068.673973304087,37.39864176537666
110926_0015_0,Car,10,36.30409683044005,140.00902386402902,168.61299426381615,214.66672472496623,4775.998757098143,35.90668856094797
110926_0015_0,Car,11,0.0,112.36487092102874,168.9514668266649,218.2435684216327,5538.70063314479,34.44261061460277
110926_0015_0,Car,12,0.0,81.08187500798661,169.3411462537087,222.36105147353825,4298.953327969517,33.01011747651356
110926_0015_0,Car,13,0.0,45.390960105060216,169.79460178885606,227.15177053231557,2603.4969581735772,31.613502766740755
110926_0015_0,Car,14,0.0,8.557717924152197,170.61772713580146,232.5627344411973,530.1078993291248,30.382134155148606
110926_0015_1,Car,0,323.47968578815403,357.7690779496797,175.9408751529203,195.80569074201486,681.1524519508512,61.73112995711622
110926_0015_1,Car,1,315.3321285708459,351.1986726850817,175.4131863742362,195.9139197460439,735.2904578541264,60.08113103045462
110926_0015_1,Car,2,306.645523060417,344.22057238695663,174.8505728330316,196.02931088217807,795.7921268705396,58.436066280824704
110926_0015_1,Car,3,296.4399450974158,336.88259874873256,176.77099468371972,198.72281097028105,887.7897030947347,56.68739671319833
110926_0015_1,Car,4,285.44019067250235,328.9690266790819,172.29807826045285,195.07765298399372,991.5683724406342,54.93734088654417
110926_0015_1,Car,5,273.9508414672235,319.8893685027276,171.32792380899545,194.96246760310922,1085.7361290577019,53.29665267982745
110926_0015_1,Car,6,261.5788334647706,310.1636747339358,172.42479454017683,196.98079128425462,1193.0492040171573,51.66609819062015
110926_0015_1,Car,7,248.41376265284146,299.8733921755446,173.1812963455081,198.7191746388125,1314.1697557693271,50.06567130641294
110926_0015_1,Car,8,234.15263647295285,288.78957717201195,173.95548743322615,200.55684606534044,1453.4168540972319,48.474748881241105
110926_0015_1,Car,9,218.65626419619355,276.8206864274252,175.4808223629963,203.2375625540634,1614.4547562358246,46.895225872591965
110926_0015_1,Car,10,201.559668096036,263.24181569719707,175.840816490692,204.8980309581123,1792.3113916580112,45.284013324225654
110926_0015_1,Car,11,182.78323747811552,248.4500748726167,176.23603253401447,206.7218723284793,2001.908684617935,43.68625091945978
110926_0015_1,Car,12,162.06638414646648,232.27554227875117,176.67189674759726,208.73444021343457,2251.084184316223,42.103469923386115
110926_0015_1,Car,13,139.09168655025897,214.51499622922773,177.15501032041246,210.9666203493727,2550.1835339587947,40.53742521822376
110926_0015_1,Car,14,112.08935299010722,194.47397602286662,176.41074922486837,212.15181888816937,2944.5145509986464,39.02006722697936
110926_0015_1,Car,15,81.82424564730357,172.2528230045678,175.57595479640543,213.48030780285677,3427.6367180209363,37.52531027022252
110926_0015_1,Car,16,47.666807079755,147.47546155823403,174.63304184489365,214.97975172010112,4026.9508252780197,36.05596547234892
110926_0015_1,Car,17,9.690505011517702,120.34764606577203,173.15331490424205,216.23585790887498,4767.391038239643,34.6297552925072
110926_0015_1,Car,18,0.0,91.58291563746975,171.45535624992732,217.4927343218247,4216.237312128879,33.306310334541585
110926_0015_1,Car,19,0.0,58.09542155179222,169.50273958601193,219.0345336769389,2877.5704579289736,31.97881015261245
