ID,objectType,imageIndex,u0,u1,v0,v1,area
110926_0091_0,car,0,871,1239,217,373,57408
110926_0091_1,person,0,746,762,167,207,640
110926_0091_0,car,1,900,1240,218,370,51680
110926_0091_1,person,1,625,637,142,178,432
110926_0091_0,car,2,935,1239,226,371,44080
110926_0091_1,person,2,751,764,170,209,507
110926_0091_2,person,2,761,777,169,211,672
110926_0091_0,car,3,977,1239,246,371,32750
110926_0091_1,person,3,751,765,169,210,574
110926_0091_3,bench,3,76,257,192,262,12670
110926_0091_4,person,3,511,522,175,197,242
110926_0091_1,person,4,753,768,169,211,630
110926_0091_3,person,4,444,466,155,209,1188
110926_0091_4,bench,4,49,241,190,265,14400
110926_0091_1,person,5,754,769,169,212,645
110926_0091_2,person,5,773,787,167,213,644
110926_0091_3,person,5,704,719,172,208,540
110926_0091_0,person,6,755,772,165,214,833
110926_0091_1,person,6,776,793,166,213,799
110926_0091_2,person,6,710,727,175,207,544
110926_0091_0,person,7,756,773,164,217,901
110926_0091_1,person,7,779,797,165,215,900
110926_0091_2,person,7,710,728,173,208,630
110926_0091_0,person,8,758,777,165,216,969
110926_0091_1,person,8,779,800,164,218,1134
110926_0091_0,person,9,785,806,164,216,1092
110926_0091_1,person,9,763,781,169,216,846
110926_0091_2,person,9,766,803,165,217,1924
110926_0091_3,person,9,710,726,171,212,656
110926_0091_0,person,10,768,789,165,217,1092
110926_0091_1,person,10,793,812,170,215,855
110926_0091_2,person,10,711,728,170,213,731
110926_0091_3,person,10,670,686,152,194,672
110926_0091_0,person,11,773,796,154,219,1495
110926_0091_1,person,11,800,821,165,215,1050
110926_0091_2,person,11,210,234,155,217,1488
110926_0091_3,bench,11,153,200,197,267,3290
110926_0091_4,person,11,478,490,174,201,324
110926_0091_5,bench,11,0,40,209,290,3240
110926_0091_6,person,11,712,730,168,214,828
110926_0091_0,person,12,805,828,165,217,1196
110926_0091_1,person,12,779,800,157,220,1323
110926_0091_2,person,12,193,222,161,220,1711
110926_0091_3,bench,12,126,176,195,270,3750
110926_0091_4,person,12,715,736,165,215,1050
110926_0091_0,person,13,789,809,159,221,1240
110926_0091_1,person,13,183,206,163,221,1334
110926_0091_2,person,13,814,839,163,221,1450
110926_0091_3,person,13,471,484,171,203,416
110926_0091_4,person,13,717,740,172,217,1035
110926_0091_5,bench,13,97,150,196,276,4240
110926_0091_0,person,14,169,194,166,226,1500
110926_0091_1,person,14,795,818,164,229,1495
110926_0091_2,person,14,821,850,165,227,1798
110926_0091_3,person,14,470,483,171,205,442
110926_0091_4,person,14,723,746,172,218,1058
110926_0091_0,person,15,807,830,168,232,1472
110926_0091_1,person,15,154,183,163,230,1943
110926_0091_2,person,15,834,857,167,231,1472
110926_0091_3,person,15,468,480,173,208,420
110926_0091_4,bench,15,29,93,210,297,5568
110926_0091_6,person,15,726,751,174,222,1200
110926_0091_7,person,15,510,522,170,199,348
110926_0091_0,person,16,811,840,165,240,2175
110926_0091_1,person,16,138,169,159,234,2325
110926_0091_2,person,16,845,871,165,238,1898
110926_0091_3,person,16,463,477,175,210,490
110926_0091_5,bench,16,0,53,212,303,4823
110926_0091_6,person,16,508,521,174,202,364
110926_0091_7,person,16,731,756,173,228,1375
110926_0091_0,person,17,825,854,164,241,2233
110926_0091_1,person,17,122,153,155,232,2387
110926_0091_2,person,17,462,476,174,210,504
110926_0091_3,person,17,857,884,173,239,1782
110926_0091_4,person,17,741,763,172,231,1298
110926_0091_5,person,17,508,520,174,201,324
110926_0091_6,person,17,709,729,163,208,900
110926_0091_0,person,18,106,129,164,231,1541
110926_0091_1,person,18,837,868,166,244,2418
110926_0091_2,person,18,875,903,168,244,2128
110926_0091_3,person,18,461,475,173,209,504
110926_0091_4,person,18,712,733,164,208,924
110926_0091_5,person,18,509,520,174,200,286
110926_0091_0,person,19,85,110,160,233,1825
110926_0091_1,person,19,851,882,165,244,2449
110926_0091_2,person,19,889,918,165,243,2262
110926_0091_3,person,19,458,473,174,207,495
110926_0091_0,person,20,906,937,160,242,2542
110926_0091_1,person,20,866,897,161,246,2635
110926_0091_2,person,20,63,91,164,232,1904
110926_0091_3,person,20,456,470,169,205,504
110926_0091_5,person,20,504,518,164,194,420
110926_0091_0,person,21,926,958,158,247,2848
110926_0091_1,person,21,883,919,152,248,3456
110926_0091_2,person,21,38,66,157,232,2100
110926_0091_3,person,21,453,466,165,204,507
110926_0091_4,person,21,711,733,158,201,946
110926_0091_0,person,22,901,941,152,255,4120
110926_0091_1,person,22,949,984,159,255,3360
110926_0091_2,person,22,11,41,154,238,2520
110926_0091_3,person,22,450,464,165,207,588
110926_0091_4,person,22,502,515,169,195,338
110926_0091_0,person,23,920,965,156,264,4860
110926_0091_1,person,23,446,460,171,213,588
110926_0091_2,person,23,971,1011,163,260,3880
110926_0091_3,person,23,0,13,164,248,1092
110926_0091_4,person,23,501,513,173,202,348
110926_0091_0,person,24,1003,1041,165,275,4180
110926_0091_1,person,24,442,459,175,219,748
110926_0091_2,person,24,945,988,169,280,4773
110926_0091_3,person,24,502,514,174,207,396
110926_0091_0,person,25,970,1023,161,286,6625
110926_0091_1,person,25,1036,1078,162,283,5082
110926_0091_2,person,25,440,455,179,221,630
110926_0091_3,person,25,499,512,176,209,429
110926_0091_0,person,26,1002,1060,155,292,7946
110926_0091_1,person,26,1075,1126,164,296,6732
110926_0091_2,person,26,435,452,175,221,782
110926_0091_3,person,26,1145,1183,172,224,1976
110926_0091_4,person,26,499,510,177,209,352
110926_0091_0,person,27,1125,1190,156,301,9425
110926_0091_1,person,27,1045,1106,149,297,9028
110926_0091_2,person,27,431,448,173,218,765
110926_0091_0,person,28,1096,1161,145,307,10530
110926_0091_1,person,28,1178,1242,153,309,9984
110926_0091_2,person,28,425,443,173,219,828
110926_0091_3,person,28,494,506,173,204,372
110926_0091_0,person,29,1159,1241,136,338,16564
110926_0091_1,person,29,419,438,172,221,931
110926_0091_2,person,29,493,505,174,206,384
110926_0091_3,person,29,745,764,173,216,817
110926_0091_0,person,30,413,433,174,223,980
110926_0091_1,person,30,491,503,175,209,408
110926_0091_2,bicycle,30,950,988,200,241,1558
110926_0091_0,person,31,407,426,178,228,950
110926_0091_1,bicycle,31,967,999,198,244,1472
110926_0091_2,person,31,489,501,177,210,396
110926_0091_3,person,31,288,303,178,216,570
110926_0091_0,person,32,398,420,174,225,1122
110926_0091_1,person,32,336,354,174,217,774
110926_0091_2,bicycle,32,980,1021,193,246,2173
110926_0091_3,person,32,486,499,175,211,468
110926_0091_0,person,33,392,414,171,225,1188
110926_0091_1,bicycle,33,998,1042,193,244,2244
110926_0091_2,person,33,484,498,171,206,490
110926_0091_3,person,33,326,344,171,204,594
110926_0091_0,person,34,385,408,171,224,1219
110926_0091_0,person,35,377,400,170,225,1265
110926_0091_1,bicycle,35,951,1003,178,231,2756
110926_0091_2,person,35,478,491,174,205,403
110926_0091_3,bicycle,35,1024,1102,185,254,5382
110926_0091_4,person,35,779,797,174,221,846
110926_0091_5,person,35,305,325,168,207,780
110926_0091_0,person,36,369,393,171,230,1416
110926_0091_1,person,36,294,314,169,218,980
110926_0091_2,person,36,476,490,171,207,504
110926_0091_3,bicycle,36,975,1041,192,236,2904
110926_0091_4,bicycle,36,1014,1053,194,238,1716
110926_0091_5,person,36,788,803,177,224,705
110926_0091_6,bicycle,36,967,1007,192,233,1640
110926_0091_0,person,37,360,383,173,234,1403
110926_0091_1,person,37,471,488,173,209,612
110926_0091_2,bicycle,37,1103,1175,212,263,3672
110926_0091_3,person,37,283,301,170,215,810
110926_0091_4,bicycle,37,986,1070,185,242,4788
110926_0091_5,person,37,790,812,172,225,1166
110926_0091_0,person,38,348,376,172,237,1820
110926_0091_1,person,38,266,287,168,226,1218
110926_0091_2,person,38,471,489,175,209,612
110926_0091_3,bicycle,38,1007,1088,191,244,4293
110926_0091_4,bicycle,38,1140,1191,212,268,2856
110926_0091_0,person,39,339,366,171,238,1809
110926_0091_1,person,39,253,272,166,226,1140
110926_0091_2,person,39,464,478,176,211,490
110926_0091_3,bicycle,39,1029,1125,194,250,5376
110926_0091_4,bicycle,39,1181,1239,201,277,4408
110926_0091_5,person,39,472,487,175,207,480
110926_0091_6,person,39,1178,1236,197,275,4524
110926_0091_7,person,39,215,231,174,221,752
110926_0091_0,person,40,326,353,173,241,1836
110926_0091_1,person,40,237,258,167,226,1239
110926_0091_2,bicycle,40,1055,1164,193,258,7085
110926_0091_3,person,40,459,474,177,212,525
110926_0091_4,person,40,204,219,173,221,720
110926_0091_5,person,40,1225,1241,223,282,944
110926_0091_6,bicycle,40,1105,1177,206,263,4104
110926_0091_0,person,41,309,342,171,244,2409
110926_0091_1,person,41,219,241,167,227,1320
110926_0091_2,person,41,455,472,178,212,578
110926_0091_3,bicycle,41,1081,1184,190,261,7313
110926_0091_4,person,41,189,206,168,222,918
110926_0091_0,person,42,296,329,172,248,2508
110926_0091_1,person,42,199,222,166,232,1518
110926_0091_3,person,42,450,466,179,215,576
110926_0091_4,bicycle,42,1106,1229,189,266,9471
110926_0091_7,person,42,176,192,167,225,928
110926_0091_8,person,42,454,473,174,210,684
110926_0091_0,person,43,277,311,174,254,2720
110926_0091_1,bicycle,43,1140,1239,189,274,8415
110926_0091_2,person,43,180,203,171,236,1495
110926_0091_3,person,43,445,461,177,219,672
