ID,objectType,imageIndex,u0,u1,v0,v1,area
110926_0051_0,car,0,332,433,190,267,7777
110926_0051_1,person,0,813,865,141,286,7540
110926_0051_2,bicycle,0,823,862,218,296,3042
110926_0051_3,car,0,426,461,192,215,805
110926_0051_4,car,0,549,566,172,186,238
110926_0051_5,car,0,432,479,189,211,1034
110926_0051_6,car,0,491,508,177,198,357
110926_0051_0,car,1,287,418,189,285,12576
110926_0051_1,person,1,828,882,142,286,7776
110926_0051_2,bicycle,1,834,885,226,307,4131
110926_0051_3,car,1,548,565,172,186,238
110926_0051_4,car,1,665,691,170,188,468
110926_0051_5,car,1,709,754,169,184,675
110926_0051_0,car,2,226,395,188,305,19773
110926_0051_1,person,2,846,909,139,289,9450
110926_0051_2,bicycle,2,854,915,216,319,6283
110926_0051_3,car,2,200,290,188,228,3600
110926_0051_4,car,2,672,697,170,186,400
110926_0051_5,car,2,543,564,176,189,273
110926_0051_0,car,3,132,362,194,332,31740
110926_0051_1,person,3,867,939,136,293,11304
110926_0051_2,bicycle,3,873,945,214,329,8280
110926_0051_3,car,3,543,564,175,189,294
110926_0051_4,car,3,177,263,185,223,3268
110926_0051_0,car,4,1,314,197,367,53210
110926_0051_1,person,4,897,978,133,295,13122
110926_0051_2,bicycle,4,886,988,211,353,14484
110926_0051_3,bus,4,2,215,131,271,29820
110926_0051_4,car,4,540,562,176,189,286
110926_0051_0,car,5,2,246,202,373,41724
110926_0051_1,person,5,925,1023,133,310,17346
110926_0051_2,bicycle,5,917,1035,212,363,17818
110926_0051_3,car,5,539,560,176,188,252
110926_0051_4,person,5,677,696,168,212,836
110926_0051_5,person,5,0,83,0,86,7138
110926_0051_6,car,5,131,241,186,220,3740
110926_0051_0,car,6,1,139,227,372,20010
110926_0051_1,person,6,963,1078,125,318,22195
110926_0051_2,bicycle,6,962,1100,218,373,21390
110926_0051_3,car,6,536,556,179,190,220
110926_0051_4,person,6,680,698,172,213,738
110926_0051_5,car,6,788,809,167,181,294
110926_0051_6,car,6,469,495,171,194,598
110926_0051_0,person,7,1020,1152,121,350,30228
110926_0051_1,bicycle,7,1008,1184,227,373,25696
110926_0051_2,car,7,529,554,177,193,400
110926_0051_0,person,8,1084,1239,120,360,37200
110926_0051_1,bicycle,8,1072,1237,233,373,23100
110926_0051_2,car,8,526,551,177,195,450
110926_0051_3,person,8,369,387,194,234,720
110926_0051_4,person,8,690,712,170,218,1056
110926_0051_0,car,9,524,547,180,197,391
110926_0051_2,person,9,353,373,196,237,820
110926_0051_3,car,9,437,472,194,213,665
110926_0051_4,car,9,461,486,173,191,450
110926_0051_0,car,10,517,544,179,197,486
110926_0051_1,person,10,334,355,195,240,945
110926_0051_2,car,10,463,483,172,190,360
110926_0051_0,car,11,515,540,180,196,400
110926_0051_1,person,11,85,109,202,266,1536
110926_0051_2,car,11,460,482,172,188,352
110926_0051_3,person,11,700,729,172,232,1740
110926_0051_4,person,11,141,160,203,238,665
110926_0051_5,car,11,671,704,170,189,627
110926_0051_0,car,12,507,537,175,201,780
110926_0051_1,person,12,87,106,208,244,684
110926_0051_2,person,12,287,312,172,253,2025
110926_0051_3,car,12,455,481,171,188,442
110926_0051_0,car,13,498,532,179,201,748
110926_0051_1,person,13,724,750,173,247,1924
110926_0051_2,car,13,453,478,173,188,375
110926_0051_0,car,14,491,527,177,203,936
110926_0051_1,person,14,224,249,195,270,1875
110926_0051_0,car,15,482,521,175,206,1209
110926_0051_1,person,15,181,207,208,280,1872
110926_0051_4,car,15,441,470,171,189,522
110926_0051_5,car,15,689,714,170,186,400
110926_0051_0,car,16,474,515,176,209,1353
110926_0051_2,car,16,438,468,171,187,480
110926_0051_4,car,16,769,795,173,199,676
110926_0051_5,person,16,129,162,210,292,2706
110926_0051_6,car,16,821,848,168,179,297
110926_0051_0,car,17,461,506,176,211,1575
110926_0051_1,car,17,435,464,170,187,493
110926_0051_2,person,17,413,427,176,210,476
110926_0051_0,car,18,447,498,178,217,1989
110926_0051_2,car,18,432,456,172,190,432
110926_0051_0,car,19,429,490,178,222,2684
110926_0051_1,car,19,788,825,167,181,518
110926_0051_2,person,19,668,686,172,217,810
110926_0051_0,car,20,409,477,182,230,3264
110926_0051_1,person,20,276,299,201,251,1150
110926_0051_0,car,21,380,463,179,238,4897
110926_0051_2,person,21,736,749,171,200,377
110926_0051_0,car,22,352,445,181,247,6138
110926_0051_1,person,22,223,247,208,261,1272
110926_0051_0,car,23,307,423,184,261,8932
110926_0051_1,person,23,685,708,172,229,1311
110926_0051_2,person,23,188,213,211,270,1475
110926_0051_4,car,23,428,453,178,192,350
110926_0051_5,car,23,412,445,174,193,627
110926_0051_6,person,23,744,757,167,198,403
110926_0051_0,car,24,235,393,185,282,15326
110926_0051_1,person,24,691,713,167,230,1386
110926_0051_2,person,24,146,173,212,276,1728
110926_0051_3,car,24,663,692,164,180,464
110926_0051_0,car,25,96,350,188,311,31242
110926_0051_1,person,25,700,721,167,235,1428
110926_0051_2,person,25,756,769,162,195,429
110926_0051_3,person,25,661,677,170,211,656
110926_0051_0,car,26,5,280,199,366,45925
110926_0051_1,person,26,707,730,179,241,1426
110926_0051_2,person,26,318,335,186,229,731
110926_0051_3,person,26,662,682,170,218,960
110926_0051_4,car,26,396,430,173,194,714
110926_0051_0,car,27,0,152,219,372,23256
110926_0051_1,person,27,719,744,184,254,1750
110926_0051_2,person,27,300,320,186,235,980
110926_0051_3,person,27,665,685,177,223,920
110926_0051_4,car,27,386,433,175,199,1128
110926_0051_0,person,28,731,758,189,263,1998
110926_0051_1,person,28,667,690,174,228,1242
110926_0051_2,person,28,280,303,184,247,1449
110926_0051_3,person,28,774,791,170,209,663
110926_0051_0,person,29,263,283,190,249,1180
110926_0051_1,person,29,672,697,176,235,1475
110926_0051_2,car,29,380,435,177,201,1320
110926_0051_0,person,30,241,263,191,251,1320
110926_0051_1,person,30,677,703,180,237,1482
110926_0051_2,car,30,367,426,175,201,1534
110926_0051_3,car,30,706,734,170,187,476
110926_0051_4,car,30,658,697,171,201,1170
110926_0051_5,car,30,674,703,169,187,522
110926_0051_0,person,31,211,238,193,254,1647
110926_0051_1,person,31,686,711,168,240,1800
110926_0051_2,car,31,390,430,174,197,920
110926_0051_3,car,31,816,845,167,184,493
110926_0051_4,car,31,708,738,167,185,540
110926_0051_5,car,31,362,404,175,201,1092
110926_0051_6,person,31,641,657,173,198,400
110926_0051_0,person,32,692,721,173,242,2001
110926_0051_1,person,32,185,206,195,260,1365
110926_0051_2,car,32,390,426,175,196,756
110926_0051_3,car,32,351,402,174,201,1377
110926_0051_4,car,32,828,855,164,181,459
110926_0051_0,person,33,704,734,168,250,2460
110926_0051_1,person,33,148,175,194,269,2025
110926_0051_2,car,33,677,710,165,193,924
110926_0051_3,car,33,377,421,172,197,1100
110926_0051_4,car,33,346,384,179,204,950
110926_0051_0,person,34,715,748,166,259,3069
110926_0051_1,person,34,106,134,203,280,2156
110926_0051_2,car,34,340,383,177,205,1204
110926_0051_3,car,34,377,421,174,200,1144
110926_0051_4,skateboard,34,715,748,249,261,396
110926_0051_5,car,34,673,713,163,196,1320
110926_0051_0,person,35,57,89,211,291,2560
110926_0051_1,person,35,732,760,164,267,2884
110926_0051_2,car,35,339,414,174,204,2250
110926_0051_3,car,35,373,418,175,200,1125
110926_0051_4,person,35,680,709,165,227,1798
110926_0051_6,car,35,932,979,162,175,611
110926_0051_7,car,35,1044,1095,144,161,867
110926_0051_8,person,35,648,672,155,201,1104
110926_0051_9,car,35,685,722,162,195,1221
110926_0051_0,person,36,748,782,163,284,4114
110926_0051_1,car,36,338,410,176,208,2304
110926_0051_3,person,36,687,719,167,235,2176
110926_0051_4,person,36,0,34,212,311,3366
110926_0051_5,car,36,374,415,176,202,1066
110926_0051_6,person,36,651,673,170,206,792
110926_0051_7,car,36,428,460,182,197,480
110926_0051_0,person,37,698,722,171,241,1680
110926_0051_1,car,37,356,403,177,208,1457
110926_0051_2,car,37,421,461,181,200,760
110926_0051_3,car,37,738,778,168,187,760
110926_0051_4,car,37,308,347,185,215,1170
110926_0051_5,car,37,332,390,178,212,1972
110926_0051_6,car,37,809,874,163,196,2145
110926_0051_7,car,37,696,724,168,192,672
110926_0051_0,car,38,329,371,180,213,1386
110926_0051_1,car,38,301,341,183,219,1440
110926_0051_2,car,38,360,401,177,206,1189
110926_0051_3,car,38,699,734,167,197,1050
110926_0051_4,car,38,416,462,184,200,736
110926_0051_5,person,38,706,736,181,248,2010
110926_0051_6,car,38,375,413,178,205,1026
110926_0051_7,car,38,747,786,169,187,702
110926_0051_0,car,39,295,339,185,215,1320
110926_0051_1,car,39,324,373,178,211,1617
110926_0051_2,car,39,361,406,176,206,1350
110926_0051_3,car,39,747,788,172,189,697
110926_0051_4,car,39,701,741,168,202,1360
110926_0051_0,car,40,704,746,170,209,1638
110926_0051_1,car,40,285,338,184,216,1696
110926_0051_2,person,40,910,938,162,228,1848
110926_0051_3,car,40,773,810,173,194,777
110926_0051_4,person,40,665,684,177,218,779
110926_0051_5,car,40,319,371,177,210,1716
110926_0051_6,car,40,362,402,177,205,1120
110926_0051_7,car,40,752,774,172,190,396
110926_0051_0,car,41,277,328,181,218,1887
110926_0051_1,car,41,121,155,193,227,1156
110926_0051_2,car,41,315,355,179,211,1280
110926_0051_3,car,41,321,391,175,208,2310
110926_0051_4,car,41,707,754,166,209,2021
110926_0051_5,car,41,360,396,177,204,972
110926_0051_6,car,41,758,780,170,198,616
110926_0051_7,car,41,781,820,170,192,858
110926_0051_8,person,41,691,710,176,222,874
110926_0051_0,car,42,262,324,182,220,2356
110926_0051_1,car,42,330,392,174,207,2046
110926_0051_2,car,42,310,358,177,210,1584
110926_0051_3,car,42,711,763,166,207,2132
110926_0051_4,car,42,793,830,169,193,888
110926_0051_5,car,42,768,796,170,197,756
110926_0051_6,car,42,98,141,189,232,1849
110926_0051_7,car,42,631,656,175,187,300
110926_0051_0,car,43,252,318,182,219,2442
110926_0051_1,bus,43,0,81,57,239,14742
110926_0051_2,car,43,300,347,177,210,1551
110926_0051_3,car,43,330,395,173,207,2210
110926_0051_4,person,43,676,699,177,218,943
110926_0051_5,car,43,805,837,174,198,768
110926_0051_6,car,43,772,800,169,195,728
110926_0051_7,car,43,632,654,174,187,286
110926_0051_8,person,43,967,1009,152,236,3528
110926_0051_0,car,44,229,310,180,222,3402
110926_0051_1,car,44,50,87,187,224,1369
110926_0051_2,car,44,297,341,177,212,1540
110926_0051_3,bus,44,1,54,80,246,8798
110926_0051_4,car,44,951,998,168,191,1081
110926_0051_5,car,44,337,398,177,205,1708
110926_0051_6,person,44,712,732,171,232,1220
110926_0051_7,car,44,632,656,174,188,336
110926_0051_8,truck,44,729,771,165,203,1596
110926_0051_0,car,45,203,304,182,225,4343
110926_0051_1,person,45,722,741,173,238,1235
110926_0051_2,car,45,828,877,172,192,980
110926_0051_3,person,45,1019,1057,152,242,3420
110926_0051_4,person,45,685,710,174,222,1200
110926_0051_5,bicycle,45,1016,1059,204,244,1720
110926_0051_6,car,45,282,331,179,214,1715
110926_0051_7,car,45,736,781,165,204,1755
110926_0051_8,car,45,323,386,173,207,2142
110926_0051_9,car,45,23,59,187,220,1188
110926_0051_10,car,45,259,318,182,218,2124
110926_0051_0,car,46,317,381,172,208,2304
110926_0051_1,car,46,182,300,181,227,5428
110926_0051_2,car,46,274,329,177,214,2035
110926_0051_3,car,46,0,27,187,224,999
110926_0051_4,car,46,241,304,183,223,2520
110926_0051_5,person,46,732,754,178,242,1408
110926_0051_6,car,46,736,778,165,208,1806
110926_0051_7,car,46,647,669,174,188,308
110926_0051_0,person,47,744,767,180,247,1541
110926_0051_1,truck,47,161,284,179,230,6273
110926_0051_2,car,47,347,390,178,204,1118
110926_0051_3,person,47,1078,1121,149,224,3225
110926_0051_4,person,47,701,730,171,231,1740
110926_0051_5,car,47,259,330,174,212,2698
110926_0051_6,car,47,160,285,178,229,6375
110926_0051_7,car,47,298,359,171,207,2196
110926_0051_8,car,47,243,312,181,222,2829
110926_0051_9,skateboard,47,1156,1239,192,264,5976
110926_0051_10,car,47,745,793,162,201,1872
110926_0051_11,car,47,316,387,172,208,2556
110926_0051_12,car,47,647,670,173,187,322
110926_0051_0,car,48,148,277,178,231,6837
110926_0051_1,car,48,253,310,176,214,2166
110926_0051_2,car,48,348,385,178,202,888
110926_0051_3,car,48,304,351,170,206,1692
110926_0051_4,person,48,1112,1165,153,235,4346
110926_0051_5,person,48,742,788,163,257,4324
110926_0051_6,person,48,715,738,176,234,1334
110926_0051_7,car,48,321,381,175,205,1800
110926_0051_0,car,49,241,303,175,214,2418
110926_0051_1,car,49,130,265,177,234,7695
110926_0051_2,truck,49,129,264,178,234,7560
110926_0051_3,person,49,725,747,171,235,1408
110926_0051_4,car,49,338,384,176,201,1150
110926_0051_5,car,49,751,804,161,205,2332
110926_0051_6,car,49,297,370,171,209,2774
110926_0051_7,person,49,775,802,175,264,2403
110926_0051_8,car,49,874,1224,164,256,32200
110926_0051_9,car,49,656,681,171,187,400
110926_0051_10,person,49,703,721,175,221,828
110926_0051_0,person,50,1201,1242,147,257,4510
110926_0051_1,person,50,735,761,166,245,2054
110926_0051_2,truck,50,111,250,180,236,7784
110926_0051_3,car,50,332,371,177,204,1053
110926_0051_4,car,50,228,299,176,217,2911
110926_0051_5,car,50,759,813,164,212,2592
110926_0051_6,car,50,114,252,179,235,7728
110926_0051_7,car,50,242,337,172,212,3800
110926_0051_8,person,50,791,826,170,274,3640
110926_0051_9,car,50,287,357,171,209,2660
110926_0051_10,person,50,710,727,182,227,765
110926_0051_11,car,50,832,884,168,235,3484
110926_0051_12,truck,50,833,882,167,235,3332
110926_0051_0,truck,51,87,239,179,241,9424
110926_0051_1,person,51,718,735,182,231,833
110926_0051_2,car,51,217,280,176,216,2520
110926_0051_3,car,51,763,828,165,218,3445
110926_0051_4,car,51,326,368,177,203,1092
110926_0051_5,car,51,280,358,171,208,2886
110926_0051_6,car,51,88,241,179,239,9180
110926_0051_7,person,51,746,777,178,254,2356
110926_0051_8,car,51,846,902,171,225,3024
110926_0051_9,car,51,751,773,169,191,484
110926_0051_0,truck,52,62,224,179,243,10368
110926_0051_1,car,52,267,347,170,211,3280
110926_0051_2,car,52,204,272,177,218,2788
110926_0051_3,car,52,64,223,179,242,10017
110926_0051_4,car,52,307,361,173,205,1728
110926_0051_5,car,52,855,915,171,225,3240
110926_0051_6,truck,52,783,838,165,220,3025
110926_0051_7,person,52,727,745,188,233,810
110926_0051_8,car,52,0,38,185,211,988
110926_0051_9,car,52,780,836,166,223,3192
110926_0051_10,skateboard,52,801,896,283,326,4085
110926_0051_11,person,52,736,791,177,266,4895
110926_0051_0,car,53,180,258,176,219,3354
110926_0051_1,car,53,35,207,178,245,11524
110926_0051_2,truck,53,35,207,179,245,11352
110926_0051_3,person,53,734,755,184,237,1113
110926_0051_4,car,53,799,847,165,220,2640
110926_0051_5,car,53,291,354,173,207,2142
110926_0051_6,car,53,255,339,168,211,3612
110926_0051_0,car,54,157,243,177,223,3956
110926_0051_1,person,54,743,769,179,248,1794
110926_0051_2,car,54,6,187,178,251,13213
110926_0051_3,truck,54,5,187,179,251,13104
110926_0051_4,car,54,234,312,168,215,3666
110926_0051_5,car,54,797,863,164,226,4092
110926_0051_6,car,54,294,340,176,207,1426
110926_0051_7,person,54,798,830,171,279,3456
110926_0051_8,car,54,884,949,171,232,3965
110926_0051_0,car,55,0,157,180,253,11461
110926_0051_1,car,55,126,222,178,227,4704
110926_0051_3,car,55,797,880,165,223,4814
110926_0051_4,person,55,753,781,182,251,1932
110926_0051_5,car,55,876,971,168,230,5890
110926_0051_6,car,55,229,300,166,213,3337
110926_0051_7,car,55,291,340,175,206,1519
110926_0051_8,car,55,246,335,171,208,3293
110926_0051_9,car,55,1060,1103,180,219,1677
110926_0051_10,car,55,171,229,177,219,2436
110926_0051_11,truck,55,1133,1241,244,334,9720
110926_0051_0,car,56,1,131,178,256,10140
110926_0051_1,car,56,806,885,167,228,4819
110926_0051_2,car,56,896,995,171,231,5940
110926_0051_3,car,56,96,204,179,227,5184
