ID,objectType,imageIndex,u0,u1,v0,v1,area
110926_0009_0,car,0,789,1229,185,372,82280
110926_0009_1,car,0,722,846,182,270,10912
110926_0009_2,car,0,687,753,181,236,3630
110926_0009_3,car,0,388,459,195,241,3266
110926_0009_4,car,0,499,536,187,209,814
110926_0009_5,car,0,1079,1172,136,177,3813
110926_0009_6,car,0,550,578,183,198,420
110926_0009_7,car,0,638,688,183,202,950
110926_0009_0,car,1,729,869,184,280,13440
110926_0009_1,car,1,814,1231,195,371,73392
110926_0009_2,car,1,371,454,194,247,4399
110926_0009_3,car,1,694,774,180,243,5040
110926_0009_4,car,1,492,529,190,214,888
110926_0009_5,car,1,636,687,185,206,1071
110926_0009_6,car,1,1120,1201,139,188,3969
110926_0009_0,car,2,850,1241,205,368,63733
110926_0009_1,car,2,737,908,184,291,18297
110926_0009_2,car,2,362,447,194,248,4590
110926_0009_3,car,2,702,784,179,244,5330
110926_0009_4,car,2,500,537,187,210,851
110926_0009_5,car,2,491,523,189,211,704
110926_0009_0,car,3,900,1241,215,368,52173
110926_0009_1,car,3,751,950,182,303,24079
110926_0009_2,car,3,345,439,192,250,5452
110926_0009_3,car,3,706,795,178,246,6052
110926_0009_4,car,3,488,524,186,208,792
110926_0009_0,car,4,761,1003,182,322,33880
110926_0009_1,car,4,979,1238,255,372,30303
110926_0009_2,car,4,714,802,177,253,6688
110926_0009_3,car,4,329,431,190,254,6528
110926_0009_4,car,4,490,525,185,208,805
110926_0009_0,car,5,782,1079,181,350,50193
110926_0009_1,car,5,722,824,180,256,7752
110926_0009_2,car,5,308,421,192,259,7571
110926_0009_3,car,5,483,522,184,209,975
110926_0009_4,car,5,639,723,188,237,4116
110926_0009_5,car,5,500,536,183,207,864
110926_0009_6,car,5,300,345,190,217,1215
110926_0009_0,car,6,805,1193,184,369,71780
110926_0009_1,car,6,732,846,178,267,10146
110926_0009_2,car,6,292,408,195,266,8236
110926_0009_3,car,6,481,526,184,210,1170
110926_0009_4,car,6,616,640,178,193,360
110926_0009_5,car,6,582,617,173,189,560
110926_0009_0,car,7,834,1242,191,371,73440
110926_0009_1,car,7,739,869,179,277,12740
110926_0009_2,car,7,263,398,194,274,10800
110926_0009_3,car,7,475,514,186,213,1053
110926_0009_4,car,7,848,879,175,215,1240
110926_0009_5,car,7,257,287,200,244,1320
110926_0009_6,car,7,619,640,179,194,315
110926_0009_7,car,7,584,618,173,191,612
110926_0009_0,car,8,750,903,180,292,17136
110926_0009_1,car,8,876,1241,194,369,63875
110926_0009_2,car,8,240,384,196,286,12960
110926_0009_3,car,8,470,509,186,215,1131
110926_0009_4,car,8,244,289,195,222,1215
110926_0009_5,car,8,350,419,193,222,2001
110926_0009_0,car,9,935,1240,212,366,46970
110926_0009_1,car,9,768,947,184,309,22375
110926_0009_2,car,9,204,367,196,296,16300
110926_0009_3,car,9,464,513,186,218,1568
110926_0009_4,car,9,337,431,195,224,2726
110926_0009_5,car,9,591,626,173,193,700
110926_0009_6,car,9,226,279,196,229,1749
110926_0009_0,car,10,787,1004,182,332,32550
110926_0009_1,car,10,163,348,198,307,20165
110926_0009_2,car,10,1030,1241,294,372,16458
110926_0009_4,car,10,463,508,186,219,1485
110926_0009_5,car,10,616,642,176,192,416
110926_0009_6,car,10,592,630,174,192,684
110926_0009_0,car,11,811,1081,180,360,48600
110926_0009_1,car,11,112,326,199,320,25894
110926_0009_2,car,11,458,507,185,219,1666
110926_0009_3,car,11,142,183,201,231,1230
110926_0009_4,car,11,641,690,174,204,1470
110926_0009_5,car,11,312,403,194,226,2912
110926_0009_0,car,12,837,1200,188,368,65340
110926_0009_1,car,12,52,303,204,339,33885
110926_0009_2,car,12,454,505,186,220,1734
110926_0009_3,car,12,282,393,196,231,3885
110926_0009_4,car,12,117,169,201,220,988
110926_0009_5,car,12,253,307,196,229,1782
110926_0009_0,car,13,0,273,203,359,42588
110926_0009_1,car,13,876,1240,194,370,64064
110926_0009_2,car,13,104,157,203,217,742
110926_0009_3,car,13,447,491,190,223,1452
110926_0009_4,car,13,608,650,174,196,924
110926_0009_5,truck,13,0,69,85,283,13662
110926_0009_6,car,13,236,292,196,225,1624
110926_0009_7,car,13,211,242,198,215,527
110926_0009_8,car,13,868,999,174,237,8253
110926_0009_9,car,13,644,702,172,206,1972
110926_0009_10,car,13,179,238,197,217,1180
110926_0009_0,car,14,924,1239,201,370,53235
110926_0009_1,car,14,0,237,215,367,36024
110926_0009_2,car,14,88,144,204,218,784
110926_0009_3,car,14,195,234,199,225,1014
110926_0009_4,car,14,440,490,188,223,1750
110926_0009_5,car,14,469,510,187,221,1394
110926_0009_6,car,14,230,279,198,226,1372
110926_0009_7,car,14,169,223,199,226,1458
110926_0009_8,car,14,611,654,174,197,989
110926_0009_0,car,15,0,191,220,366,27886
110926_0009_1,car,15,1003,1239,221,371,35400
110926_0009_2,car,15,433,483,188,225,1850
110926_0009_3,car,15,146,222,198,228,2280
110926_0009_4,car,15,69,131,202,221,1178
110926_0009_5,car,15,471,507,187,220,1188
110926_0009_6,car,15,1,60,209,232,1357
110926_0009_7,car,15,621,655,171,195,816
