ID,objectType,imageIndex,u0,u1,v0,v1,area
110926_0002_0,person,0,1067,1155,161,261,8800
110926_0002_1,person,0,749,780,162,232,2170
110926_0002_2,bicycle,0,1056,1161,199,276,8085
110926_0002_3,bicycle,0,751,783,201,237,1152
110926_0002_4,car,0,70,104,183,202,646
110926_0002_0,person,1,1068,1160,167,269,9384
110926_0002_1,person,1,748,778,165,237,2160
110926_0002_2,bicycle,1,1057,1166,187,285,10682
110926_0002_3,bicycle,1,748,782,202,242,1360
110926_0002_4,car,1,60,94,191,207,544
110926_0002_0,person,2,1070,1164,154,269,10810
110926_0002_1,bicycle,2,1055,1171,193,285,10672
110926_0002_2,person,2,741,776,163,234,2485
110926_0002_3,bicycle,2,748,780,201,242,1312
110926_0002_4,backpack,2,1127,1167,166,202,1440
110926_0002_5,car,2,45,78,186,201,495
110926_0002_0,person,3,736,773,156,232,2812
110926_0002_1,person,3,1072,1165,155,266,10323
110926_0002_3,bicycle,3,738,781,194,239,1935
110926_0002_4,car,3,31,69,180,197,646
110926_0002_5,car,3,59,108,188,205,833
110926_0002_0,person,4,735,771,156,230,2664
110926_0002_1,bicycle,4,1059,1187,178,287,13952
110926_0002_2,person,4,1076,1175,157,272,11385
110926_0002_4,bicycle,4,737,779,191,240,2058
110926_0002_5,backpack,4,1133,1178,163,203,1800
110926_0002_0,bicycle,5,1062,1198,188,296,14688
110926_0002_1,person,5,731,769,158,237,3002
110926_0002_2,person,5,1081,1183,157,276,12138
110926_0002_3,bicycle,5,730,775,197,243,2070
110926_0002_5,backpack,5,1131,1184,162,206,2332
110926_0002_1,person,6,731,771,164,247,3320
110926_0002_3,person,6,1098,1195,160,276,11252
110926_0002_4,bicycle,6,733,776,202,250,2064
110926_0002_0,bicycle,7,1072,1234,196,316,19440
110926_0002_1,person,7,727,773,164,248,3864
110926_0002_2,backpack,7,1166,1217,169,218,2499
110926_0002_4,person,7,1108,1220,151,283,14784
110926_0002_5,bicycle,7,731,775,203,253,2200
110926_0002_6,car,7,386,409,176,193,391
110926_0002_7,bicycle,7,726,749,197,249,1196
110926_0002_0,bicycle,8,1084,1241,188,321,20881
110926_0002_1,person,8,728,775,163,254,4277
110926_0002_2,person,8,1115,1234,146,287,16779
110926_0002_4,bicycle,8,728,778,209,260,2550
110926_0002_5,car,8,385,409,173,195,528
110926_0002_6,bicycle,8,723,754,195,255,1860
110926_0002_0,bicycle,9,1093,1242,196,330,19966
110926_0002_1,person,9,1140,1240,151,288,13700
110926_0002_2,bicycle,9,730,780,209,264,2750
110926_0002_3,person,9,730,773,162,254,3956
110926_0002_5,car,9,386,409,175,193,414
110926_0002_0,person,10,1143,1241,156,294,13524
110926_0002_1,bicycle,10,1107,1242,215,329,15390
110926_0002_2,person,10,731,778,165,253,4136
110926_0002_4,bicycle,10,730,783,210,266,2968
110926_0002_6,car,10,388,408,176,193,340
110926_0002_0,bicycle,11,1129,1241,223,329,11872
110926_0002_1,person,11,1159,1242,161,312,12533
110926_0002_2,person,11,737,786,162,249,4263
110926_0002_3,bicycle,11,736,788,210,268,3016
110926_0002_0,person,12,743,795,156,257,5252
110926_0002_1,bicycle,12,1153,1241,215,333,10384
110926_0002_2,bicycle,12,742,798,208,270,3472
110926_0002_3,person,12,1187,1241,184,282,5292
110926_0002_4,person,12,1165,1241,193,332,10564
110926_0002_0,person,13,751,805,155,259,5616
110926_0002_1,bicycle,13,1180,1241,247,335,5368
110926_0002_2,bicycle,13,752,806,207,275,3672
110926_0002_3,person,13,1210,1241,191,290,3069
110926_0002_0,person,14,760,816,155,260,5880
110926_0002_1,bicycle,14,764,817,212,277,3445
110926_0002_2,bicycle,14,1215,1241,264,342,2028
110926_0002_0,person,15,772,831,149,267,6962
110926_0002_1,bicycle,15,774,833,210,282,4248
110926_0002_0,person,16,784,848,152,273,7744
110926_0002_1,bicycle,16,790,851,218,294,4636
110926_0002_0,person,17,804,871,152,277,8375
110926_0002_1,bicycle,17,808,870,222,299,4774
110926_0002_0,person,18,822,890,148,286,9384
110926_0002_1,bicycle,18,828,893,226,304,5070
110926_0002_0,person,19,843,917,145,293,10952
110926_0002_1,bicycle,19,848,922,215,315,7400
110926_0002_0,person,20,865,946,142,304,13122
110926_0002_1,bicycle,20,871,956,228,334,9010
110926_0002_0,person,21,890,978,137,311,15312
110926_0002_1,bicycle,21,897,996,232,347,11385
110926_0002_0,person,22,926,1020,142,324,17108
110926_0002_1,bicycle,22,925,1045,238,371,15960
110926_0002_0,person,23,960,1074,135,343,23712
110926_0002_1,bicycle,23,955,1110,234,368,20770
110926_0002_2,bicycle,23,960,1079,138,355,25823
110926_0002_3,car,23,450,469,181,196,285
110926_0002_0,person,24,1011,1140,131,355,28896
110926_0002_1,bicycle,24,996,1188,233,375,27264
110926_0002_0,person,25,1066,1225,126,370,38796
110926_0002_1,bicycle,25,1050,1238,227,373,27448
110926_0002_3,backpack,25,1164,1229,163,264,6565
110926_0002_0,person,26,1137,1241,171,374,21112
110926_0002_1,bicycle,26,1112,1232,256,373,14040
110926_0002_2,car,26,464,484,180,196,320
110926_0002_0,bicycle,27,1197,1240,328,373,1935
110926_0002_1,car,63,117,186,161,189,1932
110926_0002_1,car,66,64,134,160,190,2100
110926_0002_1,car,67,340,385,181,201,900
110926_0002_2,car,67,40,110,161,194,2310
110926_0002_0,car,68,22,94,159,196,2664
110926_0002_2,car,68,322,366,180,203,1012
110926_0002_1,car,69,303,355,174,201,1404
110926_0002_0,car,70,280,347,170,199,1943
110926_0002_0,car,71,254,322,171,202,2108
110926_0002_5,car,71,91,121,161,184,690
110926_0002_0,car,72,227,304,175,205,2310
110926_0002_1,car,72,70,114,166,187,924
110926_0002_0,car,73,193,280,179,216,3219
110926_0002_1,car,73,896,998,180,244,6528
110926_0002_6,car,73,72,109,172,191,703
110926_0002_0,car,74,147,247,179,218,3900
110926_0002_2,car,74,927,1065,170,247,10626
110926_0002_0,car,75,95,213,177,220,5074
110926_0002_1,car,75,966,1063,180,251,6887
110926_0002_4,car,75,41,92,167,192,1275
110926_0002_0,car,76,30,169,175,227,7228
