ID,objectType,imageIndex,u0,u1,v0,v1,area
110926_0057_0,car,0,523,740,175,368,41881
110926_0057_2,car,0,274,359,184,220,3060
110926_0057_4,car,0,458,555,178,216,3686
110926_0057_6,car,0,375,414,181,203,858
110926_0057_7,car,0,420,455,180,202,770
110926_0057_8,car,0,536,569,173,185,396
110926_0057_0,car,1,524,737,174,368,41322
110926_0057_2,car,1,259,338,187,221,2686
110926_0057_5,car,1,432,541,178,213,3815
110926_0057_6,car,1,375,412,183,203,740
110926_0057_0,car,2,524,737,174,368,41322
110926_0057_1,car,2,236,317,187,222,2835
110926_0057_3,car,2,411,516,179,215,3780
110926_0057_6,car,2,513,540,177,205,756
110926_0057_7,car,2,375,416,180,205,1025
110926_0057_8,car,2,533,560,177,203,702
110926_0057_0,car,3,524,737,174,368,41322
110926_0057_1,car,3,213,298,189,223,2890
110926_0057_3,car,3,391,491,179,216,3700
110926_0057_5,car,3,491,528,176,205,1073
110926_0057_7,car,3,528,561,178,198,660
110926_0057_0,car,4,523,737,173,367,41516
110926_0057_1,car,4,199,279,190,223,2640
110926_0057_3,car,4,471,512,174,204,1230
110926_0057_4,car,4,368,470,179,217,3876
110926_0057_0,car,5,526,738,175,367,40704
110926_0057_1,car,5,174,259,190,225,2975
110926_0057_5,car,5,441,489,178,207,1392
110926_0057_6,car,5,342,441,181,218,3663
110926_0057_7,truck,5,343,441,178,218,3920
110926_0057_0,car,6,526,738,175,367,40704
110926_0057_2,car,6,158,238,191,225,2720
110926_0057_3,car,6,323,423,182,219,3700
110926_0057_6,car,6,416,479,175,211,2268
110926_0057_7,car,6,202,239,191,222,1147
110926_0057_0,car,7,526,738,175,367,40704
110926_0057_1,car,7,139,221,191,226,2870
110926_0057_3,car,7,299,396,187,221,3298
110926_0057_4,car,7,400,465,179,210,2015
110926_0057_0,car,8,526,738,175,367,40704
110926_0057_2,car,8,379,450,181,212,2201
110926_0057_3,car,8,117,203,194,227,2838
110926_0057_5,car,8,277,370,188,222,3162
