ID,objectType,imageIndex,u0,u1,v0,v1,area
110926_0027_0,car,0,493,549,181,228,2632
110926_0027_0,car,1,477,540,183,234,3213
110926_0027_1,truck,1,477,541,182,233,3264
110926_0027_0,car,2,457,527,184,242,4060
110926_0027_0,car,3,427,518,185,255,6370
110926_0027_0,car,4,388,504,186,273,10092
110926_0027_0,car,5,328,481,192,302,16830
110926_0027_0,car,6,214,451,198,352,36498
110926_0027_0,car,7,1,391,209,373,63960
110926_0027_0,car,8,4,260,234,371,35072
110926_0027_0,car,33,557,587,167,193,780
110926_0027_0,car,34,555,585,165,195,900
110926_0027_0,truck,35,551,587,157,195,1368
110926_0027_1,truck,37,547,584,154,196,1554
110926_0027_0,truck,38,544,585,153,196,1763
110926_0027_0,truck,39,544,582,152,198,1748
110926_0027_0,car,40,541,579,177,202,950
110926_0027_1,truck,40,541,582,156,202,1886
110926_0027_0,truck,42,533,579,152,206,2484
110926_0027_1,truck,43,527,573,151,209,2668
110926_0027_0,truck,44,524,570,153,212,2714
110926_0027_0,truck,45,517,567,149,213,3200
110926_0027_0,truck,46,510,565,147,214,3685
110926_0027_1,bus,46,508,566,148,213,3770
110926_0027_0,truck,47,503,563,145,217,4320
110926_0027_0,truck,48,495,560,144,221,5005
110926_0027_0,truck,49,485,555,142,224,5740
110926_0027_0,truck,50,470,550,139,228,7120
110926_0027_0,truck,51,456,547,133,235,9282
110926_0027_0,truck,52,433,542,128,243,12535
110926_0027_0,truck,53,407,538,123,253,17030
110926_0027_0,bus,54,375,529,113,269,24024
110926_0027_0,bus,55,317,518,101,290,37989
110926_0027_0,truck,56,233,509,82,321,65964
110926_0027_0,bus,57,62,478,52,368,131456
110926_0027_0,truck,58,3,441,2,366,159432
110926_0027_0,car,62,0,35,232,282,1750
110926_0027_0,person,69,705,717,202,245,516
110926_0027_0,car,90,561,584,178,199,483
110926_0027_0,car,93,551,584,180,202,726
110926_0027_0,truck,95,545,575,180,205,750
110926_0027_0,truck,96,540,571,179,209,930
110926_0027_0,car,97,533,563,182,207,750
110926_0027_1,truck,97,533,562,182,207,725
110926_0027_2,car,97,560,578,179,202,414
110926_0027_0,truck,98,524,562,180,216,1368
110926_0027_1,car,98,559,580,179,202,483
110926_0027_0,car,99,554,577,179,198,437
110926_0027_1,car,99,516,555,181,214,1287
110926_0027_0,car,100,504,550,180,221,1886
110926_0027_1,car,100,549,574,178,199,525
110926_0027_0,car,101,485,540,181,228,2585
110926_0027_1,car,101,544,571,178,200,594
110926_0027_0,car,102,539,570,178,202,744
110926_0027_1,car,102,463,532,183,233,3450
110926_0027_0,car,103,434,518,186,248,5208
110926_0027_1,car,103,534,567,178,206,924
110926_0027_0,car,104,526,562,180,212,1152
110926_0027_1,car,104,367,498,191,279,11528
110926_0027_0,car,105,516,556,183,217,1360
110926_0027_1,truck,105,243,464,195,324,28509
110926_0027_0,car,106,1,389,200,372,66736
110926_0027_1,car,106,503,549,181,221,1840
110926_0027_2,truck,106,504,549,182,222,1800
110926_0027_0,car,107,484,540,184,231,2632
110926_0027_1,car,107,0,146,233,368,19710
110926_0027_0,car,108,456,528,183,242,4248
110926_0027_1,bus,108,458,528,184,241,3990
110926_0027_0,car,109,413,515,188,259,7242
110926_0027_0,car,110,334,485,193,293,15100
110926_0027_0,car,111,136,423,202,369,47929
110926_0027_0,car,112,1,269,230,372,38056
110926_0027_1,person,112,0,83,280,370,7470
110926_0027_1,person,125,301,321,220,289,1380
110926_0027_0,car,142,142,800,189,372,120414
110926_0027_0,car,163,130,779,178,374,127204
110926_0027_0,car,164,123,785,184,373,125118
110926_0027_0,car,180,120,793,184,373,127197
