ID,objectType,imageIndex,u0,u1,v0,v1,area
110926_0014_0,car,0,431,574,170,217,6721
110926_0014_1,car,0,72,272,183,244,12200
110926_0014_2,car,0,1130,1241,162,221,6549
110926_0014_3,car,0,805,945,164,246,11480
110926_0014_4,car,0,932,1061,147,199,6708
110926_0014_8,person,0,929,955,182,237,1430
110926_0014_0,car,1,398,555,168,220,8164
110926_0014_1,car,1,829,988,163,250,13833
110926_0014_2,car,1,1,219,183,253,15260
110926_0014_3,car,1,1177,1242,160,217,3705
110926_0014_5,car,1,949,1058,146,198,5668
110926_0014_0,car,2,362,528,167,221,8964
110926_0014_1,car,2,0,160,182,251,11040
110926_0014_2,car,2,855,1023,159,247,14784
110926_0014_7,car,2,1205,1242,156,204,1776
110926_0014_8,truck,2,944,1053,139,200,6649
110926_0014_0,car,3,325,500,165,222,9975
110926_0014_1,car,3,882,1055,151,246,16435
110926_0014_2,car,3,0,85,184,254,5950
110926_0014_0,car,4,278,467,163,224,11529
110926_0014_1,car,4,908,1090,145,243,17836
110926_0014_4,car,4,885,924,162,200,1482
110926_0014_0,car,5,224,426,164,229,13130
110926_0014_1,car,5,938,1126,152,246,17672
110926_0014_2,car,5,870,1014,141,203,8928
110926_0014_5,car,5,1197,1241,160,194,1496
110926_0014_0,car,6,157,386,167,234,15343
110926_0014_1,car,6,965,1161,155,247,18032
110926_0014_2,car,6,850,1008,140,208,10744
110926_0014_5,car,6,1187,1241,153,198,2430
110926_0014_0,car,7,993,1198,156,254,20090
110926_0014_1,car,7,80,336,168,245,19712
110926_0014_3,car,7,832,990,143,210,10586
110926_0014_5,car,7,1167,1242,156,200,3300
110926_0014_0,car,8,2,278,167,255,24288
110926_0014_1,car,8,1021,1230,156,255,20691
110926_0014_4,truck,8,805,970,143,214,11715
110926_0014_0,car,9,1,203,169,254,17170
110926_0014_1,car,9,1048,1239,157,259,19482
110926_0014_2,truck,9,776,944,146,215,11592
110926_0014_0,car,10,0,113,173,260,9831
110926_0014_1,car,10,1072,1231,155,259,16536
110926_0014_2,truck,10,745,916,144,216,12312
110926_0014_0,car,11,1091,1239,157,260,15244
110926_0014_1,truck,11,710,886,144,220,13376
110926_0014_2,car,11,708,885,144,220,13452
110926_0014_0,car,12,1111,1242,160,264,13624
110926_0014_1,car,12,1053,1142,163,216,4717
110926_0014_2,truck,12,669,846,149,227,13806
110926_0014_0,car,13,1124,1241,168,265,11349
110926_0014_1,car,13,1017,1146,166,222,7224
110926_0014_2,truck,13,620,804,154,234,14720
110926_0014_3,car,13,1020,1241,283,373,19890
110926_0014_0,car,14,1134,1241,172,268,10272
110926_0014_1,car,14,985,1118,170,225,7315
110926_0014_2,truck,14,568,760,156,240,16128
110926_0014_3,car,14,1044,1240,291,371,15680
110926_0014_0,car,15,1139,1241,173,268,9690
110926_0014_1,car,15,939,1076,171,227,7672
110926_0014_2,truck,15,509,713,157,246,18156
110926_0014_3,car,15,1082,1238,298,369,11076
110926_0014_0,car,16,1141,1240,176,269,9207
110926_0014_1,car,16,900,1036,172,230,7888
110926_0014_2,truck,16,444,659,157,252,20425
110926_0014_3,car,16,1089,1239,300,369,10350
110926_0014_0,car,17,1140,1240,176,268,9200
110926_0014_1,truck,17,375,608,158,262,24232
110926_0014_2,car,17,856,995,176,233,7923
110926_0014_3,car,17,1064,1154,181,221,3600
110926_0014_4,car,17,1093,1239,304,369,9490
110926_0014_0,car,18,1135,1240,178,268,9450
110926_0014_1,car,18,813,953,178,237,8260
110926_0014_2,truck,18,294,549,158,270,28560
110926_0014_3,car,18,1023,1131,180,223,4644
110926_0014_4,car,18,1097,1240,300,369,9867
