ID,objectType,imageIndex,u0,u1,v0,v1,area
110926_0064_0,car,0,906,1238,171,325,51128
110926_0064_1,car,0,0,123,165,244,9717
110926_0064_0,car,1,868,1194,171,324,49878
110926_0064_1,car,1,0,53,167,246,4187
110926_0064_2,car,1,1172,1242,199,282,5810
110926_0064_0,car,2,831,1148,170,326,49452
110926_0064_1,car,2,1126,1241,175,302,14605
110926_0064_0,car,3,791,1104,167,325,49454
110926_0064_1,car,3,1074,1241,175,299,20708
110926_0064_0,car,4,752,1063,165,325,49760
110926_0064_1,car,4,1034,1241,171,297,26082
110926_0064_0,car,5,711,1016,164,325,49105
110926_0064_1,car,5,989,1220,171,293,28182
110926_0064_2,car,5,1215,1241,181,251,1820
110926_0064_0,car,6,669,972,163,330,50601
110926_0064_1,car,6,943,1165,171,293,27084
110926_0064_2,car,6,1164,1241,175,255,6160
110926_0064_0,car,7,624,935,166,335,52559
110926_0064_1,car,7,897,1113,171,294,26568
110926_0064_2,car,7,1110,1242,172,261,11748
110926_0064_0,car,8,579,889,167,346,55490
110926_0064_1,car,8,860,1065,172,296,25420
110926_0064_2,car,8,1059,1212,171,262,13923
110926_0064_0,car,9,536,852,171,357,58776
110926_0064_1,car,9,818,1019,174,298,24924
110926_0064_2,car,9,1013,1155,173,259,12212
110926_0064_3,car,9,1214,1241,135,215,2160
110926_0064_0,car,10,488,812,173,362,61236
110926_0064_1,car,10,779,980,177,301,24924
110926_0064_2,car,10,971,1106,177,262,11475
110926_0064_3,car,10,1155,1227,172,219,3384
110926_0064_4,car,10,1223,1242,181,214,627
110926_0064_0,car,11,438,781,172,369,67571
110926_0064_1,car,11,745,938,173,305,25476
110926_0064_2,car,11,934,1060,175,260,10710
110926_0064_3,car,11,1103,1171,173,218,3060
110926_0064_4,car,11,1209,1241,170,195,800
110926_0064_5,car,11,1167,1198,180,211,961
110926_0064_6,car,11,1176,1223,175,208,1551
110926_0064_0,car,12,384,747,174,370,71148
110926_0064_1,car,12,893,1014,178,261,10043
110926_0064_2,car,12,702,900,178,306,25344
110926_0064_3,car,12,1051,1115,176,218,2688
110926_0064_4,car,12,1108,1141,179,211,1056
110926_0064_5,car,12,1148,1181,172,194,726
110926_0064_6,car,12,1227,1242,180,213,495
110926_0064_0,car,13,323,704,174,369,74295
110926_0064_1,car,13,668,861,180,308,24704
110926_0064_2,car,13,855,969,178,260,9348
110926_0064_3,car,13,1008,1074,175,217,2772
110926_0064_4,car,13,1197,1242,234,368,6030
110926_0064_5,car,13,1175,1242,190,258,4556
110926_0064_6,car,13,1095,1126,171,195,744
110926_0064_7,car,13,1059,1088,177,210,957
110926_0064_8,car,13,1167,1205,177,209,1216
110926_0064_9,car,13,1192,1241,149,194,2205
110926_0064_0,car,14,254,661,176,369,78551
110926_0064_1,car,14,959,1019,176,217,2460
110926_0064_2,car,14,1154,1241,215,370,13485
110926_0064_3,car,14,816,927,178,260,9102
110926_0064_4,car,14,625,823,179,314,26730
110926_0064_5,car,14,1122,1207,190,256,5610
110926_0064_6,car,14,1042,1074,173,196,736
110926_0064_7,car,14,1113,1145,180,207,864
110926_0064_8,car,14,1013,1037,180,207,648
110926_0064_0,car,15,174,619,177,373,87220
110926_0064_1,car,15,578,783,182,319,28085
110926_0064_2,car,15,1107,1242,224,369,19575
110926_0064_3,car,15,778,888,178,262,9240
110926_0064_4,car,15,916,973,176,216,2280
110926_0064_5,car,15,1071,1149,189,252,4914
110926_0064_6,car,15,992,1023,175,195,620
110926_0064_7,car,15,1062,1093,179,206,837
110926_0064_8,car,15,964,988,179,205,624
110926_0064_0,car,16,531,744,180,323,30459
110926_0064_1,car,16,76,578,182,373,95882
110926_0064_2,car,16,1065,1241,223,370,25872
110926_0064_3,car,16,737,846,176,260,9156
110926_0064_4,car,16,1024,1097,188,244,4088
110926_0064_5,car,16,874,925,175,214,1989
110926_0064_6,car,16,948,974,173,194,546
110926_0064_7,car,16,1010,1039,178,202,696
110926_0064_8,car,16,819,879,172,205,1980
110926_0064_9,car,16,923,943,180,205,500
110926_0064_0,car,17,1029,1240,218,369,31861
110926_0064_1,car,17,701,809,175,260,9180
110926_0064_2,car,17,487,709,180,328,32856
110926_0064_3,car,17,5,536,182,371,100359
110926_0064_4,car,17,988,1054,184,242,3828
110926_0064_5,car,17,838,890,170,211,2132
110926_0064_6,car,17,967,997,176,200,720
110926_0064_7,car,17,906,929,169,192,529
110926_0064_0,car,18,439,677,181,336,36890
110926_0064_1,car,18,992,1241,216,371,38595
110926_0064_2,car,18,668,774,174,260,9116
110926_0064_3,car,18,946,1016,184,236,3640
110926_0064_4,car,18,2,486,186,373,90508
110926_0064_5,car,18,801,859,166,209,2494
110926_0064_6,car,18,927,957,172,195,690
110926_0064_7,car,18,867,891,166,189,552
110926_0064_0,car,19,966,1240,212,369,43018
110926_0064_1,car,19,8,436,192,374,77896
110926_0064_2,car,19,635,745,173,258,9350
110926_0064_3,car,19,389,642,180,341,40733
110926_0064_4,car,19,913,982,179,236,3933
110926_0064_5,car,19,770,823,168,207,2067
110926_0064_6,car,19,833,859,164,184,520
110926_0064_7,car,19,892,920,169,193,672
110926_0064_0,car,20,940,1240,213,370,47100
110926_0064_1,car,20,348,613,180,350,45050
110926_0064_2,car,20,604,717,173,260,9831
110926_0064_3,car,20,1,390,192,372,70020
110926_0064_4,car,20,885,951,178,234,3696
110926_0064_5,car,20,742,788,168,206,1748
110926_0064_6,car,20,803,828,164,184,500
110926_0064_7,car,20,862,891,167,192,725
110926_0064_8,car,20,696,743,168,201,1551
110926_0064_9,car,20,815,836,163,184,441
110926_0064_10,car,20,758,804,167,202,1610
110926_0064_0,car,21,927,1242,209,370,50715
110926_0064_1,car,21,297,585,179,360,52128
110926_0064_2,car,21,576,693,171,259,10296
110926_0064_3,car,21,1,339,198,369,57798
110926_0064_4,car,21,862,927,177,235,3770
110926_0064_5,car,21,719,761,167,205,1596
110926_0064_6,car,21,779,801,163,186,506
110926_0064_7,car,21,836,859,167,192,575
110926_0064_8,car,21,854,875,175,203,588
110926_0064_0,car,22,248,558,179,366,57970
110926_0064_1,car,22,906,1239,210,372,53946
110926_0064_2,car,22,550,671,172,262,10890
110926_0064_3,car,22,2,284,233,372,39198
110926_0064_4,car,22,834,904,177,232,3850
110926_0064_5,car,22,755,778,161,180,437
110926_0064_6,car,22,697,742,165,203,1710
110926_0064_7,car,22,811,836,172,192,500
110926_0064_8,car,22,752,775,165,187,506
110926_0064_0,car,23,185,530,181,369,64860
110926_0064_1,car,23,895,1238,209,372,55909
110926_0064_2,car,23,522,650,171,263,11776
110926_0064_3,car,23,1,220,279,372,20367
110926_0064_4,car,23,817,887,176,232,3920
110926_0064_5,car,23,674,725,165,203,1938
110926_0064_6,car,23,737,762,160,182,550
110926_0064_7,car,23,789,813,168,189,504
110926_0064_8,car,23,613,679,162,202,2640
110926_0064_9,car,23,711,734,171,199,644
110926_0064_0,car,24,124,511,180,373,74691
110926_0064_1,car,24,500,631,171,266,12445
110926_0064_2,car,24,887,1239,210,373,57376
110926_0064_3,car,24,794,870,175,232,4332
110926_0064_4,car,24,655,703,162,203,1968
110926_0064_5,car,24,0,129,313,372,7611
110926_0064_6,car,24,716,738,162,186,528
110926_0064_7,car,24,771,797,164,189,650
110926_0064_8,car,24,692,714,170,197,594
110926_0064_0,car,25,48,487,186,370,80776
110926_0064_1,car,25,882,1239,211,371,57120
110926_0064_2,car,25,473,613,171,271,14000
110926_0064_3,car,25,784,855,176,232,3976
110926_0064_4,car,25,639,686,162,203,1927
110926_0064_5,car,25,697,721,161,182,504
110926_0064_6,car,25,754,779,165,187,550
110926_0064_7,car,25,678,697,169,195,494
110926_0064_0,car,26,454,597,174,276,14586
110926_0064_1,car,26,4,463,185,374,86751
110926_0064_2,car,26,869,1242,213,371,58934
110926_0064_3,car,26,765,840,176,234,4350
110926_0064_4,car,26,620,666,170,205,1610
110926_0064_5,car,26,681,703,162,182,440
110926_0064_6,car,26,738,765,170,191,567
110926_0064_7,car,26,661,681,174,199,500
110926_0064_8,car,26,636,681,166,202,1620
110926_0064_0,car,27,0,432,185,372,80784
110926_0064_1,car,27,430,580,176,283,16050
110926_0064_2,car,27,874,1239,219,371,55480
110926_0064_3,car,27,755,827,178,235,4104
110926_0064_4,car,27,604,658,168,207,2106
110926_0064_5,car,27,665,688,162,184,506
110926_0064_6,car,27,722,748,166,190,624
110926_0064_7,car,27,644,664,172,200,560
