ID,objectType,imageIndex,u0,u1,v0,v1,area
110926_0059_0,car,0,885,1130,173,330,38465
110926_0059_1,car,0,17,217,177,261,16800
110926_0059_2,car,0,1102,1241,204,367,22657
110926_0059_3,car,0,561,652,172,254,7462
110926_0059_4,car,0,198,285,168,231,5481
110926_0059_5,car,0,727,883,161,247,13416
110926_0059_6,car,0,780,907,188,269,10287
110926_0059_0,car,1,911,1174,173,343,44710
110926_0059_1,car,1,0,199,179,264,16915
110926_0059_2,car,1,561,652,171,253,7462
110926_0059_3,car,1,731,892,160,248,14168
110926_0059_4,car,1,183,279,168,235,6432
110926_0059_5,car,1,791,924,181,273,12236
110926_0059_6,car,1,1184,1241,274,369,5415
110926_0059_7,person,1,663,679,174,212,608
110926_0059_8,car,1,429,461,169,186,544
110926_0059_9,car,1,345,384,161,190,1131
110926_0059_10,car,1,529,561,167,189,704
110926_0059_0,car,2,0,189,178,269,17199
110926_0059_1,car,2,935,1225,171,357,53940
110926_0059_2,car,2,560,652,171,256,7820
110926_0059_3,car,2,740,888,163,249,12728
110926_0059_4,car,2,166,271,170,237,7035
110926_0059_5,car,2,804,963,185,282,15423
110926_0059_6,car,2,428,461,169,187,594
110926_0059_7,car,2,525,555,165,189,720
110926_0059_8,person,2,669,685,171,210,624
110926_0059_0,car,3,975,1242,170,367,52599
110926_0059_1,car,3,0,174,177,274,16878
110926_0059_2,car,3,741,905,162,255,15252
110926_0059_3,car,3,817,1009,180,296,22272
110926_0059_4,car,3,561,654,173,256,7719
110926_0059_5,car,3,150,259,170,240,7630
110926_0059_6,person,3,677,695,173,211,684
110926_0059_7,car,3,426,469,169,190,903
110926_0059_8,person,3,48,65,163,179,272
110926_0059_9,car,3,529,557,169,189,560
110926_0059_0,car,4,1012,1239,171,367,44492
110926_0059_1,car,4,0,158,180,277,15326
110926_0059_2,car,4,749,916,162,256,15698
110926_0059_3,car,4,561,656,173,259,8170
110926_0059_4,car,4,132,249,169,243,8658
110926_0059_5,car,4,830,1044,178,304,26964
110926_0059_6,car,4,529,556,168,191,621
110926_0059_7,car,4,240,270,167,194,810
110926_0059_8,car,4,427,459,171,188,544
110926_0059_9,person,4,26,42,163,181,288
110926_0059_10,person,4,681,696,168,212,660
110926_0059_0,car,5,0,139,181,284,14317
110926_0059_1,car,5,1056,1241,173,367,35890
110926_0059_2,car,5,745,935,163,261,18620
110926_0059_3,car,5,114,242,170,248,9984
110926_0059_4,car,5,560,656,174,260,8256
110926_0059_5,car,5,845,1086,178,313,32535
110926_0059_6,person,5,687,702,168,212,660
110926_0059_7,car,5,523,553,165,190,750
110926_0059_0,car,6,0,123,184,276,11316
110926_0059_1,car,6,861,1125,177,323,38544
110926_0059_2,car,6,560,659,174,260,8514
110926_0059_3,car,6,752,950,160,266,20988
110926_0059_4,car,6,94,232,169,250,11178
110926_0059_5,car,6,1115,1241,175,361,23436
110926_0059_6,car,6,524,554,167,190,690
110926_0059_7,car,6,228,270,171,199,1176
110926_0059_8,person,6,692,708,172,212,640
110926_0059_0,car,7,0,103,183,279,9888
110926_0059_1,car,7,881,1156,173,333,44000
110926_0059_2,car,7,764,967,159,268,22127
110926_0059_3,car,7,74,223,169,252,12367
110926_0059_4,car,7,560,660,173,262,8900
110926_0059_5,person,7,1194,1241,216,357,6627
110926_0059_6,person,7,697,714,168,212,748
110926_0059_7,car,7,421,466,169,190,945
110926_0059_8,car,7,525,553,166,190,672
110926_0059_0,car,8,903,1191,175,347,49536
110926_0059_1,car,8,1,84,180,276,7968
110926_0059_2,car,8,560,661,171,261,9090
110926_0059_3,car,8,769,1009,157,274,28080
110926_0059_4,car,8,59,211,167,251,12768
110926_0059_5,car,8,526,554,165,190,700
110926_0059_6,car,8,450,493,170,190,860
110926_0059_7,car,8,422,463,166,188,902
110926_0059_8,person,8,702,720,170,211,738
110926_0059_0,car,9,560,662,169,263,9588
110926_0059_1,car,9,925,1234,174,357,56547
110926_0059_2,car,9,37,200,164,254,14670
110926_0059_3,car,9,777,1026,156,278,30378
110926_0059_4,car,9,0,60,183,275,5520
110926_0059_5,car,9,521,553,160,189,928
110926_0059_6,person,9,710,726,173,211,608
110926_0059_7,car,9,325,371,160,188,1288
110926_0059_8,car,9,1020,1207,169,218,9163
110926_0059_9,car,9,423,462,167,187,780
110926_0059_10,car,9,762,810,173,243,3360
110926_0059_11,car,9,445,497,169,189,1040
110926_0059_0,car,10,952,1242,172,365,55970
110926_0059_1,car,10,794,1038,156,287,31964
110926_0059_2,car,10,16,189,164,258,16262
110926_0059_3,car,10,560,664,169,263,9776
110926_0059_4,car,10,0,36,190,278,3168
110926_0059_5,car,10,768,820,173,250,4004
110926_0059_6,person,10,717,735,168,211,774
110926_0059_7,car,10,523,552,165,189,696
110926_0059_8,car,10,423,462,165,188,897
110926_0059_0,car,11,809,1069,153,295,36920
110926_0059_1,car,11,0,177,164,260,16992
110926_0059_2,car,11,560,666,171,264,9858
110926_0059_3,car,11,983,1239,187,367,46080
110926_0059_4,person,11,720,740,163,213,1000
110926_0059_5,car,11,522,551,157,187,870
110926_0059_6,car,11,419,460,164,186,902
110926_0059_0,car,12,817,1094,153,302,41273
110926_0059_1,car,12,0,165,165,265,16500
110926_0059_2,car,12,560,667,171,264,9951
110926_0059_3,car,12,1014,1240,220,370,33900
110926_0059_4,person,12,725,746,165,213,1008
110926_0059_5,car,12,781,859,171,249,6084
110926_0059_6,car,12,521,550,163,189,754
110926_0059_7,car,12,1099,1242,178,229,7293
110926_0059_8,car,12,554,575,168,187,399
110926_0059_0,car,13,835,1117,153,314,45402
110926_0059_1,car,13,559,667,170,266,10368
110926_0059_2,car,13,1055,1241,234,370,25296
110926_0059_3,car,13,0,154,167,266,15246
110926_0059_4,car,13,1111,1240,175,235,7740
110926_0059_5,person,13,730,750,165,212,940
110926_0059_6,car,13,788,867,173,258,6715
110926_0059_7,car,13,512,551,159,190,1209
110926_0059_0,car,14,852,1147,155,322,49265
110926_0059_1,car,14,559,668,170,268,10682
110926_0059_2,car,14,0,141,169,273,14664
110926_0059_3,car,14,1104,1241,237,367,17810
110926_0059_4,car,14,796,877,176,259,6723
110926_0059_5,car,14,1155,1241,185,242,4902
110926_0059_6,car,14,517,548,163,191,868
110926_0059_7,person,14,737,756,167,214,893
110926_0059_8,car,14,416,450,167,187,680
