ID,objectType,imageIndex,u0,u1,v0,v1,area
110926_0039_0,car,0,0,65,220,331,7215
110926_0039_1,car,0,891,975,173,227,4536
110926_0039_2,car,0,1156,1242,158,250,7912
110926_0039_3,car,0,983,1026,171,197,1118
110926_0039_4,person,0,7,180,0,155,26815
110926_0039_5,car,0,1033,1053,165,181,320
110926_0039_6,car,0,1080,1101,158,174,336
110926_0039_7,car,0,1067,1098,155,170,465
110926_0039_0,car,1,860,942,174,229,4510
110926_0039_1,car,1,1123,1241,159,254,11210
110926_0039_2,car,1,946,987,172,198,1066
110926_0039_3,car,1,988,1011,166,184,414
110926_0039_4,person,1,0,98,0,168,16464
110926_0039_5,car,1,996,1015,167,179,228
110926_0039_0,car,2,1085,1240,159,261,15810
110926_0039_1,car,2,829,908,176,230,4266
110926_0039_2,car,2,909,949,172,200,1120
110926_0039_3,car,2,954,974,167,183,320
110926_0039_4,car,2,949,969,168,190,440
110926_0039_5,car,2,997,1018,161,180,399
110926_0039_0,car,3,796,873,176,231,4235
110926_0039_1,car,3,876,915,173,200,1053
110926_0039_2,car,3,1053,1214,160,263,16583
110926_0039_3,truck,3,1051,1216,160,264,17160
110926_0039_4,car,3,957,979,164,183,418
110926_0039_0,car,4,839,877,172,199,1026
110926_0039_1,car,4,762,836,175,231,4144
110926_0039_2,car,4,1016,1180,160,261,16564
110926_0039_3,car,4,876,897,167,185,378
110926_0039_4,car,4,951,1003,158,200,2184
110926_0039_5,car,4,915,943,162,178,448
110926_0039_0,car,5,988,1149,156,260,16744
110926_0039_1,car,5,732,805,175,231,4088
110926_0039_2,car,5,805,844,172,196,936
110926_0039_0,car,6,952,1117,154,259,17325
110926_0039_1,car,6,698,769,175,231,3976
110926_0039_2,car,6,769,810,172,197,1025
110926_0039_3,car,6,845,869,161,178,408
110926_0039_0,car,7,923,1092,155,263,18252
110926_0039_1,car,7,667,739,176,234,4176
110926_0039_2,car,7,739,778,172,199,1053
110926_0039_0,car,8,635,710,177,237,4500
110926_0039_1,car,8,895,1070,158,268,19250
110926_0039_2,car,8,712,751,172,199,1053
110926_0039_0,car,9,608,685,177,239,4774
110926_0039_1,car,9,870,1051,161,271,19910
110926_0039_2,car,9,686,721,173,200,945
110926_0039_3,car,9,791,833,162,203,1722
110926_0039_0,car,10,655,691,178,205,972
110926_0039_1,car,10,580,660,180,244,5120
110926_0039_2,car,10,849,1035,160,274,21204
110926_0039_3,car,10,761,807,163,205,1932
110926_0039_0,car,11,831,1024,165,287,23546
110926_0039_1,car,11,629,671,185,214,1218
110926_0039_2,car,11,554,636,191,255,5248
110926_0039_3,car,11,735,786,172,212,2040
110926_0039_0,car,12,529,614,201,266,5525
110926_0039_1,car,12,610,649,192,223,1209
110926_0039_2,car,12,814,1018,178,300,24888
110926_0039_0,car,13,499,591,204,276,6624
110926_0039_1,car,13,587,630,199,227,1204
110926_0039_2,car,13,699,747,185,230,2160
110926_0039_3,car,13,800,1014,182,310,27392
110926_0039_0,car,14,481,572,206,275,6279
110926_0039_1,car,14,568,614,195,227,1472
110926_0039_2,car,14,789,1015,183,318,30510
110926_0039_3,car,14,684,732,187,232,2160
110926_0039_0,car,15,458,561,199,277,8034
110926_0039_1,car,15,554,600,190,224,1564
110926_0039_2,car,15,780,1021,180,324,34704
110926_0039_3,car,15,668,716,182,227,2160
110926_0039_4,truck,15,627,668,138,205,2747
110926_0039_0,car,16,435,542,194,278,8988
110926_0039_1,car,16,772,1035,178,328,39450
110926_0039_2,car,16,538,585,184,221,1739
110926_0039_3,car,16,653,703,178,220,2100
110926_0039_0,car,17,415,526,195,283,9768
110926_0039_1,car,17,525,571,184,219,1610
110926_0039_2,car,17,643,691,176,220,2112
110926_0039_3,truck,17,767,1052,178,336,45030
110926_0039_0,car,18,391,513,194,287,11346
110926_0039_1,car,18,764,1072,174,349,53900
110926_0039_2,car,18,509,559,184,221,1850
110926_0039_3,car,18,635,683,173,220,2256
110926_0039_0,car,19,372,499,195,291,12192
110926_0039_1,car,19,765,1104,173,362,64071
110926_0039_2,car,19,627,676,175,221,2254
110926_0039_3,car,19,497,551,183,221,2052
110926_0039_4,truck,19,489,555,148,220,4752
110926_0039_0,car,20,769,1146,173,369,73892
110926_0039_1,car,20,353,488,196,297,13635
110926_0039_2,car,20,492,539,190,221,1457
110926_0039_3,car,20,622,673,175,222,2397
110926_0039_4,car,20,535,553,181,201,360
110926_0039_0,car,21,329,478,194,305,16539
110926_0039_1,car,21,483,536,184,221,1961
110926_0039_2,truck,21,778,1227,170,372,90698
110926_0039_3,car,21,621,670,172,221,2401
110926_0039_4,car,21,771,1223,172,372,90400
110926_0039_5,car,21,606,628,178,212,748
110926_0039_0,car,22,310,467,197,315,18526
110926_0039_1,car,22,479,533,183,223,2160
110926_0039_2,car,22,619,669,171,223,2600
110926_0039_3,car,22,799,1236,154,373,95703
110926_0039_4,car,22,523,546,178,202,552
110926_0039_0,car,23,282,462,199,328,23220
110926_0039_1,car,23,801,1241,171,372,88440
110926_0039_2,car,23,473,532,187,225,2242
110926_0039_3,car,23,617,670,173,224,2703
110926_0039_0,car,24,253,453,203,346,28600
110926_0039_1,car,24,822,1239,175,371,81732
110926_0039_2,car,24,469,533,185,229,2816
110926_0039_3,car,24,614,671,175,226,2907
110926_0039_0,car,25,217,440,206,361,34565
110926_0039_1,car,25,468,526,188,233,2610
110926_0039_2,car,25,616,675,173,229,3304
110926_0039_3,car,25,855,1241,172,375,78358
110926_0039_4,truck,25,850,1239,171,375,79356
110926_0039_5,truck,25,609,675,175,230,3630
110926_0039_0,car,26,177,430,206,370,41492
110926_0039_1,car,26,886,1239,175,373,69894
110926_0039_2,car,26,464,527,187,234,2961
110926_0039_3,car,26,616,676,176,231,3300
110926_0039_4,truck,26,610,678,176,231,3740
110926_0039_0,car,27,124,417,209,373,48052
110926_0039_1,car,27,928,1242,187,371,57776
110926_0039_2,car,27,461,523,185,233,2976
110926_0039_3,car,27,620,679,174,230,3304
110926_0039_4,car,27,525,547,180,199,418
110926_0039_0,car,28,55,399,206,371,56760
110926_0039_1,car,28,457,522,183,232,3185
110926_0039_2,car,28,620,685,169,229,3900
110926_0039_3,car,28,521,543,179,199,440
110926_0039_4,truck,28,621,684,171,228,3591
110926_0039_5,car,28,992,1241,283,372,22161
110926_0039_6,car,28,513,538,182,208,650
110926_0039_7,car,28,567,587,175,192,340
110926_0039_0,car,29,0,385,204,371,64295
110926_0039_1,car,29,454,519,180,231,3315
110926_0039_2,car,29,626,688,168,228,3720
110926_0039_3,truck,29,627,688,169,227,3538
110926_0039_4,car,29,520,541,179,197,378
110926_0039_5,car,29,508,534,183,210,702
110926_0039_0,car,30,5,362,210,370,57120
110926_0039_1,car,30,452,516,180,232,3328
110926_0039_2,car,30,633,695,166,228,3844
110926_0039_3,truck,30,632,695,168,229,3843
110926_0039_4,car,30,520,544,177,196,456
110926_0039_5,car,30,507,533,183,211,728
110926_0039_0,car,31,2,334,219,369,49800
110926_0039_1,car,31,448,517,180,234,3726
110926_0039_2,car,31,633,701,164,232,4624
110926_0039_3,truck,31,634,700,166,232,4356
110926_0039_4,car,31,509,533,185,210,600
110926_0039_5,car,31,521,543,179,199,440
110926_0039_0,car,32,3,293,225,369,41760
110926_0039_1,car,32,445,515,180,237,3990
110926_0039_2,car,32,637,709,166,235,4968
110926_0039_3,car,32,508,534,186,213,702
110926_0039_4,truck,32,637,709,167,234,4824
110926_0039_5,car,32,538,556,178,192,252
110926_0039_0,car,33,3,246,235,371,33048
110926_0039_1,car,33,441,515,182,240,4292
110926_0039_2,car,33,641,716,168,239,5325
110926_0039_3,car,33,537,559,179,196,374
110926_0039_4,car,33,509,535,186,216,780
110926_0039_5,truck,33,641,717,169,239,5320
110926_0039_6,car,33,623,644,182,218,756
110926_0039_0,car,34,440,517,184,246,4774
110926_0039_1,car,34,1,166,253,372,19635
110926_0039_2,car,34,649,725,168,242,5624
110926_0039_3,car,34,513,540,194,217,621
110926_0039_4,car,34,538,562,181,198,408
110926_0039_0,car,35,437,518,185,249,5184
110926_0039_1,car,35,654,739,166,245,6715
110926_0039_2,car,35,507,543,185,219,1224
110926_0039_3,car,35,539,564,179,199,500
110926_0039_4,car,35,549,571,179,195,352
110926_0039_5,car,35,629,661,181,222,1312
110926_0039_0,car,36,434,519,184,252,5780
110926_0039_1,car,36,661,750,165,248,7387
110926_0039_2,car,36,513,547,190,221,1054
110926_0039_3,car,36,549,571,180,196,352
110926_0039_4,car,36,639,682,174,223,2107
110926_0039_5,car,36,595,625,175,195,600
110926_0039_6,car,36,638,664,187,223,936
110926_0039_0,car,37,431,521,183,254,6390
110926_0039_1,car,37,669,762,163,251,8184
110926_0039_2,car,37,550,574,179,194,360
110926_0039_3,car,37,516,549,190,221,1023
110926_0039_4,car,37,640,674,181,220,1326
110926_0039_5,car,37,598,621,175,193,414
110926_0039_0,car,38,425,519,184,259,7050
110926_0039_1,car,38,675,774,163,254,9009
110926_0039_2,car,38,552,574,181,197,352
110926_0039_3,car,38,513,550,187,223,1332
110926_0039_4,car,38,645,675,183,223,1200
110926_0039_0,car,39,416,519,187,266,8137
110926_0039_1,car,39,682,786,165,259,9776
110926_0039_2,car,39,505,554,189,224,1715
110926_0039_3,car,39,553,577,180,198,432
110926_0039_4,car,39,652,699,171,228,2679
110926_0039_5,car,39,652,678,190,226,936
110926_0039_0,car,40,409,516,190,275,9095
110926_0039_1,car,40,683,799,166,267,11716
110926_0039_2,car,40,504,554,187,230,2150
110926_0039_3,car,40,554,578,183,200,408
110926_0039_4,car,40,652,702,181,229,2400
110926_0039_5,car,40,677,716,174,241,2613
110926_0039_0,car,41,395,514,190,281,10829
110926_0039_1,car,41,691,811,169,274,12600
110926_0039_2,car,41,504,553,188,230,2058
110926_0039_3,car,41,553,579,182,201,494
110926_0039_4,car,41,655,694,189,230,1599
110926_0039_5,car,41,684,719,181,256,2625
110926_0039_6,bench,41,0,161,210,258,7728
110926_0039_7,car,41,564,582,183,198,270
110926_0039_0,car,42,380,505,192,285,11625
110926_0039_1,car,42,696,825,168,279,14319
110926_0039_2,car,42,499,552,189,234,2385
110926_0039_3,car,42,656,696,186,231,1800
110926_0039_4,car,42,552,579,182,203,567
110926_0039_5,car,42,685,723,180,254,2812
110926_0039_6,car,42,494,537,202,242,1720
110926_0039_7,car,42,626,653,178,198,540
110926_0039_8,car,42,563,581,183,199,288
110926_0039_0,car,43,364,502,190,296,14628
110926_0039_1,car,43,696,843,167,288,17787
110926_0039_2,car,43,495,551,189,234,2520
110926_0039_3,car,43,551,579,185,205,560
110926_0039_4,car,43,656,693,192,233,1517
110926_0039_5,car,43,661,730,184,238,3726
110926_0039_0,car,44,344,493,196,309,16837
110926_0039_1,car,44,698,860,168,298,21060
110926_0039_2,car,44,490,549,188,235,2773
110926_0039_3,car,44,548,576,187,206,532
110926_0039_4,car,44,661,713,186,242,2912
110926_0039_5,car,44,490,532,201,245,1848
110926_0039_6,car,44,695,740,183,260,3465
110926_0039_0,car,45,699,883,169,313,26496
110926_0039_1,car,45,319,485,201,323,20252
110926_0039_2,car,45,488,548,191,240,2940
110926_0039_3,car,45,660,722,187,247,3720
110926_0039_4,car,45,658,696,196,243,1786
110926_0039_5,car,45,550,573,191,209,414
110926_0039_6,car,45,478,524,208,249,1886
110926_0039_0,car,46,707,912,167,324,32185
110926_0039_1,car,46,289,482,201,337,26248
110926_0039_2,car,46,481,546,190,240,3250
110926_0039_3,car,46,661,724,188,249,3843
110926_0039_4,car,46,540,572,188,210,704
110926_0039_5,car,46,471,523,203,253,2600
110926_0039_6,car,46,659,696,194,244,1850
110926_0039_7,car,46,701,757,186,257,3976
110926_0039_0,car,47,249,474,195,349,34650
110926_0039_1,car,47,709,941,162,332,39440
110926_0039_2,car,47,483,543,184,233,2940
110926_0039_3,car,47,661,722,185,246,3721
110926_0039_4,car,47,661,694,190,240,1650
110926_0039_5,car,47,538,569,180,205,775
110926_0039_6,car,47,451,517,205,251,3036
110926_0039_7,car,47,699,756,185,253,3876
110926_0039_8,car,47,564,581,180,198,306
110926_0039_0,car,48,203,462,194,365,44289
110926_0039_1,car,48,724,981,159,347,48316
110926_0039_2,car,48,475,539,180,233,3392
110926_0039_3,car,48,662,718,185,244,3304
110926_0039_4,car,48,704,763,183,269,5074
110926_0039_5,car,48,429,509,202,251,3920
110926_0039_6,car,48,539,569,177,199,660
