ID,objectType,imageIndex,u0,u1,v0,v1,area,distance
110926_0017_0,Car,0,718.3067023515638,983.5025815723203,164.02496173983675,272.31848173945536,28718.99525020944,13.753601436613911
110926_0017_0,Car,1,771.0205153431958,1048.9687685717552,163.62213485270325,273.7547978452002,30611.18130217412,13.87359707168482
110926_0017_0,Car,2,830.6482391816094,1127.8931946535479,163.18159070547372,275.49876505714286,33385.713488895846,14.095732446445728
110926_0017_0,Car,3,892.2294550964199,1210.0130257261812,162.72323985674706,277.31334008734353,36414.85121010119,14.398859825359807
110926_0017_0,Car,4,955.8617549423786,1242.0,162.24598046644456,279.20289939859697,33465.84753059258,14.77799606901391
110926_0017_0,Car,5,1021.6493651967984,1242.0,161.74861769239428,281.1721894898556,26315.05985603633,15.22746489506004
110926_0017_0,Car,6,1089.703640043532,1242.0,161.2298542823368,283.2263644104567,18579.624419905045,15.741242464583589
110926_0017_0,Car,7,1160.1438286237728,1242.0,160.68827822372668,285.37103496834163,10206.053103747645,16.313254144768848
110926_0017_1,Car,0,0.0,78.97867154025165,178.51333268827798,251.57839290548574,5770.581391963559,22.04403123108946
110926_0017_1,Car,1,0.0,120.24840246936205,178.39062083299999,252.37830683373437,8896.901043993092,21.200709646073342
110926_0017_1,Car,2,0.0,162.47196597199672,178.26477768838564,253.19866216017263,12174.65552804971,20.38339822348931
110926_0017_1,Car,3,7.361140703654148,205.6828531066061,178.13568180957543,254.04025245475304,15053.524429562465,19.595351842668368
110926_0017_1,Car,4,52.37673118110249,249.91614120718697,178.00320538999,254.90391290380595,15190.920392867683,18.84024314065416
110926_0017_1,Car,5,98.49954114470566,295.20858892412275,177.86721383924063,255.79052307433798,15328.219959457057,18.122189890307002
110926_0017_1,Car,6,145.77088556267728,341.5987381810889,177.72756532698145,256.701009901634,15465.200064933357,17.44576820613252
110926_0017_1,Car,7,194.23416106588107,389.12702364238066,177.58411028945474,257.6363509214941,15601.610332440927,16.816002713018428
110926_0017_1,Car,8,243.93497872695713,437.83589034413575,177.43669089511874,258.59757777080046,15737.169952853392,16.23832267344019
110926_0017_1,Car,9,293.93754299674083,487.154233573752,177.2863519008974,259.7314744390155,15929.77373103134,15.698290387836435
110926_0017_1,Car,10,345.4252421274229,537.8896781751232,177.1311892764226,260.9018092189911,16122.865124612686,15.220099617807332
110926_0017_1,Car,11,398.4651917238544,590.104241306848,176.97096699811956,262.11036712858476,16316.033723068556,14.809741937176536
110926_0017_1,Car,12,453.12859708446246,643.8635959512313,176.8054334398079,263.35905133571487,16508.80421129056,14.472988467813293
110926_0017_1,Car,13,509.49110790233294,699.2373820098493,176.63431994508906,264.6498939783427,16700.627236244138,14.215071128466404
110926_0017_1,Car,14,568.8183250196473,758.7800530501968,176.46258967147995,266.0705685927837,17022.086521215908,14.030869790562736
110926_0017_1,Car,15,630.1547320864091,826.8046533572223,176.28454462004342,267.5435703941471,17946.080233728593,13.936707039991198
110926_0017_1,Car,16,693.6040970844304,897.3828622529714,176.0998298360814,269.0718445275429,18945.722349057487,13.934408325965883
110926_0017_1,Car,17,758.5600307355752,970.661137139167,175.90806331355037,270.65856089980343,20096.685370335126,14.024018811863836
110926_0017_1,Car,18,818.7889983581784,1046.7973819047436,175.70883323182355,272.30713716456324,22025.223133043786,14.203799056585028
110926_0017_1,Car,19,884.6397558326823,1131.1580053204834,175.50009172444967,274.32292456445157,24361.63176114285,14.465496534694353
110926_0017_1,Car,20,952.9935052150099,1219.495417808877,175.28152999691642,276.4337123829668,26957.250068926096,14.819381537822196
110926_0017_1,Car,21,1023.9957828994842,1242.0,175.05243815056505,278.64637830463045,22583.915819644713,15.259041458642713
110926_0017_1,Car,22,1097.8036091636977,1242.0,174.81203624782611,280.9684796162669,15307.375997747477,15.77730705598312
110926_0017_1,Car,23,1174.586696187118,1242.0,174.55946528255643,283.40834095222937,7337.86232521029,16.36671274347915
110926_0017_2,Car,17,0.0,23.199372327682962,181.34510299184078,250.929455244037,1614.3132960793448,23.843601136125
110926_0017_2,Car,18,0.0,52.061156206693425,181.20343954253218,251.4252780246308,3655.8301023377326,23.193988323053038
110926_0017_2,Car,19,0.0,88.14243239332184,181.05718584360972,252.04844977303839,6257.342681416134,22.418333644036476
110926_0017_2,Car,20,0.0,124.95646068517853,180.90797659011565,252.68557315887514,8969.0744237208,21.660604053382915
110926_0017_2,Car,21,0.0,166.60416017431763,180.7730935182874,253.44349476517158,12107.191169267824,20.844465908102656
110926_0017_2,Car,22,0.0,209.2081778903767,180.6351302358691,254.22066876239379,15394.696434216345,20.05564748724967
110926_0017_2,Car,23,5.863662014995201,252.8019867574837,180.49397905824566,255.0178370508423,18402.796646038925,19.29749936993741
110926_0017_2,Car,24,49.68221449901771,296.757061718961,180.3409662977254,255.9186662199668,18673.348661522516,18.56231547256046
110926_0017_2,Car,25,94.59179479657864,341.85767253558623,180.18398383255226,256.84558978232144,18955.7992840516,17.864350461107218
110926_0017_2,Car,26,140.6334830449292,388.1493596765191,180.02287403177482,257.7997571104408,19251.01339688868,17.208133745875735
110926_0017_2,Car,27,187.85045071672846,435.6801074678745,179.85747081375726,258.78238609825337,19559.93466406995,16.59861754963088
110926_0017_2,Car,28,237.31738322312987,485.8883062873588,179.69024732690966,259.94805088651424,19949.756313918468,16.006530021368473
110926_0017_2,Car,29,288.26091940137303,537.6522865038318,179.51786295475463,261.1541579766647,20359.387220693796,15.475213534025183
110926_0017_2,Car,30,340.7479737027338,591.0456948172325,179.34007367975192,262.40284795532796,20790.423110624688,15.011122389646344
110926_0017_2,Car,31,394.84955253923283,646.1468811684202,179.15661991772558,263.69641481307536,21244.624620060815,14.620659719008515
110926_0017_2,Car,32,450.64110992283395,703.0393190434681,178.96722512740277,265.03732085263937,21723.93801989127,14.30985385283802
110926_0017_2,Car,33,507.3833771973741,760.9276066334229,178.76675621925676,266.3810026142402,22214.086589836184,14.08925556702203
110926_0017_2,Car,34,565.9024806350866,827.547381583897,178.54284554753636,267.7743656981405,23346.97225131661,13.95509797857396
110926_0017_2,Car,35,626.2829943867013,897.780098674116,178.30319770256244,269.220216034725,24683.707207627933,13.909882413778588
110926_0017_2,Car,36,688.6149314455279,970.7144705657107,178.05436315803775,270.72157447298815,26141.377603500103,13.954473474676599
110926_0017_2,Car,37,752.9942318729511,1046.5091306381894,177.79580320530025,272.2816988257307,27733.018087773515,14.08801841240729
110926_0017_2,Car,38,818.3701302206683,1130.2698789322303,177.62624521101608,274.2373827672006,30132.989526512094,14.297223532944603
110926_0017_2,Car,39,882.578721729536,1217.8857794043522,177.4488943377151,276.2830785502568,33139.79950599812,14.598458791948937
110926_0017_2,Car,40,949.1904358218968,1242.0,177.26320072559358,278.4251466515274,29621.18529798153,14.98617551901999
110926_0017_2,Car,41,1018.3427760135407,1242.0,177.06856146730368,280.67056209003886,23171.33585872437,15.453866084526807
110926_0017_2,Car,42,1090.1838812208234,1242.0,176.86431429593418,283.0269876782082,16117.205032118236,15.994516295783805
110926_0017_2,Car,43,1164.8737309006376,1242.0,176.64972964294265,285.50286616176226,8395.436299460112,16.600999746427426
110926_0017_3,Car,34,0.0,43.534980478224554,178.4574291466914,252.06271069824535,3204.4044954411233,22.95182872443217
110926_0017_3,Car,35,0.0,83.9691494092909,178.25537985583722,252.79599613723863,6259.112145593617,22.090163323717384
110926_0017_3,Car,36,0.0,125.34754221543523,178.04816493068552,253.54802793983325,9463.722265798722,21.25107603368056
110926_0017_3,Car,37,0.0,167.70382946703293,177.83558384034217,254.31953307032413,12826.6511786301,20.437347922897075
110926_0017_3,Car,38,0.0,211.0732852509937,177.61742562154626,255.11127635517963,16356.881661098123,19.65212954299291
110926_0017_3,Car,39,31.832248305214225,255.49291391465087,177.3934680391947,255.9240635326745,17564.20525877712,18.898974673546125
110926_0017_3,Car,40,77.33892177136978,301.0015471521739,177.163476875442,256.7587438363693,17802.486376366982,18.181868082551834
110926_0017_3,Car,41,123.8959515924783,347.6398948760465,176.9272054322271,257.616211804583,18053.676465383865,17.505241159037666
110926_0017_3,Car,42,171.5399651622317,395.4508187801147,176.68439288230852,258.49741326945446,18318.823231943108,16.87396331986877
110926_0017_3,Car,43,220.30919967807895,444.479254091112,176.43476437579315,259.4033449757476,18599.071227663906,16.293307309927325
110926_0017_3,Car,44,270.24383201776953,494.7725790328261,176.1780288452177,260.33506255278314,18895.67333086355,15.768865526859333
110926_0017_3,Car,45,321.895568717167,547.3657794933042,176.02703921159656,261.46559807692677,19263.84987577541,15.279358412895142
110926_0017_3,Car,46,375.10588826637485,601.3999387092972,175.87139338387468,262.63106379986715,19633.19723352792,14.860164880594564
110926_0017_3,Car,47,429.9463585016544,656.9351392263258,175.71087249789707,263.83310388408205,20002.757857087494,14.517377215843688
110926_0017_3,Car,48,486.4930205660021,714.0348755534409,175.54524368267266,265.0734678490828,20371.418200556214,14.25650776331911
110926_0017_3,Car,49,544.826675963225,772.7662314829139,175.37425912104064,266.3540176545291,20737.885721411993,14.082109946515109
110926_0017_3,Car,50,605.0333479093822,841.2945886463815,175.19765458768097,267.676738703289,21849.22315537488,13.997416197792084
110926_0017_3,Car,51,667.2046573259857,912.2306597830346,175.01514822317625,269.04374908353725,23039.452185443683,14.004054149102513
110926_0017_3,Car,52,731.9408910524793,985.8198535045647,174.83103932459053,270.3008146268023,24237.767499259255,14.101082571698758
110926_0017_3,Car,53,793.4162094367372,1061.669871934195,174.64154712068216,271.5954331671529,26008.235025326958,14.28751264575436
110926_0017_3,Car,54,853.7360831855891,1139.8832494370308,174.44642801611604,272.929346159984,28180.607951040507,14.559910560162235
110926_0017_3,Car,55,918.8458508919387,1223.9649309498823,174.23289335725755,274.64234999825715,30636.841039419774,14.933774586036076
110926_0017_3,Car,56,985.869060986034,1242.0,174.01092489205288,276.42337328979977,26230.996574834247,15.38850622227939
110926_0017_3,Car,57,1054.8918017996905,1242.0,173.78001121111654,278.2765432944418,19552.157836291826,15.917176150929134
110926_0017_3,Car,58,1126.005413903971,1242.0,173.53959873482967,280.2063281193746,12372.763125177424,16.512684275618668
