ID,objectType,imageIndex,u0,u1,v0,v1,area
110926_0035_0,car,0,810,1225,188,373,76775
110926_0035_1,car,0,267,451,190,328,25392
110926_0035_2,car,0,693,814,181,263,9922
110926_0035_3,person,0,104,162,197,326,7482
110926_0035_4,car,0,652,722,176,218,2940
110926_0035_5,person,0,22,94,181,346,11880
110926_0035_6,car,0,469,545,170,222,3952
110926_0035_7,car,0,392,491,161,270,10791
110926_0035_0,car,1,830,1239,190,371,74029
110926_0035_1,car,1,697,822,179,268,11125
110926_0035_2,car,1,236,440,195,339,29376
110926_0035_3,car,1,651,720,178,220,2898
110926_0035_4,person,1,51,112,197,344,8967
110926_0035_5,car,1,415,484,203,274,4899
110926_0035_6,person,1,0,42,202,363,6762
110926_0035_7,car,1,473,542,170,222,3588
110926_0035_8,umbrella,1,0,43,201,264,2709
110926_0035_0,car,2,698,832,179,272,12462
110926_0035_1,car,2,192,426,194,353,37206
110926_0035_2,car,2,848,1241,191,372,71133
110926_0035_3,car,2,397,478,203,283,6480
110926_0035_4,car,2,649,718,177,221,3036
110926_0035_5,person,2,0,48,205,362,7536
110926_0035_6,car,2,473,538,169,224,3575
110926_0035_7,car,2,404,536,188,263,9900
110926_0035_0,car,3,698,848,180,277,14550
110926_0035_1,car,3,148,412,193,369,46464
110926_0035_2,car,3,380,470,205,287,7380
110926_0035_3,car,3,878,1239,194,372,64258
110926_0035_4,car,3,652,719,176,221,3015
110926_0035_5,car,3,467,534,170,224,3618
110926_0035_6,car,3,767,801,161,183,748
110926_0035_0,car,4,704,863,182,286,16536
110926_0035_1,car,4,914,1239,204,369,53625
110926_0035_2,car,4,87,392,196,370,53070
110926_0035_3,car,4,357,463,207,295,9328
110926_0035_4,car,4,653,722,175,223,3312
110926_0035_5,car,4,466,533,169,225,3752
110926_0035_6,car,4,769,804,157,182,875
110926_0035_0,car,5,710,881,183,292,18639
110926_0035_1,car,5,347,452,210,304,9870
110926_0035_2,car,5,28,388,200,371,61560
110926_0035_3,car,5,653,724,175,224,3479
110926_0035_4,car,5,960,1241,222,370,41588
110926_0035_5,car,5,461,530,166,226,4140
110926_0035_6,car,5,769,805,163,186,828
110926_0035_0,car,6,711,899,184,301,21996
110926_0035_1,car,6,315,443,213,317,13312
110926_0035_2,car,6,658,728,176,226,3500
110926_0035_3,car,6,0,350,203,371,58800
110926_0035_4,car,6,457,526,168,227,4071
110926_0035_5,car,6,755,811,159,189,1680
110926_0035_6,car,6,1020,1239,274,373,21681
110926_0035_7,truck,6,361,445,151,219,5712
110926_0035_0,car,7,716,924,184,307,25584
110926_0035_1,car,7,4,334,205,371,54780
110926_0035_2,car,7,289,435,217,323,15476
110926_0035_3,car,7,660,732,177,228,3672
110926_0035_4,car,7,456,524,169,229,4080
110926_0035_5,car,7,777,814,160,187,999
110926_0035_6,truck,7,357,442,151,219,5780
110926_0035_7,car,7,0,90,208,285,6930
110926_0035_0,car,8,716,954,183,320,32606
110926_0035_1,car,8,1,308,208,371,50041
110926_0035_2,car,8,260,426,218,343,20750
110926_0035_3,car,8,660,736,176,229,4028
110926_0035_4,car,8,449,522,173,231,4234
110926_0035_5,truck,8,355,438,152,220,5644
110926_0035_6,car,8,754,820,158,192,2244
110926_0035_7,truck,8,590,672,132,185,4346
110926_0035_0,car,9,729,989,185,337,39520
110926_0035_1,car,9,217,412,219,360,27495
110926_0035_2,car,9,670,741,178,232,3834
110926_0035_3,car,9,2,266,220,368,39072
110926_0035_4,car,9,444,520,170,232,4712
110926_0035_5,truck,9,355,438,150,220,5810
110926_0035_0,car,10,748,1033,187,349,46170
110926_0035_1,car,10,162,401,224,367,34177
110926_0035_2,car,10,1,239,229,370,33558
110926_0035_3,car,10,670,745,177,231,4050
110926_0035_4,car,10,437,522,169,232,5355
110926_0035_5,car,10,655,708,171,222,2703
110926_0035_6,truck,10,346,434,150,219,6072
110926_0035_7,car,10,795,830,161,187,910
110926_0035_0,car,11,757,1082,190,364,56550
110926_0035_1,car,11,70,397,230,368,45126
110926_0035_2,car,11,677,751,177,234,4218
110926_0035_3,car,11,0,158,253,371,18644
110926_0035_4,car,11,437,522,177,239,5270
110926_0035_5,truck,11,342,433,150,218,6188
110926_0035_6,car,11,662,725,172,227,3465
110926_0035_7,car,11,775,830,163,198,1925
110926_0035_0,car,12,773,1158,193,371,68530
110926_0035_1,car,12,0,366,234,370,49776
110926_0035_2,car,12,681,759,175,236,4758
110926_0035_3,car,12,429,516,176,240,5568
110926_0035_4,truck,12,336,431,147,216,6555
110926_0035_5,car,12,664,722,170,226,3248
110926_0035_6,car,12,659,694,172,223,1785
110926_0035_7,truck,12,470,553,143,194,4233
110926_0035_8,car,12,780,843,160,199,2457
110926_0035_0,car,13,790,1235,193,372,79655
110926_0035_1,car,13,687,770,179,236,4731
110926_0035_2,car,13,0,349,242,371,45021
110926_0035_3,car,13,423,517,170,242,6768
110926_0035_4,car,13,663,711,169,223,2592
110926_0035_5,truck,13,332,426,147,214,6298
110926_0035_6,truck,13,496,552,142,192,2800
110926_0035_0,car,14,808,1240,196,371,75600
110926_0035_1,car,14,693,772,177,240,4977
110926_0035_2,car,14,3,317,253,370,36738
110926_0035_3,car,14,418,514,169,245,7296
110926_0035_4,car,14,665,714,169,224,2695
110926_0035_5,car,14,453,519,159,228,4554
110926_0035_6,truck,14,327,418,148,215,6097
110926_0035_7,truck,14,497,554,140,193,3021
110926_0035_0,car,15,830,1233,204,372,67704
110926_0035_1,car,15,696,780,178,242,5376
110926_0035_2,car,15,1,284,266,373,30281
110926_0035_3,car,15,409,508,176,248,7128
110926_0035_4,car,15,665,718,170,225,2915
110926_0035_5,truck,15,321,416,147,219,6840
110926_0035_6,car,15,445,520,158,229,5325
110926_0035_7,car,15,913,1029,160,221,7076
110926_0035_0,car,16,852,1242,217,371,60060
110926_0035_1,car,16,926,1059,164,244,10640
110926_0035_2,car,16,702,791,178,247,6141
110926_0035_3,car,16,401,498,181,249,6596
110926_0035_4,car,16,5,250,276,371,23275
110926_0035_5,car,16,669,732,171,230,3717
110926_0035_6,truck,16,313,411,147,220,7154
110926_0035_7,truck,16,447,517,157,230,5110
110926_0035_8,car,16,445,518,158,229,5183
110926_0035_0,car,17,890,1240,224,370,51100
110926_0035_1,car,17,706,801,178,251,6935
110926_0035_2,car,17,948,1106,166,257,14378
110926_0035_3,car,17,395,495,181,253,7200
110926_0035_4,car,17,674,737,170,231,3843
110926_0035_5,truck,17,305,410,145,220,7875
110926_0035_6,car,17,444,518,158,231,5402
110926_0035_7,truck,17,447,518,157,233,5396
110926_0035_8,car,17,2,204,289,372,16766
110926_0035_9,car,17,749,798,146,188,2058
110926_0035_10,car,17,801,862,159,205,2806
110926_0035_11,car,17,827,867,156,193,1480
110926_0035_12,car,17,670,707,172,225,1961
110926_0035_13,car,17,691,759,178,239,4148
110926_0035_0,car,18,936,1241,240,370,39650
110926_0035_1,car,18,710,811,179,255,7676
110926_0035_2,car,18,967,1158,166,272,20246
110926_0035_3,car,18,386,493,182,259,8239
110926_0035_4,truck,18,299,408,145,223,8502
110926_0035_5,car,18,675,740,168,233,4225
110926_0035_6,car,18,812,873,156,204,2928
110926_0035_7,car,18,434,513,158,236,6162
