ID,objectType,imageIndex,u0,u1,v0,v1,area
110926_0015_0,car,0,255,297,171,198,1134
110926_0015_1,car,0,568,608,172,207,1400
110926_0015_2,car,0,321,350,178,194,464
110926_0015_3,car,0,351,386,177,192,525
110926_0015_4,car,0,301,326,181,197,400
110926_0015_0,car,1,241,288,170,199,1363
110926_0015_1,car,1,572,609,171,205,1258
110926_0015_2,car,1,313,341,176,194,504
110926_0015_3,car,1,290,312,181,196,330
110926_0015_0,car,2,227,261,170,198,952
110926_0015_1,car,2,570,609,171,205,1326
110926_0015_2,car,2,307,333,176,194,468
110926_0015_3,car,2,282,304,180,196,352
110926_0015_0,car,3,211,249,170,199,1102
110926_0015_1,car,3,568,610,167,205,1596
110926_0015_2,car,3,269,292,182,196,322
110926_0015_3,car,3,295,328,177,194,561
110926_0015_4,car,3,350,376,175,189,364
110926_0015_5,car,3,235,269,171,197,884
110926_0015_0,car,4,194,231,167,197,1110
110926_0015_1,car,4,568,608,168,203,1400
110926_0015_2,car,4,284,318,173,193,680
110926_0015_3,car,4,254,281,180,197,459
110926_0015_4,car,4,328,366,173,188,570
110926_0015_0,car,5,172,240,166,201,2380
110926_0015_1,car,5,568,609,167,204,1517
110926_0015_2,car,5,242,272,178,196,540
110926_0015_3,car,5,271,310,172,194,858
110926_0015_4,car,5,332,370,172,187,570
110926_0015_0,car,6,149,222,166,202,2628
110926_0015_1,car,6,570,611,169,206,1517
110926_0015_2,car,6,261,301,173,193,800
110926_0015_3,car,6,229,259,181,196,450
110926_0015_4,car,6,337,369,172,189,544
110926_0015_5,car,6,307,339,173,187,448
110926_0015_0,car,7,128,202,166,202,2664
110926_0015_1,car,7,248,288,171,195,960
110926_0015_2,car,7,571,610,169,205,1404
110926_0015_3,car,7,216,244,181,197,448
110926_0015_4,car,7,299,332,174,189,495
110926_0015_5,car,7,329,361,173,190,544
110926_0015_0,car,8,97,185,168,207,3432
110926_0015_1,car,8,571,611,173,207,1360
110926_0015_2,car,8,232,277,173,197,1080
110926_0015_3,car,8,201,231,184,198,420
110926_0015_5,car,8,319,356,174,190,592
110926_0015_6,car,8,284,325,175,191,656
110926_0015_7,car,8,438,464,165,180,390
110926_0015_8,car,8,533,549,159,175,256
110926_0015_0,car,9,63,164,168,212,4444
