ID,objectType,imageIndex,u0,u1,v0,v1,area
110926_0036_0,car,0,359,461,180,261,8262
110926_0036_1,car,0,457,489,176,199,736
110926_0036_2,car,0,540,558,176,188,216
110926_0036_3,car,0,492,518,175,189,364
110926_0036_0,car,1,343,452,180,270,9810
110926_0036_1,car,1,453,484,178,199,651
110926_0036_2,car,1,539,564,178,190,300
110926_0036_3,car,1,513,533,176,190,280
110926_0036_4,car,1,551,572,177,191,294
110926_0036_0,car,2,323,440,185,276,10647
110926_0036_1,car,2,442,479,179,202,851
110926_0036_2,car,2,514,532,179,191,216
110926_0036_3,car,2,523,546,179,193,322
110926_0036_4,car,2,539,568,180,193,377
110926_0036_0,car,3,307,429,184,287,12566
110926_0036_1,car,3,439,476,180,202,814
110926_0036_2,car,3,511,530,178,192,266
110926_0036_0,car,4,284,419,182,294,15120
110926_0036_1,car,4,411,434,193,218,575
110926_0036_2,car,4,440,471,181,200,589
110926_0036_3,car,4,509,530,177,191,294
110926_0036_4,car,4,536,563,177,190,351
110926_0036_0,car,5,264,412,183,301,17464
110926_0036_1,car,5,437,474,179,201,814
110926_0036_2,car,5,510,530,177,189,240
110926_0036_3,car,5,399,425,194,218,624
110926_0036_4,car,5,539,572,175,191,528
110926_0036_0,car,6,244,402,184,307,19434
110926_0036_1,car,6,436,475,178,200,858
110926_0036_2,car,6,542,567,177,191,350
110926_0036_3,car,6,509,527,175,189,252
110926_0036_4,car,6,527,545,177,189,216
110926_0036_0,car,7,217,394,184,317,23541
110926_0036_1,car,7,437,471,180,200,680
110926_0036_2,car,7,511,532,177,191,294
110926_0036_3,car,7,551,572,177,192,315
110926_0036_4,car,7,524,548,178,191,312
110926_0036_5,car,7,538,567,178,190,348
110926_0036_0,car,8,190,389,187,333,29054
110926_0036_1,car,8,437,474,180,203,851
110926_0036_2,car,8,549,571,177,192,330
110926_0036_3,car,8,514,533,177,192,285
110926_0036_4,car,8,522,544,178,193,330
110926_0036_5,car,8,773,813,147,174,1080
110926_0036_6,car,8,484,504,180,192,240
110926_0036_0,car,9,159,383,191,343,34048
110926_0036_1,car,9,440,477,180,204,888
110926_0036_2,car,9,555,577,177,192,330
110926_0036_3,car,9,781,824,145,174,1247
110926_0036_4,car,9,539,560,177,190,273
110926_0036_0,car,10,125,375,188,355,41750
110926_0036_1,car,10,444,476,180,203,736
110926_0036_2,car,10,523,549,179,194,390
110926_0036_3,car,10,565,587,178,193,330
110926_0036_4,car,10,537,560,178,192,322
110926_0036_5,car,10,491,514,179,192,299
110926_0036_0,car,11,84,364,189,368,50120
110926_0036_1,car,11,565,589,176,191,360
110926_0036_2,car,11,454,488,179,201,748
110926_0036_3,car,11,537,563,177,190,338
110926_0036_4,car,11,474,497,180,195,345
110926_0036_0,car,12,31,358,193,370,57879
110926_0036_1,car,12,454,491,178,202,888
110926_0036_2,car,12,474,496,179,198,418
110926_0036_0,car,13,6,341,190,371,60635
110926_0036_1,car,13,460,490,178,199,630
110926_0036_2,car,13,828,887,149,174,1475
110926_0036_0,car,14,2,334,192,373,60092
110926_0036_1,car,14,467,496,178,202,696
110926_0036_2,person,14,101,141,217,259,1680
110926_0036_3,car,14,843,907,151,175,1536
110926_0036_4,car,14,592,618,172,189,442
110926_0036_0,car,15,0,317,194,373,56743
110926_0036_1,car,15,596,620,174,189,360
110926_0036_2,car,15,859,894,135,156,735
110926_0036_3,car,15,473,507,177,202,850
110926_0036_4,car,15,556,578,174,189,330
110926_0036_5,car,15,506,525,180,194,266
110926_0036_6,car,15,487,516,178,199,609
110926_0036_0,car,16,1,294,200,372,50396
110926_0036_1,car,16,875,930,150,177,1485
110926_0036_2,car,16,478,510,176,203,864
110926_0036_3,car,16,609,634,174,191,425
110926_0036_4,car,16,558,577,176,189,247
110926_0036_0,car,17,4,263,203,371,43512
110926_0036_1,car,17,484,521,178,204,962
110926_0036_3,car,17,873,946,149,176,1971
110926_0036_4,car,17,661,745,169,198,2436
110926_0036_5,car,17,575,594,177,190,247
110926_0036_6,car,17,613,637,174,189,360
110926_0036_7,car,17,856,934,138,168,2340
110926_0036_0,car,18,1,224,210,369,35457
110926_0036_1,car,18,885,955,153,178,1750
110926_0036_3,car,18,488,524,177,205,1008
110926_0036_4,car,18,619,643,175,192,408
110926_0036_5,car,18,526,548,181,196,330
110926_0036_6,car,18,583,605,175,191,352
110926_0036_7,car,18,977,1007,151,179,840
110926_0036_8,car,18,534,557,181,193,276
110926_0036_9,car,18,552,574,177,190,286
110926_0036_0,car,19,1,173,212,368,26832
110926_0036_1,car,19,990,1056,152,184,2112
110926_0036_3,car,19,878,970,145,177,2944
110926_0036_4,car,19,493,526,177,206,957
110926_0036_5,car,19,682,773,166,196,2730
110926_0036_6,car,19,931,970,156,177,819
110926_0036_7,car,19,587,610,174,191,391
110926_0036_8,car,19,571,594,175,190,345
110926_0036_9,car,19,628,649,174,190,336
110926_0036_0,car,20,1008,1097,152,185,2937
110926_0036_1,car,20,893,984,146,179,3003
110926_0036_2,car,20,635,659,177,193,384
110926_0036_3,car,20,1065,1108,153,187,1462
110926_0036_4,car,20,497,528,181,209,868
110926_0036_5,car,20,677,782,167,201,3570
110926_0036_8,car,20,600,623,176,193,391
110926_0036_9,car,20,823,857,158,179,714
110926_0036_10,person,20,0,83,241,372,10873
110926_0036_11,car,20,614,633,177,191,266
110926_0036_13,car,20,570,595,178,193,375
110926_0036_0,car,21,1025,1098,152,184,2336
110926_0036_1,car,21,1081,1135,151,185,1836
110926_0036_2,car,21,615,636,177,192,315
110926_0036_3,car,21,898,993,139,179,3800
110926_0036_4,car,21,680,791,167,206,4329
110926_0036_5,car,21,641,665,176,193,408
110926_0036_7,car,21,571,602,179,193,434
110926_0036_8,car,21,502,538,179,209,1080
110926_0036_9,car,21,901,955,135,164,1566
110926_0036_10,car,21,835,880,158,179,945
110926_0036_12,car,21,606,630,178,194,384
110926_0036_1,car,22,1043,1117,146,180,2516
110926_0036_2,car,22,504,539,178,208,1050
110926_0036_3,car,22,584,608,176,191,360
110926_0036_4,car,22,841,872,156,177,651
110926_0036_5,car,22,907,974,138,176,2546
110926_0036_6,car,22,646,672,174,191,442
110926_0036_7,car,22,1101,1158,148,182,1938
110926_0036_9,car,22,698,800,165,198,3366
110926_0036_10,car,22,614,637,177,191,322
110926_0036_11,car,22,560,580,181,194,260
110926_0036_12,car,22,565,591,179,193,364
110926_0036_13,car,22,606,628,178,192,308
110926_0036_0,car,23,1054,1138,146,181,2940
110926_0036_1,car,23,1112,1180,145,183,2584
110926_0036_2,car,23,701,810,165,200,3815
110926_0036_3,car,23,648,675,174,191,459
110926_0036_4,car,23,507,541,176,208,1088
110926_0036_5,car,23,582,612,174,192,540
110926_0036_6,car,23,915,991,140,176,2736
110926_0036_7,car,23,916,977,133,159,1586
110926_0036_8,car,23,552,575,180,195,345
110926_0036_9,car,23,1153,1242,146,189,3827
110926_0036_10,car,23,540,564,181,199,432
110926_0036_0,car,24,965,1026,149,176,1647
110926_0036_1,car,24,1070,1145,144,179,2625
110926_0036_2,car,24,508,540,177,207,960
110926_0036_3,car,24,1131,1215,144,184,3360
110926_0036_4,car,24,704,816,161,203,4704
110926_0036_5,car,24,562,579,180,193,221
110926_0036_7,car,24,540,562,180,199,418
110926_0036_8,car,24,614,644,174,189,450
110926_0036_9,car,24,648,679,173,190,527
110926_0036_10,car,24,586,611,176,190,350
110926_0036_11,car,24,570,588,178,191,234
110926_0036_0,car,25,1085,1163,144,180,2808
110926_0036_1,car,25,508,542,176,207,1054
110926_0036_2,car,25,947,1045,149,177,2744
110926_0036_3,car,25,1152,1240,143,186,3784
110926_0036_5,car,25,582,608,175,189,364
110926_0036_6,car,25,838,865,147,173,702
